content,title,author_comment,eiso_count,editor_memo,create_datetime,author_url,author,license
"菜の花の影をひとつずつ手でほどく懐胎した鹿を殺した意味

命から逃げ切る人の声がする「わたしの代わりにちゃんと見てきて」

大型の黒犬が雪を踏みしめる音だけを聞く　拭く獣魂碑",なんたるかを,,3,,"Jun 26, 2025 10:55 pm",https://x.com/migitenohammer,右手のハンマー,CC BY-NC-ND 4.0
"抜け出して泳ぎ去った仲間たちよどうかそのまま幸せになれ

大丈夫わたしも脂肪を蓄えてアザラシのように顔を出すから

波の上波の下いったいどちらが自分に合うかこれから決める ",氷の海,,3,,"Jun 30, 2025 8:53 pm",https://x.com/takosan_kcr,たこの粥,CC BY-NC-ND 4.0
"海　どうかあの子に見せる一面はやわくやさしくあればいい、海

海　そばにいてくれなくていいからね今はひとりで泣けるから、海

海　きみはしあわせですかきみだって泣きたい時はありますか、海",僕と海,,3,,"Jul 4, 2025 10:17 pm",https://x.com/minami31mj ,m,CC BY-NC-ND 4.0
"少なくなると妻が水道水を足しJOYが大して仕事をしない

泡ハンドソープすこすこ音を立て最後に近い泡振り絞る

詰め替えを必要な分買い込んでカルディのエコバッグちぎれそう",カルディのエコバッグ,,3,,"Jul 7, 2025 9:28 pm",https://x.com/ume_dori,梅鶏,CC BY-NC-ND 4.0
"ひまわりの泣く夏は嫌蝉も泣きただ雨の中渦広がりて
夏の日に洗濯している渦を見て清まる服の泡ひとつかな
微笑みがハイビスカスを変えたんだ風渦まく日の成層圏で",夏の成層圏,この連作は、「夏」をテーマに、鬱屈した現実から心が解放され、より高次の境地へと至る魂の飛翔を描いた物語です。一首目では、太陽の象徴であるひまわりさえも泣いているような、長雨の息苦しい夏を描き、どうしようもない憂鬱と閉塞感を表現しました。続く二首目では、日常の中にある洗濯機の渦に、澱んだ悲しみが洗い清められていく、静かな希望を見出します。憂鬱な現実の中にも救いがあることを示唆する、物語の転換点です。そして三首目では、視点は一気に地上を離れ、タイトルでもある「成層圏」へと至ります。そこでは地上の悩みさえも超越した一つの微笑みが世界の意味を変えるほどの力を持ち、全てを肯定する圧倒的な解放感で、この心の旅を締めくくります。うたを詠んだ後で読者の代わりにAIに読んでもらいました。,3,,"Jul 7, 2025 11:34 pm",https://x.com/toto_books,つくだとしお,CC BY-NC-ND 4.0
"この街のはじまりの日に見た「令和」取り残されてこの町で寝る

新しい街を光と呼ばすから新月さえも味方するひと

餞別に好きそうなもの選ぶとき見送る側はいつもさみしい",はなむけ,好きな町を旅立つ人に幸福でいて欲しい、ということ,3,,"Jul 7, 2025 11:59 pm",https://x.com/FN7rh,みなせ　あさ,CC BY-NC-ND 4.0
"仲直りしたかったのにくちびるが嘘ばかりつく　勝手にすれば？
和解する口実よりもぎゅっとして終わらせようとする悪い男（ひと）
正しくはないと知ってる心音のきみは弱さを見せてくれない",まだ、愛はある,,3,,"Jul 3, 2025 6:12 pm",https://x.com/l0vemash,真朱,CC BY-NC-ND 4.0
"窓からは凪の夏風ジュディマリの懐かしい曲静かに鳴って
デジタルのsec表示 像だけが一秒前を優しく許す
炭酸でアルコールばかり薄くして未だに夢がわからずにいる",7/6（日）午前0時15分,,3,,"Jul 6, 2025 7:21 pm",https://x.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
"今日もまた自分勝手な歌を詠む 作法や勝手の分からぬままに
句跨り字余りばかりの吾が短歌 もっと定型にこだわるべきか？
己が《おのが》ココロの痛みのみ嘆いて 他人《ひと》の痛みに寄り添えているか？",下手の横好き,入賞したくないわけではありません。しかし、下手の横好きと言われようとも、こうやって短歌に親しむことは楽しいです。この素晴らしい環境を提供してくださっている方々にお礼を申し上げます。,3,,"Jul 2, 2025 2:38 pm",https://x.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
"気まぐれな笑みを勝手に待ちわびるつまりは梅雨の晴れ間みたいに
雨雲の狭間に光のすじ射して私には恋きみにとっては
明け透けな嘘を葬る水たまりに映った空を今日は壊して",何者でもない,,3,,"Jul 6, 2025 3:50 pm",https://x.com/Linon_non,りのん,CC BY-NC-ND 4.0
"ハム太郎、足りていますか。向日葵の種と愛する人の幸せ
ハム太郎、泣いていますか。綺麗事が祈りに変わる夜の深さに
ハム太郎、呼んでいますか。思い出の匂いばかりの毛布を抱いて",ハム太郎,,3,,"Jul 7, 2025 3:40 pm",https://x.com/nagikawase,川瀬十萠子,CC BY-NC-ND 4.0
"二年目の桔梗がポンと開いてる人はどうあれ私は私

佇んで夕焼けを見るおばあさん息子の家は快適ですか

外は雨わたしは椅子にこしかけてはす向かいには小説と夫(つま)",夕暮れ,,3,,"Jul 6, 2025 2:43 am",https://x.com/daigakuimo3717,山野たみ,CC BY-NC-ND 4.0
"風はらみ極彩色のたらればが脳に纏わり明日へと拐う
霧雨で肥大した過去トランクに詰めて押しゆく下り坂まで
荘厳なオーケストラを掻い潜りプラネタリウムをかち割れば空",彩,,3,,"Jul 1, 2025 7:54 pm",https://x.com/hyellypan,留留留,CC BY-NC-ND 4.0
"役目終え影だけ残る　脇役のランナー枠を誰が愛せる
君がいて完成できた筈なのに　切り落とされる食パンの耳
喜びを彩っただけ　中身より大事にされる包装はない",廃棄と不平等,,3,,"Jul 1, 2025 9:29 pm",https://x.com/_sa_you_tanka_,稗田 白湯.,CC BY-NC-ND 4.0
"誰からも嫌われなかったレモンサワー出会ったときに恋人がいた
ハニーレモン　甘酸っぱさにさよならを告げれば苦さ残す秋風
絞るたび出てくるハンドクリームの檸檬あなたがまだ胸にいる",れもん,,3,,"Jul 4, 2025 6:31 pm",https://x.com/l0vemash,真朱,CC BY-NC-ND 4.0
"読めるけど書けないんだという子らの鉛筆ノート消しゴムを見よ
障害と思うなかれ障壁があるのだ声がする方へ、手を足を
健やかに枝葉は伸びていきます幼らの声を開けば光いっぱい",光いっぱい,私は児童発達支援に携わっていて、こちらは発達性ディスレクシアについて詠んだものです。,3,,"Jul 7, 2025 3:44 pm",https://x.com/nagikawase,川瀬十萠子,CC BY-NC-ND 4.0
"箱庭のなかですくすく育ったよ檻と祈りと言えぬたすけて
天使はね悪魔なんだよきみだけの天使になって破滅させるね
殺人でいつか死刑になるきみへ私を刺してくれてありがと",嫌悪感次に慈しみいとおしいきみに殺されたいよ真昼に,,3,,"Jul 1, 2025 3:29 pm",https://x.com/koromo_GuwuGzzz,照屋衣,CC BY-NC-ND 4.0
"Ｙ字路のゆるい分岐をひまわりの少ない方を選んで海へ
三つ折の白靴下の踝の校章少しとんがっている
夕暮れに無数の貝は鎮まって性も化石化していく浜辺",叫びたかった,,3,,"Jul 5, 2025 5:22 pm",https://x.com/Shinnsyutu2020,宇祖田都子,CC BY-NC-ND 4.0
"この部屋に水族館の呼び水として布製のペンギンは立つ
差し込んだ光の帯を横切って硝子の果てを鯱は夢見る
壁越しに雨が弾ける音を聞く日曜の午後わたしは海月",水想,,3,,"Jul 6, 2025 10:10 pm",https://x.com/Linon_non,りのん,CC BY-NC-ND 4.0
"飛べぬなら飛ばせてやろうと背を蹴られ生まれてきました空は遠いな
バリアーを張れたらいいな雨の日も傘もささずに手ぶらでぴちゃん
ぐうたらと生きていくはずだったのに一生仕事をしている日曜",ある半世紀,,3,,"Jun 30, 2025 8:41 pm",https://x.com/tenmeiwoshiru1,ぺぺいん,CC BY-NC-ND 4.0
"風鈴の音と氷のとける音かさなりあって始まりの音

青空に飛び立ったのね睡蓮の葉っぱの先のヤゴの脱け殻

からっぽは希望の跡地　夏風が吹けばすずしいわたしのからだ",はじまる,,3,,"Jul 3, 2025 12:31 am",https://x.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
"吾子の短冊を吊すと言って笹を探すも
見つからず母はダイソーに向う

七夕の夜は晴れるだろうか彦星の浮気
なければ織姫の涙は降らぬだろ

五色に揺れたなびく短冊に一つ一つの
願いが灯るああ叶うといいね
",七夕,なぜ七夕で願いを書く風習があるのかわかりませんが幼子には願いを自分で叶える力があると思います。,3,,"Jun 30, 2025 7:13 pm",https://x.com/FyOj742,フラ子,CC BY-NC-ND 4.0
"三角じゃなくVの字ね　あの子まだ知らないんでしょ、あたしのことを

既読にもならないLINE　シャッターを下ろせば消える満天の星

姫二人選べずにいて崩壊に向かって自転するアルタイル",デネブ,夏の大三角形を詠んでみました,3,,"Jul 6, 2025 4:08 pm",https://x.com/OnakaSuiTanka,小仲翠太,CC BY-NC-ND 4.0
"蛍光のピンク色した毒虫があたしのために差し出す蕾

すぐにでも爆発しそうな花束を抱えて生きる仕方ないよね

やさしさで間違い探しするように丸めていったこおりは祈り",ヘルペス,,3,,"Jul 2, 2025 6:05 am",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
"ふくしまのアンテナショップに並ぶ桃連れて帰れば夏のはじまり

まろやかな桃の産毛の肌触り甘やかす指ふわんと香る

とろり蜜したたる先に舌を出し無防備でいる夏のひととき",NECTAR,,3,,"Jul 1, 2025 8:12 pm",https://x.com/haku_reimi89013 ,白黎海,CC BY-NC-ND 4.0
"坂道を下りるときなど考えず上がりつづけろガールズルール
欅って書けるまで練習してたこと隠してるサイレントマジョリティー
お日さまの沈んだあとに輝きは失われるか？ソンナコトナイヨ",坂道を上がりつづけろ,2首目だけ過去作です,3,,"Jul 4, 2025 10:07 pm",https://x.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
"ことばにはならないものが多すぎて空を四角に切り取ってみる

いきますか・いかないですか　霧のなか夢の入り口に立つ紫陽花

もうしばらくはここにいて雲間から荷物がとどくのを待っている",雲間から,,3,,"Jul 2, 2025 12:15 am",https://x.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
"階段をのぼれば光ましてゆく6月20日19時5分

こんな日は地下に降りずにうっすらと白い歩道を梅田へあるく

往来の反対をゆく人たちも手を振りあるく全部オーライ",全部オーライ,実質的に初めて意識して連作を詠んでみました。,3,,"Jun 24, 2025 10:14 pm",https://x.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
"言い掛けた声にならない言の葉を唇で止め君は飲み込む
終わるなら自然消滅させないで　君が　嫌い　と言えばそれまで
瞬きのあいだに君は俯いて　知らない人になって　それから",Fade Out / Cut Out,実にならなかったもっと大きな連作の一部だった短歌たちですが、練り直して形を変え構成を変え、こちらに出すことにしました。若かりし頃の苦しかった思いを投影させています。,3,,"Jul 7, 2025 1:41 am",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
"戸と鬼と狼の籍を選べるなら狼藉が良い愛情を下さい

お月さんをガリガリ噛む氷みたいに赤ずきんちゃんじゃ足りない

胸の内で吼えて吼えて吼えて吼えて吼えて飲み込む牙は見せない",わたしはおおかみ,"一作目｢戸と鬼と…｣
｢狼藉｣と言う言葉がありますが、狼は愛情深い生き物だと聞いたことがあり、こちらの詩を思いつきました。
二作目｢お月さん…｣
Ｘで投稿した際には｢血が足りない｣と補足文を付けました。
三作目｢胸の内で…｣
狼は静かに獲物をつけるイメージがあります。実生活で頭に血が上った際に、冷静になろうと詠んだ詩です。",3,,"Jul 7, 2025 7:21 pm",https://x.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
"腕力はある　画面では分からない花野を見つけ出す見本帳
たとえすぐ忘れられても部屋ごとに違う仕様のラブホテルたち
(…あなたの脳に…直接…)映る暖色で繁盛店になりますように",『面積効果』＃わが本職を詠う に寄せて：IC (インテリアコーディネーター),,3,,"Jul 7, 2025 10:50 am",https://x.com/inan_erotica,インアン,CC BY-NC-ND 4.0
"善悪の裏の裏まで見通せる力が欲しいクコの実食べる
何度でも重ねる嘘が真実になるかも知れずティートゥリー塗る
正しさが何かは分からないけれど信じてみよう十薬を飲む",信じて,,3,,"Jul 3, 2025 10:21 pm",https://x.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
"遠くから真紅の旗をたずさえてわたし所属のパレードが来る

結び目は神経伝達物質の間違いだらけのあやとりの跡

体温を分けて欲しいといえなくてまた遠ざかる隊列のおと",パレード,,3,,"Jul 3, 2025 12:31 pm",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
"大気とは違う重みが足攫うあちらこちらで息の吐く音

描くたびあの人はあの人に戻る胡瓜は瑞々しくそこにある

終末に近づくはやさを悟りつつテレビカードは正しく減たり",いのちの病棟,メンタルケア病棟に入院した時の経験をもとに詠みました。デイルーム(ナースステーション前)の重だるい雰囲気、日々回復を見せる患者のルーティン、自分の命と向き合ってしまうふとした瞬間を詠みました。,3,,"Jun 25, 2025 1:58 am",https://x.com/mahounomahou,まほう野まほう,CC BY-NC-ND 4.0
"咎も無く 千歳踏まれし 鵲の
今宵が平穏無事であれ

幾万羽 鵲いれば 渡れるか
雨雲の上にモノクロの虹

鵲は何処に帰るの夜空には
白鳥座しか見つからなくて",鵲思三連作,七夕における鵲について詠みました。,3,,"Jul 7, 2025 9:04 pm",https://x.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
"今鳴くか明日は鳴くか見知らぬ犬一声ごとにヒットを運ぶ

寝そべって低め低めとサイン出し延々首を振る扇風機

ホームラン嬉しい悔しいどうでもいい定食屋さんで見る一人一人",野球,,3,,"Jul 3, 2025 1:52 am",https://x.com/mukadeyakata,新井宗彦,CC BY-NC-ND 4.0
"愛という言葉はどれほど重いのか測れぬままで黙ってしまう
握られた手から受け取るやさしさに絆されていても許されますか
君のもつ愛する機能をちょうだいよ　抱きしめられる資格が欲しい",沈黙を,,3,,"Jun 25, 2025 9:26 pm",https://x.com/yahoshi_52,夜星いさな,CC BY-NC-ND 4.0
"ゆらゆらり　ダンゴムシに傘をかけ　
濡れる背丸く　エンドウの森

我が足も　クチナシの花も　沈みゆく　
雨に宿りし　透けたる重力

幾重もの緑の雫を抱きしめて
祈る　ぼくに、どんぐりひとつ",帰り道は、雨,"詞書
君を迎えに、君と手繋ぎ、君と帰ろう",3,,"Jul 4, 2025 1:43 pm",https://x.com/yoshiharumichi,吉晴,CC BY-NC-ND 4.0
"とべないと知っているのにはねがある　わるいやつらじゃないんだきっと

姉ちゃんはいっぽんばしを渡るとき空よりずっと遠くをみてた

このほしに残る理由がなんにもない何でもないよすきなの　空が",「何でもないよ」,,3,,"Jul 4, 2025 11:56 pm",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
"でも僕は人が嫌いなわけじゃないそれが争いだったとしても

「不知」という言葉はかくも鋭くて怒りは認めその余は争う

「差し支え」五文字が響く法廷の傍聴席をちら見してみる",沈黙の法廷,,3,,"Jul 3, 2025 10:10 pm",https://x.com/kootarogo,藤瀬こうたろー,CC BY-NC-ND 4.0
"ふれられしその紅血《こうけつ》な指先の拍動熱く心耳《しんじ》を澄ます
消えかかるモノクロームのシルエット常永久《とことわ》にふたり可惜夜《あたらよ》を待つ
恋ひ恋ふて思ひ憧る現世《うつしよ》でわたつみに捧げし声と鱗の代わり",可惜夜,,3,,"Jul 4, 2025 11:28 am",https://x.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
"冷房が効きすぎているＢ１のライト・ミールにひらく初霜 

ホイップは爆発だから重なりの隙に小さな星があっても

広い箱　僕らはみんなずれてゆく太陽熱に侵されながら",広い箱,,3,,"Jul 7, 2025 4:05 pm",https://x.com/murasaki_zanshi,村崎残滓,CC BY-NC-ND 4.0
"この部屋に臍帯をつなぎ息をしよう生存不能な宇宙だからさ
焼き加減たしかめてくれる？　外の世界見てないうちに焦げはじめてる
回転する銀河　ふいにぼくだけが無敵となれる設定がある／ない",capsule,,3,,"Jul 8, 2025 12:46 am",https://x.com/aonosaku31,青野 朔,CC BY-NC-ND 4.0
