content,author_comment,editor_memo,create_datetime,author_url,author,license
ときめきがぱちり弾けて瞬いてレモンピールが染みる夏の日,,,"Jun 30, 2025 4:08 pm",https://x.com/aoha_tsukise,月瀬 葵葉,CC BY-NC-ND 4.0
ディズニーのニモにでてきたサメのような雲を見ている　もうすぐ雨だ,近場までドライブに行った帰り道、見えてきた雲がサメのようなフォルムでした。捻りも何もなくそのままの歌です。,,"Jul 4, 2025 2:31 am",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
ガタガタと雑音と風を吐き出して私を邪魔する扇風機まわる,良かれと思い回る扇風機、本当は感謝してるんだ,,"Jul 7, 2025 9:50 pm",https://x.com/k_yumiyoshi01,ユミヨシアユム,CC BY-NC-ND 4.0
カーテンのない部屋だった西日との戦いだった十代だった,,,"Jun 30, 2025 5:50 pm",https://x.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
治らない病のためのお薬を飲んだグラスとテーブルに虹,,,"Jul 3, 2025 12:17 am",https://x.com/_the_goldfish_,折戸みおこ,CC BY-NC-ND 4.0
カステラの粗目糖《ざらめ》払って指先に光の雨を降らせるあなた,,,"Jul 7, 2025 3:48 pm",https://x.com/nagikawase,川瀬十萠子,CC BY-NC-ND 4.0
短歌とは自然と溢れ出るものではない 澱む言葉を掻き出したもの,心のままに自由に軽やかに詠めるようになりたいものです。,,"Jul 2, 2025 3:36 pm",https://x.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
『ゴースト』のパロディみたいに生活は二人羽織で営まれゆく,,,"Jul 1, 2025 11:25 pm",https://x.com/Itsuki_Mao,しみず,CC BY-NC-ND 4.0
隠れやすいサンダルを選ぶ 永遠を崇めろと言わんばかりの晴天,,,"Jul 3, 2025 11:16 pm",https://x.com/sonohi_1nichi,えふぇ,CC BY-NC-ND 4.0
花束を君に渡してしまったらもう君の花　好きに散らして,短歌はどんな思いで詠んだとしても、手放したあとは（公開したら）読み手の解釈に委ねたい、という気持ちを詠んでいます。でも、わたしは自分で語ってしまう傾向があって、いいのやらよろしくないのやらよく考えています。,,"Jul 4, 2025 2:23 am",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
既製品では選ばない色で編むショールわたしの美しい繭,,,"Jun 30, 2025 9:22 pm",https://x.com/casiss_gli,橘　すぐり,CC BY-NC-ND 4.0
いいでしょう綺麗事でもポワールのテリーヌ切り分けそっと差し出す,,,"Jun 30, 2025 4:08 pm",https://x.com/aoha_tsukise,月瀬 葵葉,CC BY-NC-ND 4.0
UFOが見えた気がした飛んでいた私最近疲れてるのか,,,"Jun 30, 2025 1:53 pm",https://x.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
ねぇラムネ、わたしも瓶に住みたいな　いつも奇数で私があまる,"ラムネのビー玉はひとつ。ひとつ""だけ""という付加価値がつく世界は息がしやすそうです。",,"Jul 2, 2025 4:24 pm",https://x.com/Ns4HhpKEzA10870,サ行,CC BY-NC-ND 4.0
昨日まで元気な父の死に水をとるごとわれは儚さを生く,この歌は、人間が生きるということの本質は、常に「儚さ」と共にあるという、人生への覚悟や心構えをテーマに詠みました。私たちの日常は、盤石なものではなく、いつ壊れてもおかしくない、危ういバランスの上に成り立っています。その真理を最も鮮烈に示す比喩として、「昨日まで元気だった父の死に水をとる」という、突発的で抗いがたい喪失の情景を設定しました。これは、実際に起こりうる出来事であると同時に、人生とは本質的にそのような無常さ、儚さを内包しているのだ、という悟りでもあります。歌の結びである「われは儚さを生く」は、その運命から目を背けるのではなく、むしろその儚さこそが人生の本体であると受け入れ、その中で力強く生きていこうとする、静かな決意表明です。うたを詠んだ後で読者の代わりにAIに読んでもらいました。,,"Jul 7, 2025 10:34 pm",https://x.com/toto_books,つくだとしお,CC BY-NC-ND 4.0
この人を看取る覚悟が決められず頬に添えられぬ手は宙に浮く,読み手の想像にまかせたい一首ではあるのですが、あくまで詠み手からの歌意を申し上げますと、そこそこに仲の深まった恋人がいて、この人と結婚していいか悩んでいる場面のつもりで詠みました。しかし読みようによっては親や祖父母を看取る歌にもとれると思います。,,"Jun 25, 2025 5:14 am",https://x.com/mahounomahou,まほう野まほう,CC BY-NC-ND 4.0
健やかな無知と無防備駆ける子ら　牧羊犬の瞳で見つめる,,,"Jun 30, 2025 9:27 pm",https://x.com/casiss_gli,橘　すぐり,CC BY-NC-ND 4.0
"正しさで泣かせるよりもくだらないことで笑顔になりたい余生
",,,"Jul 7, 2025 10:43 am",https://x.com/sorapoky,山口絢子,CC BY-NC-ND 4.0
忍び寄る別れの時に負けまいと負けまいとする声はあかるく,,,"Jul 1, 2025 8:24 pm",https://x.com/haku_reimi89013 ,白黎海,CC BY-NC-ND 4.0
らしさらしさらしさなどない外枠も断ち切り線も自分で決める,,,"Jun 30, 2025 5:53 pm",https://x.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
一ミリに満たないほどの十の加護爪にまとって「わたしはむてき」,,,"Jun 29, 2025 1:55 pm",https://x.com/leslie_bekkie,別木れすり,CC BY-NC-ND 4.0
まだ何も掴めてなくて御守りは「生きててよかった」のリフレイン,,,"Jul 7, 2025 5:57 pm",https://x.com/umi_tsukitokage,ツキミサキ,CC BY-NC-ND 4.0
傘の柄が番号順に並んでる　あと10分で始まる受診,,,"Jul 7, 2025 8:52 pm",https://x.com/toDazaihu,枝香,CC BY-NC-ND 4.0
永遠はたぶん無いって定説と一生遊び続けるだろう,,,"Jul 6, 2025 9:07 pm",https://x.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
母さんの幽霊がまだここにいて「砂糖が先」と目を光らせる,,,"Jun 30, 2025 7:49 am",https://x.com/tanankatoru,田仲トオル,CC BY-NC-ND 4.0
まっしろなままで提出したテスト　十五のわれの解答として,,,"Jul 5, 2025 1:23 am",https://x.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
淡々と五月雨聞きつ切り刻む野菜厨に晴れ間来ぬまま,暮らしのリズム。,,"Jul 7, 2025 9:47 pm",https://x.com/misosarasenryu,鯖虎,CC BY-NC-ND 4.0
ミミナリという名のセミを飼っていて夏の終わりに気づけずにいる,,,"Jun 29, 2025 10:54 pm",https://x.com/hakka_kinoko,ベーグル,CC BY-NC-ND 4.0
"「夜マック行こう」と声をダブらせるもう少しだけ夢を見させて
",,,"Jun 30, 2025 9:45 pm",https://x.com/Loswell612,白川楼瑠,CC BY-NC-ND 4.0
鏡の国のローソンだ　レジ打ちの田中は中田　心臓は右,,,"Jul 6, 2025 10:34 pm",https://x.com/TEN_57577,てん,CC BY-NC-ND 4.0
一年で一番夜が短い日 知らずに今日も星はまたたく,,,"Jul 7, 2025 9:11 pm",https://x.com/watako520,わたこ,CC BY-NC-ND 4.0
旗、風をはらんで揺れる自由とは変わりながらも変わらないこと,,,"Jun 30, 2025 5:51 pm",https://x.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
わたしたち似ているねって言わないであふれる前にはもう戻れない,,,"Jul 1, 2025 9:29 am",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
喉に詰まった異物を吐き出すように愛されたかったと言った　夏,,,"Jun 30, 2025 12:48 am",https://x.com/soushin0415,春雷,CC BY-NC-ND 4.0
人生の営業を今日終わります雨が濡らすは白い張り紙,,,"Jun 30, 2025 6:34 pm",https://x.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
おっちゃんに開けてもらったラムネ瓶ビー玉越しのデカい青空,,,"Jun 30, 2025 7:50 am",https://x.com/tanankatoru,田仲トオル,CC BY-NC-ND 4.0
つまづいた時に出された左手の指輪に私が反射している,,,"Jul 6, 2025 8:03 pm",https://x.com/sonatine_yuki,村川愉季,CC BY-NC-ND 4.0
嫌悪感次に慈しみいとおしいきみに殺されたいよ真昼に,,,"Jul 1, 2025 3:18 pm",https://x.com/koromo_GuwuGzzz,照屋衣,CC BY-NC-ND 4.0
うなずいてしまうNISAの説明のように指輪を差し出す人に,,,"Jul 7, 2025 11:46 pm",https://x.com/inan_erotica,インアン,CC BY-NC-ND 4.0
放たれた薬莢の中に残る煤　言えばスッキリするなんて嘘,,,"Jun 29, 2025 10:54 pm",https://x.com/hakka_kinoko,ベーグル,CC BY-NC-ND 4.0
見ることも飛ぶこともなく地に還る鳥の目蓋が透かした日射し,,,"Jul 6, 2025 11:36 pm",https://x.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
紫陽花の毒で猫なら死ねるって聞いてそれから猫になりたい,,,"Jul 7, 2025 10:02 pm",https://x.com/yoshinani_tanka,よしなに,CC BY-NC-ND 4.0
一口で飲み干すレモン水メニュー片手に束の間の涼,夏日。クライアント先で打ち合わせ。駅から遠い場所なのでめちゃ歩く。暑い。14:00やっと昼ご飯。（この後は会社に戻って仕事）,,"Jun 28, 2025 7:10 pm",https://x.com/91com,棚果,CC BY-NC-ND 4.0
甘やかしたい夜ばかりすこしだけ酸っぱいレモン色の月を噛む,,,"Jun 30, 2025 10:50 pm",https://x.com/sinachiku_no_yo,萎竹,CC BY-NC-ND 4.0
シンボルとしてのスイカの絵文字あり　検閲を回避する連帯,,,"Jul 1, 2025 3:07 pm",https://x.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
だれにでも死んだらやりたいことがある生きてるうちは法に触れるし,,,"Jun 29, 2025 10:23 pm",https://x.com/MeFuchsia,綿鍋和智子,CC BY-NC-ND 4.0
紫陽花の花は花ではないけどさそれで嫌いにならないでしょう,,,"Jun 30, 2025 11:13 pm",https://x.com/Mii610248580331,おしいれのほや,CC BY-NC-ND 4.0
にじいろのひれを踊り場でゆらしているわるいうわさからうまれた魚,,,"Jul 3, 2025 11:17 pm",https://x.com/sonohi_1nichi,えふぇ,CC BY-NC-ND 4.0
読みかけの本が数冊ちょっとだけ顔出す部活も楽しいらしい,,,"Jun 30, 2025 11:13 pm",https://x.com/Mii610248580331,おしいれのほや,CC BY-NC-ND 4.0
お風呂場で水に流すんじゃなくてやっぱコンロで燃やすことにした,,,"Jul 3, 2025 1:11 pm",https://x.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
窓枠に合った形でいることが心地良くなっていくガラス板,,,"Jul 5, 2025 2:35 pm",https://x.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
歓声の中に紛れて僕なりのクラップをして祝福とする,,,"Jun 30, 2025 5:52 pm",https://x.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
天気図の青い前線　丸腰で飛びこむ君がびしょびしょになる,,,"Jul 6, 2025 8:03 pm",https://x.com/sonatine_yuki,村川愉季,CC BY-NC-ND 4.0
"紫陽花の藍をそのまま雨に溶き絵筆で刷いたような夏宵
",,,"Jul 3, 2025 1:14 pm",https://x.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
ニチアサのテレビの中でヒーローは今日も私じゃない子を救う,,,"Jul 1, 2025 12:56 pm",https://x.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
地下鉄の降りて世界に出るまでの人類がまだえら呼吸の間,,,"Jul 8, 2025 12:01 am",https://x.com/FN7rh,みなせ　あさ,CC BY-NC-ND 4.0
ひとり用鍋を今年は買いました離れてもなお満たされるよう,,,"Jun 30, 2025 4:08 pm",https://x.com/cotori_rin,琴里梨央,CC BY-NC-ND 4.0
涙にも優劣がある　一羽だけ虹を見つめていたフラミンゴ,,,"Jul 1, 2025 8:08 am",https://x.com/tankapanda,短歌パンダ,CC BY-NC-ND 4.0
保冷剤詰めて潰れたおにぎりの美味さが沁みた朝練終わり,この時期、保冷剤無しでは弁当も無理で、朝練用に持たせたおにぎりも保冷剤で潰れるだろうなと。それも（親の）愛情だなと思い詠みました。,,"Jul 1, 2025 11:12 pm",https://x.com/tyrannos818181,さに。,CC BY-NC-ND 4.0
大丈夫　波はいつか静寂（しじま）へと姿を変える、生き延びられる,,,"Jun 29, 2025 1:54 pm",https://x.com/leslie_bekkie,別木れすり,CC BY-NC-ND 4.0
この蜜はきっと地獄へ続くのに恋は無邪気に羽化してしまう,,,"Jun 29, 2025 10:55 pm",https://x.com/hakka_kinoko,ベーグル,CC BY-NC-ND 4.0
いくつもの輪廻をめぐるそのうちにまた逢えるかも違う銀河で,,,"Jul 7, 2025 4:48 pm",https://x.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
鐘の音をみな振り仰ぎあのひとの声を忘れたのだと思い出す,,,"Jul 3, 2025 11:17 pm",https://x.com/sonohi_1nichi,えふぇ,CC BY-NC-ND 4.0
つまりこの叫びが僕の人生なんだギター鳴らして魂を撃つ,自己表現への抑えきれない衝動と、それを人生そのものとして肯定する強い意志を詠んだ歌です。人生には、言葉にならない感情や、社会の常識には収まらない心の叫びが存在します。そうした混沌とした内面のエネルギーを、唯一表現してくれるのが「ギターを鳴らす」という行為です。それは単なる音楽ではなく、自分の存在証明であり、魂そのものを世界に撃ち込むような切実なコミュニケーションなのです。「つまりこの叫びが僕の人生なんだ」という断定的な言葉には、他人にどう思われようと、この表現と共に生きていくという決意が込められています。若さゆえの焦燥感と、表現者としての覚悟が爆発する瞬間を切り取りました。うたを詠んだ後で読者の代わりにAIに読んでもらいました。,,"Jul 7, 2025 10:47 pm",https://x.com/toto_books,つくだとしお,CC BY-NC-ND 4.0
障害者らしくなきやう振る舞ひてＡ型へゆく人目はゞかり,,,"Jul 7, 2025 8:54 pm",https://x.com/nioibanmatsuri1 ,匂蕃茉莉,CC BY-NC-ND 4.0
六曜はなくて日曜はじまりの手帳を探す東急ハンズ,,,"Jun 30, 2025 4:43 am",https://x.com/blue_navy_color,青色紺色,CC BY-NC-ND 4.0
生きていく　あなたが去ったこの部屋で今週もまた生ごみを出す,,,"Jun 30, 2025 6:22 pm",https://x.com/marja0312tk,まる弥,CC BY-NC-ND 4.0
喫煙所　分断してよ居酒屋と君に愛されない現実と,,,"Jun 30, 2025 12:48 am",https://x.com/soushin0415,春雷,CC BY-NC-ND 4.0
ビル風に強く揺られて葉音の涼帽子の鍔をそっと触りて,,,"Jul 6, 2025 4:06 pm",https://x.com/fromshino,篠崎蓮,CC BY-NC-ND 4.0
鰯らは海の流星ああ僕は街が吐き出す漂着物だ,,,"Jun 29, 2025 9:15 pm",https://x.com/nuttarifan,乃木ひかり,CC BY-NC-ND 4.0
さっきまで木と連れ添った枝落ちて土と始める大きなプラン,,,"Jun 29, 2025 9:17 pm",https://x.com/nuttarifan,乃木ひかり,CC BY-NC-ND 4.0
"しぼったら青が滴りそうな空ごと君をぎゅうっっとしたい夏
",,,"Jul 3, 2025 1:15 pm",https://x.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
ゆっくりと手を振る人の面影をかき消してゆく夕暮れの風,,,"Jul 3, 2025 10:07 pm",https://x.com/kootarogo,藤瀬こうたろー,CC BY-NC-ND 4.0
次きみが海のいのちになるときはわたしの骨をゆっくり食べて,,,"Jul 7, 2025 8:28 pm",https://x.com/carda_mm,漁火いさな,CC BY-NC-ND 4.0
着色料　なにかを思い出せそうな冷えたペットボトルの光,,,"Jul 7, 2025 11:59 pm",https://x.com/inan_erotica,インアン,CC BY-NC-ND 4.0
二十四時、めぐりめぐって駆け出した終わりのない日ゆめのあとさき,,,"Jul 7, 2025 8:30 pm",https://x.com/m_iya_o,水也,CC BY-NC-ND 4.0
雨の日に本が読めると喜んだ君が好きだよチャーリーブラウン,,,"Jul 6, 2025 6:14 pm",https://x.com/daigakuimo3717,山野たみ,CC BY-NC-ND 4.0
お大事にしてくださいね僕のこと。溶けない薬は効かないでしょう。,,,"Jul 1, 2025 7:35 pm",https://x.com/no_rain_no_kasa,琉生,CC BY-NC-ND 4.0
会える日がアキレスと亀永遠にきみに会いたい瞬足履いて,,,"Jul 1, 2025 3:18 pm",https://x.com/koromo_GuwuGzzz,照屋衣,CC BY-NC-ND 4.0
ドライヤーかけてあげるって言い訳で指を絡めた髪の香りは,,,"Jul 3, 2025 12:16 am",https://x.com/_the_goldfish_,折戸みおこ,CC BY-NC-ND 4.0
空席にはしり書きメモきみの文字くうきのかたちのレーゾンデートル,,,"Jul 1, 2025 1:36 am",https://x.com/ukey.d,田 幸樹枝,CC BY-NC-ND 4.0
"「出逢わなきゃ良かった」なんて思う日がきても出会えて良かった今日は
",,,"Jun 30, 2025 8:39 pm",https://x.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
ばばのないばばぬきをする　約束の平和の先にある消失点,,,"Jul 1, 2025 8:07 am",https://x.com/tankapanda,短歌パンダ,CC BY-NC-ND 4.0
2年前からカーテンがない窓で上映された生活がある,,,"Jul 7, 2025 2:49 am",https://x.com/narita_tanka,竜泉寺成田,CC BY-NC-ND 4.0
一面に青色のビーズ敷き詰めて癇癪起こして歪な七色,,,"Jul 1, 2025 3:10 pm",https://x.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
起きぬけに塩むすびほおばる　これは今日あとで泣くぶんの塩分,,,"Jun 30, 2025 10:48 pm",https://x.com/sinachiku_no_yo,萎竹,CC BY-NC-ND 4.0
"フェルマーも余白がないって言うだろう
あの時君に何を伝えれた？",,,"Jun 30, 2025 12:49 am",https://x.com/soushin0415,春雷,CC BY-NC-ND 4.0
きみの揺らす現像液は羊水のようだわたしを何度も産んで,,,"Jul 1, 2025 9:28 am",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
ヤマザキのイチゴスペシャルぐらいには君を好きだったような気もする,「幼馴染」というお題でした。,,"Jun 24, 2025 10:23 pm",https://x.com/Are_you_Sayoko,四辻,CC BY-NC-ND 4.0
オリオン座しか分からない君のため　死んだらベテルギウスになるね,,,"Jun 30, 2025 12:51 am",https://x.com/soushin0415,春雷,CC BY-NC-ND 4.0
どこにでも行ける証明海までは届かぬバスも駅には着いて,,,"Jul 6, 2025 11:36 pm",https://x.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
永遠は無いことを知る木曜日信じたいのは神ではなくて,,,"Jul 1, 2025 8:23 pm",https://x.com/haku_reimi89013 ,白黎海,CC BY-NC-ND 4.0
梅を埋め優しく握るラップ越し十マイクロの距離を取る愛,,,"Jul 7, 2025 8:53 pm",https://x.com/akiiro3,ყąɱąɠųƈɧı ąƙıɧıཞơ,CC BY-NC-ND 4.0
グノーシス、この世を全て嘘にして。手に触れたって恋にならない,,,"Jul 7, 2025 8:26 pm",https://x.com/carda_mm,漁火いさな,CC BY-NC-ND 4.0
「This is a pen.」を「これ」ではなく「ここ」と訳せば急に広がる世界,,,"Jul 7, 2025 2:48 am",https://x.com/narita_tanka,竜泉寺成田,CC BY-NC-ND 4.0
息すらもさせてくれない熱だけの夜に飲まれて眠れずにいる,,,"Jul 7, 2025 9:08 pm",https://x.com/HarunagaMutsuki ,春永睦月,CC BY-NC-ND 4.0
卵から五千年後のニワトリが五千年後に生まれてきます,,,"Jun 30, 2025 9:14 pm",https://x.com/OkadaDouitsu,岡田道一,CC BY-NC-ND 4.0
らしさってなんだろうかと考えている内はきっとらしくないんだ,,,"Jul 7, 2025 10:27 pm",https://x.com/utoka15_,うとか,CC BY-NC-ND 4.0
空っぽの空き瓶もって君はただ「空のままね」と空を見上げた,,,"Jun 30, 2025 2:28 pm",https://x.com/RR_zombie7878,半田新,CC BY-NC-ND 4.0
"The earth was blueってないのなら助走のときに死なせてくれよ
",,,"Jul 1, 2025 12:25 pm",https://x.com/Yuma_Yuma___,有馬由馬,CC BY-NC-ND 4.0
ほんとうはコインになりたかったのに薬莢になり真鍮は泣く,,,"Jun 29, 2025 10:24 pm",https://x.com/MeFuchsia,綿鍋和智子,CC BY-NC-ND 4.0
離婚などしたことないから相談に乗れぬとぼやく父の眼差し,,,"Jun 27, 2025 8:39 pm",https://x.com/short_poem0505,あだむ,CC BY-NC-ND 4.0
人類が滅んでしまった公園で鳩は餌やりおじさんを待つ,,,"Jul 7, 2025 8:13 pm",https://x.com/kijousan,宇井モナミ,CC BY-NC-ND 4.0
手紙を書く助走として繰り出す散歩セキレイは春の鳥だったっけ,,,"Jul 1, 2025 11:25 pm",https://x.com/Itsuki_Mao,しみず,CC BY-NC-ND 4.0
