content,title,author_comment,eiso_count,editor_memo,dummy,create_datetime,author_url,author,license
"六月を夏と呼ぶのに躊躇するこんなに水の気配に満ちて

黒が出て驚く　果実に隠された真意を探す農夫の指は

横たわる青い背中を撫でながら夏の魚を君は数える

街灯が蝉の時間を狂わせるタイムリミット乗り越えてなけ

僕たちを置いてけぼりにする夏の音楽　サマーはやく終われよ

待ち侘びているよ真夏の死の朝を森の裏地のコートを抱いて",サマー　はやく終われよ,タイトルがリバー流れないでよに丸かぶりなことは気にしないでください。,6,,,"Sep 8, 2025 11:50 pm",https://twitter.com/PzSh9qgg,ぐりこ,
"上手から下手へとゆく白鷺の舞い上がるときさざめく水面
呪いともとれる祈りの息を吐くあなたの瞼の端に紅色
幕切れの耳鳴りこれは喝采かわからず浴びる雨が止まない
奈落から這い上がり見た雪げしき境界線をなだらかにして
積もってく紙吹雪に見る喪失とダイヤモンドダストの煌めき",トゥルーエンド,,5,,,"Aug 28, 2025 9:19 pm",https://twitter.com/sinachiku_no_yo,萎竹,
"玄関の壁の天井ギリギリに今朝も磁石がくっついている
ベランダにパイナップルがなっている部屋の隣の窓が割れてる
ファミレスの窓から見える国道の交差点には看板がない
水色の壁に描かれた白い鳥　状況証拠でカモメとみなす
一斉に鳩の飛び立つ公園を機影が何も落とさず過ぎる
地下街が尽きる間際に純喫茶ブラジルだった空間がある
円柱の柱に薄い鉛筆の落書きがありただそれを読む
「風鈴の使用状況調査団」という名刺が玄関ドアに",絨毯爆撃,,8,,,"Sep 6, 2025 5:17 pm",,,
"コンビニで愛が買えるとスピッツが言ってたから届けてUberで
ミッキーはパークにひとりしかいない　わたしは大勢のうちのひとり？
ロマンスがありあまるっていうけれどわたしのとこには1mmもない
写真から君を消したがまぶたには滲んで揺れる消しゴムマジック
有給は来世に繰り越せないらしい　現世サボって「会いたい」と打つ
チャリで来たのポーズで写る恋人がきゅうりに乗ってやって来る夏
空返事ばかり誰かに夢中な君　ねえシンパシーこっちを向いて
泣きながら沈む湯船は深海で　愛してほしいが言えないままで
この恋を脱いで私は歩き出す　また綺麗になるざまあみやがれ
日本の未来は明るくないけれどこの街でまた恋する私",LOVEマシーン,,10,,,"Sep 3, 2025 10:54 pm",https://twitter.com/MishinOga,大賀ミシン,
"好きでもない嫌いでもない　居心地の悪い記憶が脳に絡まる
シンデレラガールズ　曲　歌詞　アイドルを語る皆の輪の中に　いた
市場価値を言外に比べ合っている人の瞳がきらきら煌めく
落伍者と思われたくない恐れから態度を変える　揺れるテーブル
弾まない会話　私の話には価値が無い　と　保身でしょうか
なんとなく強い言葉を使いたくなったときだけ出る破壊殺
その牙は貴方を護ってくれました？　孤独を泳ぐ麗しの鮫
さめざめと泣いたところで変わらない日々が私に愛されている
あなたにも眠り続ける日々があり、私の知らない感情があり
疼痛の続く月火水木金　刻み込まれた曜日感覚
「この星で出会えたことが運命」と溜飲を下げるために呟く
停車する度に大きく揺さぶられバスは地球を走っています
駆けつけてくれたあなたはいつまでも恩人　今は傷つけ合っても",揺れるテーブル,エンタメ作品に関する固有名詞(今回の場合は「シンデレラガールズ」と「破壊殺」)が含まれた歌を連作に組み込むのは、とても勇気が必要でした。,13,,,"Sep 2, 2025 10:21 pm",https://twitter.com/osorakukajin,奈路 侃,
"・牛乳は切らしたまんまグラノーラ摘んで齧る猫は液体　　　　
・目を伏せる青は眩しくて雲ひとつでもある方へひとに紛れて　
・冷めた湯にこの身浮かべて昨日のどこにもいかず猟虎は睡る　
・溢してもはねて落ち着くひとしずく猫はいつでも円くなるから
・牛乳を咬むようにいま空っぽの月蝕の日にお椀はきれい　　　
・この日々を倒れそうでもたどたどしく廻る独楽でも小さく笑え",流体の離脱,,6,,,"Sep 8, 2025 9:25 pm",https://twitter.com/hokyouin10,ねるの　いつ,
"夏服にリボン弾ませ列を成し修学旅行は広島だった
黒焦げの弁当箱に浮かびくる我が子を思う母の菜箸
目を奪うまだら模様のシュミーズを燃やさなかった地響きがする
白墨で書かれた安否たよりなく亡の字だけが色濃く太く
縁側に少年一人横たわる眠るようにと記されていて
死の疎林に立たされている真昼間に友と私の清らかなる手
熟れすぎた果実に触れるかのように崩れてしまう夏の輪郭
八月は圧縮されてこれからも問われ続ける生者の眼差し
今尚も新しく詠わなければいつまでも火を忘れず語り継ぐ
離乳食、珈琲、トースト、リビングのテレビより聞く黙祷の鐘",八十年目のリビング,,10,,,"Sep 7, 2025 11:27 am",https://twitter.com/nagikawase,川瀬十萠子,
"カボチャから包丁抜けず今日もまた名もなき勇者を召喚させる

鮮やかなトマトのリコピン　ゴーヤーのモモルデシンが私の味方

シシトウの天ぷら爆発しなくてもやたらと当たる辛味爆弾

本当に大切な場所は捨てないで　人生だって焼きナスだって

「シソ５枚」母に頼まれ庭で摘む　今より地面が近くにあった

満天のオクラの星をフリーザーバッグに広げ宇宙を思う

この夏も食欲失せず乗り切って生きた私は名もなき勇者",夏野菜と生きる,,7,,,"Aug 31, 2025 11:24 am",https://twitter.com/yoimane_57577,よいまね,
"割り箸でナゲットひとつつついたらやけに大きいエアコンの音

小6の最後の日だって八つ切りの画用紙のため隣町まで

そうだった、家ってふつう飛び出した方が良いんだ八月だけは

めいっぱいひかりを集めた砂浜は今にも火傷しそうな高揚

この夏がサーフボードの手触りをはじめて知った夏に変わって

ただ白い波に名前があると知り百科事典の顔をしてみる

モモまでの高さに見える波だって私をよろめかせるには十分

あの涙、この涙より海水がずっと辛くてなんか呆れる

「潮汐」とはじめて口にしてみたら気が引けるほど綺麗な響き

「やっほー」とごくごく気軽に顔を出す明けの明星みたいなヒトデ",最終日たらしめるもの,,10,,,"Sep 8, 2025 11:48 pm",https://twitter.com/mi1s4am,横井のの,
"二人乗り背中越しから汗にじみ川の向こうは何もない海

浮世絵の凧ってなんか新鮮と笑い合う日々雲そら高く

日焼け止め忘れずに抜かりはないが肉とマシュマロは漆黒と化す

持て余すひま耐えかねて数あそび日暮れる土手の黄色ナンバー

白く光ったレインボーブリッジはダイヤモンドのネックレスだね

本当は知りたいわけじゃないけれどスイートルームで知る刺青

グチャグチャだ。いったい何回目だろう もう会わないね 消し炭みたい

嘘ばっかふざけないでよ出て行って花火の色が燃え垂れ落ちる

夜に見る虹は幻覚だってほら濡れているのは頬だけだもの

何もない海なんてないと知りながら忘れるように汐風を嗅ぐ",流したい刺青,,10,,,"Sep 4, 2025 12:16 am",https://twitter.com/mahina_houden,髪切虫じゅんぺー,
"大きいの釣れたとはしゃぐ子らの声赤いザリガニ赤銅の腕
残業の18時半の帰り道夏のご褒美オレンジの空
ケミカルな黄色いゼリー駄菓子屋で夏という名のビタミンを摂る
ベランダのシソが茂ったプランター緑の山になったそうめん
君が待つ木陰に止まる蝶一羽あの日覚えたアオスジアゲハ
藍色に金魚の柄の浴衣着ておはしょりのない13の夏
山盛りのデラウェア冷やし祖母が待つ紫の指で作文を書く",夏の虹,,7,,,"Sep 8, 2025 10:57 pm",https://twitter.com/RAGE0406,紅生姜天ひやむぎっ,
"児戯のような口づけで無色透明の恋の匂いとやらが伝染する

裏切りの真相は知らないブルータス
誓いの接吻の証人にした

はじめての口吸いは檸檬味なんてウソねぬるい塩素が濡らす

背比べ給水塔と積乱雲がしてる影でキスをする

XOにアンダーライン引くように食んだ粘膜のカサつきがリアル

好きな人いるのと聞く文がむかついて
あなたの名前の数の×を送る",type of kisses,接吻の仕方ではなくて言葉の種類を扱う連作としました。,6,,,"Sep 8, 2025 5:45 pm",https://twitter.com/iFb77WoIcv87418,青海波,
"京都駅新幹線口券売機前で瞳を閉じれば異国
一泊の京都旅行の半日を洋画の透けた白が飲みこむ
座る人のいないベンチと鴨川に光はスポットライトの強さ
飛び石を進む男と続く犬リスクを気にして渡れぬ私
ご当地のクラフトビールと日本酒の夜に日本語だけが揺蕩う
東京はもっと暑いか聞く人の内で幻想化した東京
技を継ぐ流れは細くなりゆけど抱く誇りを告ぐ声太く
お寺には歩けば当たるこの町で紫の字はおすましをして
伝統的建造物に歌声は我が礎のごとく響いた
黒七味カルネと缶の地ビールが弾丸の尾と夕食に化す
日曜日夜の快速グリーン車は明日に怯える成人の繭",エトランゼ,,11,,,"Sep 5, 2025 9:17 pm",https://twitter.com/Linon_non,りのん,
"争って取り合う人も荷物もない真昼の電車陽射しが優勢

既読つく速度の遅いLINEみたい私が走ったほうが速いよ

玄関に落ちた土くれ掃き出して今日も庭のレモンが元気

会った人読んだものすべての影がさした脳からうたが生まれる

声遠いエコーになってるハウリングVC開始夜中になって

鍵穴に合わないとジャラジャラ鳴らす鍵の束ってちょっとロマンね

建物の影から影へと飛ぶように奔る自転車帽子を飛ばす

初期化にはUSBメモリが要って忘れさすのに覚えさすとは

カリカリが少なかったのかしらんと四時半に猫の催促の声

灯し火は当たり前のように燃え消されてやっと光に気づく",『ミッシング』,消えてゆくもの、すり抜けるもの、最後に残るもの。,10,,,"Aug 29, 2025 1:18 am",https://twitter.com/@aca_tabby,眠る金魚,
"パスワードエラーのように飛び跳ねた　新人くんのつむじの寝癖
満員電車内　しつこく通知あり　いきなり今日から寝坊したって
立ち止まる私の背中に　ぶつかって落ちた君のメガネのプリズム
悔し涙に伸びてくる指先の　震えているのがおかしくって
君の目と指先から逃げ躓いた　どきん　これはパスワードエラーだ",パスワードエラー,,5,,,"Sep 4, 2025 8:39 am",https://twitter.com/yoshiharumichi,吉晴　路,
"その列に何も聞かずに加われと私がきみに突きつけた銃
嫌がったきみの涙が見えなくていったいこの目はなにをしていた
普通ってこうしてなっていくんだね普通列車の人ごみだとか
上澄みに空を映した泥水であったのでしょう母よあなたも
影くらい短いままでいいのにと呟く母を見上げた夕暮れ
S◯Xがソックスじゃないと知ってからトトロは会ってくれなくなった
透明になってしまった夢だけど触れれば今もそれだと分かる
2周目の小説のよう置き去りにしてた私を拾う子育て",空を映す泥水,,8,,,"Sep 7, 2025 5:30 pm",https://twitter.com/rebelxduck,木ノ宮むじな,
"どこまでが夏なのだろうぼくたちは冷やし中華の終わりも知らない
盆踊りのやぐらが解体されていき何もなかった広場に戻る
セミの鳴く声の聞こえた記憶より多く地面で死んでいるセミ
じりじりと秋の気配は近づいて野球部員の髪が伸びてる
もう誰もいない海水浴場は波打ち際までクラゲばっかり
一年中ぶどうが買えるスーパーに並ぶハロウィン限定お菓子
燃えつきてないのに水に漬けられた花火みたいなくすぶりがある
ああ何も、何も成しとげないうちにまた八月が終わってしまう
どこからが秋なのだろう赤い夜気がつけばもうどこまでも月",秋の前日,,9,,,"Aug 28, 2025 1:55 am",https://twitter.com/RCodome,汐留ライス,
"いつもよりゆっくり話す女医の目は哀れみ帯びていそう 見れない

芽がでても仕方のなかった種もあるみたいに背中をさする看護師

簡単なことではないと知りつつも授かるという動詞のだるさ

入院の一泊のみに安堵してけれど一生休みたかった

遠巻きに双子を見ている公園の撤去されたる遊具の余白

虚しさと怒りと悲しさそのどれも当てはまらずにただ飼っていて

甘いものを差しだすひとの気遣いに食べたくないと言えず、ふたつも

予定通り復帰しますと電話してコーヒーを飲む そういう自由

日常が戻りつつある早朝はロイター板の逆上がりたち

いっせいに鳩が飛び立つ駅前で腹式呼吸を思いだせそう",そういう自由,,10,,,"Sep 2, 2025 2:25 pm",https://twitter.com/spring_bird_gr,はるかぜ,
"会話してつまらないって思われるならば咲かない蕾のまんま
右隣、左隣が知り合いで、挟まれているしおれたレタス
わたくしがかぶっているのは猫じゃなく、石ころ帽子、気づかないでしょ
知ってるよ！その店行ったことあるよ！まだテレパシー通じないのか
根っからの陽キャな人は国境を軽々越えるフットワークで
鎖国歴長すぎたから貿易のやり方なんて忘れちゃったよ
タメ口とLINE交換、名前呼び。仲良くなれる術をおしえて
共通の推しのおかげで開かれた港の隅に咲く雑草の花",人見知りの花,,8,,,"Sep 6, 2025 7:56 pm",https://twitter.com/l0vemash,真朱,
"元手ない就職活動するのにもスーツが要るし交通費要る
ペラペラのスーツペラペラの靴ペラペラの履歴書ペラペラの我
撮影に二万かけると知ってから一気に褪せる証明写真
人生のどこで躓いたんだろう面接官が苦笑いする
自分でもしっくり来ない気がしてた小論文は白紙で出した
環境のせいにはしたくないけれど良い環境に生まれたかった
仕方ない心が折れたまんまでも生きていくためバイト生活",ペラペラ,,7,,,"Sep 6, 2025 10:50 pm",https://twitter.com/tanimanon258x,谷まのん,
"高らかに僕の名前を呼ぶ機械「四十二番の方、飛ばします」

十字路に横たわる影、あ、神様。今日も生きながらえました散れ。

霧を吐くシャワーヘッドのメタリック受難を受ける髪のみじめさ",木曜の、いつもの洗礼,,3,,,"Sep 8, 2025 8:48 pm",https://twitter.com/21miyumiyumun,みゆ,
"過去形にしなきゃいけないことが増え取るに足らない日々が眩しい

薄皮が剥がれるように少しずつ声を忘れて字幕に変わる

もう味がしないガムでも吐き出せず馬鹿だねって笑えよ早く

八月の青は心に沁みやすく失せ物ばかり数えてしまう

思い出は光を帯びて神様を呼ぶかのように名を口にする",Prayer,,5,,,"Sep 8, 2025 10:20 pm",https://twitter.com/_akino_tsuki_,あきの　つき,
"可惜夜を思ひてささめく恋の淵ニンフやどりし眠れる蓮は
待つ宵に尾をたなびかせ巡りくる箒星のようにあなたは来るの
出会いから　初めて会った記憶から結び目がほどけるように消えゆきて
林檎なら二度とふたたび口にせず檸檬はコトコト煮詰めてジャムに
罪無くも罰うけざりし不実の花よ推定無罪の原則いかに",禁断の果実,,5,,,"Sep 3, 2025 11:18 pm",https://twitter.com/saku_furui,古井　朔,
"八月の夜ほの青き月ひかり結べぬ糸を結びたくなる
火口まで二人で駆ける冒険のきみの鼓動を命綱とす
嵐くる甲板に立ちきみの手を離せば永遠に会えぬスリル
秘宝よりきみのまなざし奪いたし罠のきらめく密林の奥
銀河鉄道夢のきざはし君の手を離すまいと祈るような夜
森の闇きみの声だけあかりなり生きると誓ふ祈りのように
夏の夜の花火のように燃えさかる君への想ひ時を裂きゆく
天国はきみと並びて歩む路　永遠ひとつ欲しいと願ふ
約束を交はす指先ふるへつつ星空の下火をともすごとく
午後の陽に眠れるきみのまつげ見て世界の果てを旅する心",永遠の旅路,,10,,,"Aug 30, 2025 1:10 pm",https://twitter.com/azumino_marco,あづみのマルコ,
"灯台は照らしていない　その意味で　君の言葉は光ではない

終電に乗った人には会えなくて　ああ、さっきまで八月だった

いつまでも泣くことになるはくちょうの星のきずなをなくしたならば

瞬きのたびに名前を付けなくていいの　茶色の小瓶にしまう

両耳の間を走り抜けていくひかりでは無い者たちの歌

ほんとうは空を飛びたい　砂浜に私の影がしみこんでいく

かみさまを探して上を見る癖をやめた　しばらく着信がない

物語の中にいる猫　そのひげのはばだけ海を見せてあげるね

かけていく月のもとでは誰からも愛されていることを知らない

まぶしさに右手をかざす　この骨はなにであなたに気づくだろうか",ひかり、ではない,,10,,,"Sep 5, 2025 6:25 pm",https://twitter.com/tankapanda,短歌パンダ,
"低温で火を入れられる鶏肉の気持ちで奈良の三条通り
浄教寺《じょうきょうじ》門前《もんぜん》にある枸橘《からたち》に熱を知らないような揚羽《あげは》だ
水が噴く近鉄前の行基《ぎょうき》さんコイン投げ入れ拝まれていた
トナカイを鹿と言い張る店頭の商魂奈良も負けてはいない
煎餅《せんべい》はないよあっちでもらいってにらみ合いつつ進む公園
神鹿《しんろく》は持たざる者に用はなくふいと去りゆく見習うがよし
一定の高さで露《あら》わになっている木肌《きはだ》あかるく剥《は》がされている
若草の夫《つま》はなくともとか言って言うこと自体阿呆《あほ》らしなった
強《したた》かに冷気の当たる位置取りでコンビニ前に座り込む鹿
アビー・ロードいつか話題になってたね（インターネットの見過ぎっぽいね）
子らの持つ煎餅めがけたったかと横断歩道を渡る鹿たち
若草山の送り火までの日数を逃し続けて春日灯籠《かすがどうろう》
足はもう歩きたないと言うけれど鹿のマークのバスに行列
燈花会《とうかえ》へ向かう人らの和やかな波、鹿、横目に坂道下《くだ》る
こんふぇいと買いに行くのはまた今度　楽天とかで買えるけれども
薄く毛の生えたる角《つの》の温もりを分け合うような夕暮れの闇",すべてに鹿が含まれている,,16,,,"Aug 31, 2025 5:30 pm",https://twitter.com/tenran_harugiri,せんぱい,
"「降ったね」と濡れた靴下脱ぐ君の爪は赤だが無視して進め

色白が隠す七難探そうかカーテンから差すサーチライトで

乾く間も与えられずにねじ込まれ誰にも知られず滲むレシート

無差別に降りそそぐんなら許せるよ不幸はいつも局地的だね

傘立ての下にできてる水溜まり僕らは確かにこの部屋にいた",雨天決行,,5,,,"Aug 31, 2025 1:29 am",https://twitter.com/hHgTbveVDS60586,まろ,
"到着を知らせるように元・海がしずかに窓を叩きはじめる
雨音に守られている午後三時シーラカンスにお手をしつける
キャスターは日本地図のレントゲンあざやかに塗りパクパクしてる
大雨に安心してるこの雨じゃみんなどこにも行けないのだから
コーヒーの溶けた氷が午後四時を知らせてくれる時計のない部屋
街灯が明かりを灯し窓の向こう海を持たない月がのぼった",おおきな雨,,6,,,"Sep 8, 2025 11:46 pm",https://twitter.com/okanocoelacanth,みぎひと,
"とにかくお腹に力を入れてみてそうじゃない違うそうじゃないよ
先輩はまるでめんどくさい彼女ほんとうは理論もないくせに
先輩はニコニコ顔でやってきたお前の声がみんなの邪魔と
萎縮して歌ってみればまた注意そんなのお前らしくないよと
練習は否定するもの潰すもの返せわたしの声を返せよ
先生は褒めてくれたのいい声ときっとわたしは天狗なんだね",カナリアは黙ってろ,"AI：ChatGPTを用いて作品の評価をもらいました。作品はすべて自著であり、生成AIによるものではありません。
コメント：学生時代に合唱をしていました。実話です。
※3首部門に誤送信があります。5首の連作でしたが、こちらは無視していただけますと幸いです。よろしくお願いいたします。",6,,,"Aug 28, 2025 11:54 am",https://twitter.com/setozayucox,瀬戸ざゆこ,
"Singin' in the Rain  世界を彩れど  消音のまま観るバラエティ

テロップのマゼンタ色が目に染みるそんな声色だったのかもね

ザッピング／今日に／満足／できるまで／ザッピング／今日に報復したい

犬が死ぬタイプの映画だ。低評価⭐︎⭐︎⭐︎⭐︎★   走馬灯では生きてるチャタロー

サブスクにならないタイプの思い出(炒飯は焼飯とは違う)

「『トゥルーマン・ショー』って知ってる？いや、全然深い意味はないけれども、ね」

思い出がサブスクリプションされていく無いはずの記憶が蘇る

声の無い花火に犬が吠えている最期になんて言ったの、チャタロー

どうせなら「脚本:バカリズム」が良かったなぁ　眠れぬ誰かを笑わせたくて

似合う曲BOOKOFFにはあるかもねトーキー映画としての思い出

Show must go on人生は続く収音マイクを花に隠して","LIGHTS, CAMERA, ACTION‼︎",映画(並びに映像作品)についての連作です。,11,,,"Aug 28, 2025 11:59 pm",https://twitter.com/Itsuki_Mao,しみず,
"死産の子へ帽子をつむぐナース見て　それから僕は祈りを捨てた
焦燥感詰め込んだ列車今日もまた時計だけ見て白線越える
肺を裂く冷気　震える声帯は唇が邪魔して「ありがとう」
母校なら統廃合を二回して今は名前に星がついてる
憐憫を汚れつちまつたから抜いて液体窒素で永遠とする
うめちゃんを埋めた樫の木　切り株にじいさん座る　それもそうだな
医大行きバスの匂いに祖母がいて　一緒に乗ったことなどないのに
苦しみをまた額縁におさめます　無題の札をかけておきます
涙生む細胞と切り離された思考ならもう止まってもいいや
いつかくる笑える日待って　笑えない現実だけがあるの笑えた",氷結細胞-010,,10,,,"Sep 6, 2025 6:55 am",https://twitter.com/plympull,ぷりんぷる,
"潮騒に褐色の季節ほどくまでキスで偽るマイ・ティア・ドロップ

単色の世界で涙光る君視線逸らせぬ僕に気づいて

八月は眼に太陽が宿るから外しちゃダメよ　灰にしちゃうよ

そうびする　防御力プラス50でも僕の全ては焦がし尽くされ

指絡め淡き戯れ赦し合えレイバン越しの夜が急かすの

サングラス真夏の夢の幕間にて聴いててほんとのアイ・ラブ・ユー",サングラス・サマー,"・奇数首が女性目線、偶数首が男性目線イメージです。
・１＆2→3＆4→5＆6の時系列かつ6が1の返歌的なものにしたいと思いました。
・ティアドロップとレイバンはご存じかと思いますが、サングラスの種類です。
※ワタシはサングラスを実際には持っておりません。

こちらの部門での連作に、初めて思い切って挑戦してみました。よろしくお願いします。",6,,,"Aug 27, 2025 12:17 am",https://twitter.com/irusousaku,アリタ別館,
"アタマではない気をするの舌と喉そして指先うたのみなもと

首外（はず）そこんなに重いものずっとのせているのが間違いだよね

さんかくを編むさんかくを繋げてく大きいさんかくを体に巻く

両腕がひどくねじれて付いているそのままで白いシャツにねじ込む

肘膝を曲げ伸ばしするできないと自分ではないそんな息継ぎ

ま昼間のひとり踊りめまぐるしくたんたんたたん肩を弾ませ

粉々になってからなら失くすものないと知ってる目を閉じて弾く

階段をのぼるさいしょはじゃんけんホイじゃんけんピーはぴいなつだった

わしわたしわたくしでいいケルベロス鳥居の前で問いをかけるよ

飛び石をとぶアルバムを編むように終わりにボーナストラックつけて",からだアルバム,,10,,,"Aug 29, 2025 4:41 pm",https://twitter.com/takosan_kcr,たこの粥,
