content,author_comment,editor_memo,dummy,create_datetime,author_url,author,license
もう君は君なのであり誰かではないさみしさとくるしさを抱く,特別なひとが出来るというのは自分以外のことを考えなくてはならない苦しみを抱えることでもあります。,,,"Aug 29, 2025 12:05 am",https://twitter.com/@aca_tabby,眠る金魚,
かなしみは、消して残らない、決して形を持たない、はずが、記憶は,,,,"Sep 1, 2025 7:26 pm",https://twitter.com/osorakukajin,奈路 侃,
"悲しみが海より深く潜りをば
もうひと掻きで楽園に着く",よろしくお願い致します。,,,"Sep 6, 2025 10:52 pm",,悲しみ,
かなしみはひとりのこどくよのひととこころかよわずまるめるせなか,,,,"Aug 15, 2025 2:37 pm",https://twitter.com/tatsuyananasino,七篠龍也,
1年前、応接室で面会をした祖母は今3階にいる,,,,"Aug 26, 2025 11:21 pm",https://twitter.com/kurage_pancake,金井水月,
夢の中で魔法使いになれたのに守備要因の後方支援,,,,"Aug 20, 2025 8:15 am",https://twitter.com/3404_g_,稲井亮太,
目次にも載れないだろうこの人に湊かなえを何度売っても,,,,"Sep 1, 2025 11:33 pm",https://twitter.com/sonatine_yuki,村川愉季,
銀環に誓った記憶なぜひとは熱を忘れていくのだろうか,,,,"Sep 7, 2025 9:52 pm",https://twitter.com/suimitudou16,睡密堂,
美しいご家庭でした裏側の絡んだ糸は切れたシナプス,,,,"Sep 1, 2025 6:42 am",https://twitter.com/toDazaihu,片切枝香,
水滴が他の水滴と交わらず落ちきるように泣く人だった,,,,"Sep 8, 2025 5:56 pm",https://twitter.com/autumn_o_tcbn,橘　亜季,
いつもいつもいつもいつも私から誘ってるよね、もうやめよっか,,,,"Sep 2, 2025 8:17 pm",https://twitter.com/mintozuku,辰野音子,
子を産んで履けなくなったスカートにひらめく花は白百合の柄,,,,"Sep 7, 2025 10:35 pm",https://twitter.com/buumekonbutya,ume,
たんぽぽが咲いた街にも夜が来てぽんぽこぱんと灯るかなしみ,,,,"Sep 6, 2025 12:00 am",https://twitter.com/matsuqing,沙々キハム,
ピリオドがかなり賑やかツムツムの招待状で終わったLINE,ツムツムは招待状を友達に送ると特典があるみたいで、もう会わない知人などからこれが送られてくると、その人とのLINEは終わったんだな、と実感します。,,,"Sep 8, 2025 12:59 pm",https://twitter.com/gu_gu_gurira,稲野,
ずれていく100－7の解答にすごいねと言い丸をつけてく,100－7《ひゃくひくなな》,,,"Sep 4, 2025 11:40 am",https://twitter.com/Ns4HhpKEzA10870,サ行,
目覚ましはまだ鳴らないの？動かない犬の毛並みをやさしく撫でる,,,,"Sep 7, 2025 9:26 pm",https://twitter.com/Kani_Hitsuji,さんそ,
想い出の色とりどりをしまい込み喪服の確かなリッチブラック,印刷にまつわる言葉。リッチブラック（K100%に加えて、C・M・Yを混ぜた黒。）,,,"Sep 8, 2025 7:05 am",https://twitter.com/spring_bird_gr,はるかぜ,
"かなしみはとても甘いね　蝿たちと貪るショートケーキのスポンジ
",,,,"Aug 29, 2025 2:17 pm",https://twitter.com/azplanetaz,tanaka azusa,
憶えてるはずのひとつぶひとつぶが泡だと知って風にはじける,思い出せない記憶も、思い出されない記憶も、自分のせいで泡のように消えてしまうことが、かなしいです。どこか心の隅に残っていてくれたらいいなと思います。,,,"Sep 9, 2025 1:41 am",https://twitter.com/sweet03stardust,銀浪,
"飼い猫や　仲間や　貴方との別れ
これらを憂いて
ジャスミンティー啜る",,,,"Sep 6, 2025 10:06 pm",https://twitter.com/browandfang,眉と牙,
赤子泣く幾度と知れぬ悲しみに潰されぬよう大声で泣く,,,,"Aug 27, 2025 8:04 pm",https://twitter.com/@hijyouguchi_dot,非常口ドット,
死ぬほどの傷ではないと言われればゆっくり海を裂きゆく小舟,,,,"Sep 5, 2025 11:45 am",https://twitter.com/Umi1146295,Umi.,
今日限り飲めないきみのカフェオレがいつにも増してやさしくあまい,,,,"Aug 31, 2025 2:19 pm",https://twitter.com/mskpompomfuwa23,まさけ,
唐揚げにケーキつけても足りてない　怒りすら足らず　ただひとり、夜,疲れ切った夜に感じたことの歌です。悲しみは腑に落ちるのが遅い。,,,"Sep 7, 2025 4:27 pm",https://twitter.com/ssbsaito,祭藤雨歳,
広大な海にぽつりと浮かんでる人の中にも広大な海,,,,"Sep 2, 2025 5:45 am",https://twitter.com/umi_tsukitokage,ツキミサキ,
渡り鳥今年も帰る再会を約束したあなたがいない地に,,,,"Sep 1, 2025 9:41 pm",https://twitter.com/kijousan,宇井モナミ,
受け入れてしまった別れ　台風になれない渦が迫る週明け,,,,"Sep 1, 2025 6:11 pm",https://twitter.com/l0vemash,真朱,
にっぽんご表情筋を動かさず話せてしまう悲しくなくない,,,,"Sep 7, 2025 8:19 pm",https://twitter.com/iam_yukarigohan,ゆかりごはん,
どこまでも塩湖をてらす太陽が破壊してゆく泪システム,,,,"Aug 31, 2025 5:29 am",https://twitter.com/ukey.d,田 幸樹枝,
十代を通り過ぎてく役を経て洗濯物が舞う無人駅,,,,"Sep 7, 2025 6:10 pm",https://twitter.com/nekoimu,松たかコンヌ,
月の夜確かに君は犬だったさみしく残る君の噛み跡,,,,"Aug 30, 2025 3:51 pm",https://twitter.com/cotori_rin,琴里梨央,
半身を二度と動かせない祖母は僕に「楽しみだね」ばかり言う,,,,"Aug 26, 2025 11:21 pm",https://twitter.com/kurage_pancake,金井水月,
二種類の青を見つめて吸い込んだこの星にある美しきもの,,,,"Sep 9, 2025 12:43 am",https://twitter.com/okukasumi,奥　かすみ,
水の中言葉はあなたに伝わらず肺にあぶくに悲しみが乗る,,,,"Sep 7, 2025 12:36 pm",https://twitter.com/leslie_bekkie,別木れすり,
何ひとつ思い通りに成らずともその果てにある未来にすがる,,,,"Aug 25, 2025 5:00 am",https://twitter.com/KZL23RBU6J1177,九条なびき,
こんなにも液晶画面に絶景をざつに並べてヨドバシカメラ,,,,"Sep 1, 2025 5:44 pm",https://twitter.com/spring_bird_gr,はるかぜ,
おとうともママもわたしを姉ちゃんて呼ぶけどわたしそんなのはやだ,,,,"Aug 29, 2025 12:08 am",https://twitter.com/kiroi_iorik,きいろい,
貴方には見えない　雨さえ通り抜け　記憶にもなく　靴さえもなく,,,,"Sep 4, 2025 8:40 am",https://twitter.com/yoshiharumichi,吉晴　路,
かなしいをはじめてしった猿のこと抱きしめたいな一緒、あたしも,,,,"Aug 29, 2025 12:10 am",https://twitter.com/kiroi_iorik,きいろい,
あなたとは同じ波形の悲しみを持っていたから長い共鳴り,,,,"Sep 3, 2025 9:01 pm",https://twitter.com/rebelxduck,木ノ宮むじな,
悲《かな》しみも愛《かな》しみすらも既にもう伝え合う術持たないふたり,,,,"Sep 1, 2025 6:58 pm",https://twitter.com/osorakukajin,奈路 侃,
飛べぬ鳥ヤンバルクイナにキーウィに空を仰ぐ日はなかったのか,鳥は飛ぶものという概念は進化によって往々にして崩れがち。それを利用して乱獲して減ってしまった鳥、飼いならされた鳥。,,,"Aug 29, 2025 12:06 am",https://twitter.com/@aca_tabby,眠る金魚,
"泣きすぎて　まぶたパンパン腫れてても
君に会うなら　笑顔でいたい",,,,"Aug 28, 2025 5:02 pm",https://twitter.com/mikinokobeya,mikiの小部屋,
忘れたい。そう思わなくなった時あなたは薄くなっていました,,,,"Aug 26, 2025 10:12 pm",https://twitter.com/18necco18,宮緖かよ,
優しさを飲むの誰でもあることよ針さす痛みそっと寄り添う,,,,"Sep 8, 2025 8:24 pm",https://twitter.com/m_iya_o,水也,
パタパタとひっくり返る直前は全てが白に見えていたんだ,,,,"Aug 17, 2025 9:44 pm",https://twitter.com/toDazaihu,片切枝香,
アスファルト浮かぶ吐瀉物 今年こそ行きたかったな、花火大会,,,,"Sep 8, 2025 11:21 pm",https://twitter.com/Aiyu_I_You,愛結,
花屋から消えゆくひまわり何度でも｜抱《いだ》きたかった明るいあなた,,,,"Sep 7, 2025 12:33 pm",https://twitter.com/leslie_bekkie,別木れすり,
ごみ捨て場に転がるテレビ空だけを二十四時間映し続ける,,,,"Sep 1, 2025 9:44 pm",https://twitter.com/kijousan,宇井モナミ,
ダレノガレ（誰が逃れていく？）明美　月の明かりが美味しいなんて,,,,"Sep 7, 2025 6:05 pm",https://twitter.com/nekoimu,松たかコンヌ,
"かなしみを悲しみとしらず文字を習う
いつかは吾子も気がつくだろう
",,,,"Aug 22, 2025 2:00 pm",https://twitter.com/FyOj742,フラ子,
ミンミンがツクツクボウシに変わる時夏のかなしみが鼻先撫でる,,,,"Aug 29, 2025 5:04 pm",https://twitter.com/rara_wcat_tanka,アサコル,
どうしたの　理由がないと　だめですか　ただただ悲しい　それだけでいい,,,,"Aug 29, 2025 11:47 am",https://twitter.com/oto_wo_kanadete,岡本　律,
草原をうれしく走るワンアンドオンリーという名の競走馬が,,,,"Aug 26, 2025 11:21 pm",https://twitter.com/kurage_pancake,金井水月,
写真には映らないからルノワール、悲しみ色の光を見せて,,,,"Sep 7, 2025 5:34 pm",https://twitter.com/rebelxduck,木ノ宮むじな,
片耳の聴こえが悪くなっただけ店員さんが怖くてみじめ,,,,"Sep 4, 2025 1:50 am",https://twitter.com/daigakuimo3717,山野たみ,
砂浜で相撲をとっているときの潮風すこしだけ死のかおり,,,,"Sep 7, 2025 7:43 pm",https://twitter.com/iam_yukarigohan,ゆかりごはん,
玄関の鉢植えの枝切り口に新芽を見つけ死を考える,,,,"Sep 7, 2025 10:38 pm",https://twitter.com/SdkyvYNyii36997,たな,
ライオンにかなしみなんて要らないね　私だってさ要らないのにさ,いつも庭に来るライオンみたいな野良猫を撫でながら悲しい事を思い出して泣いてしまった日につくりました,,,"Aug 15, 2025 11:53 pm",https://twitter.com/menegi4kan,めねぎ,
空っぽの家畜運搬トラックに描かれた笑顔のぶたさんのこと,わたしはベジタリアンではなく、こんな短歌を詠むのも無責任かな、とは思うんですけど、それでも家畜運搬トラックの笑顔がかなしいです。,,,"Sep 8, 2025 3:25 pm",https://twitter.com/amanumiyu,亜麻布みゆ,
きみがため用意していた椅子は朽ち浜辺に真赭《まそほ》の砂の広がる,,,,"Sep 8, 2025 9:59 pm",https://twitter.com/minamika7575,叭居,
テーブルに置かれた箸のぬくもりが夢だと知ってなお愛おしい,,,,"Sep 8, 2025 11:21 pm",https://twitter.com/Aiyu_I_You,愛結,
部屋からの花火の音はおもいでと夏を追い出すように響いた,,,,"Aug 27, 2025 11:58 pm",https://twitter.com/@Tamonokidesu,戸倉田面木,
クーラーのない部屋　暑さに倦みながらあなたのものを処分しました,,,,"Sep 7, 2025 12:35 pm",https://twitter.com/leslie_bekkie,別木れすり,
法要はさらっと終わりハンガーのなにも言わないまっ白なシャツ,,,,"Sep 2, 2025 11:17 am",https://twitter.com/moonnight_rain,月夜の雨,
かなしみは数ではなくて量なので抱えきれなくなるとこぼれる,,,,"Sep 4, 2025 9:01 pm",https://twitter.com/shiromi_sh,軽井める,
"悲しみを落ち葉と共に燃やしてぞ
ふたりになれる寒の夕映え",よろしくお願い致します。,,,"Sep 7, 2025 11:35 am",,悲しみ,
座れる場所があるはずもない部屋でシーツの色だけが澪標,,,,"Aug 29, 2025 12:36 pm",https://twitter.com/mahina_houden,髪切虫じゅんぺー,
喚いたり涙を流していなくても渦巻いている人魚の泡が,,,,"Sep 2, 2025 5:43 am",https://twitter.com/umi_tsukitokage,ツキミサキ,
かなしみを蝉に例える生存の叫びに誰も誰も振り向かない,,,,"Aug 29, 2025 5:06 pm",https://twitter.com/rara_wcat_tanka,アサコル,
歩けたらどんなにいいかと思うだろう落とし物掛けられたポプラは,,,,"Sep 1, 2025 9:40 pm",https://twitter.com/kijousan,宇井モナミ,
次のひとまでとまらない電車なら一旦降りてしっかり泣きたい,,,,"Sep 9, 2025 12:54 am",https://twitter.com/okukasumi,奥　かすみ,
君が今見知らぬ背中と歩いてて十年振りの幸せねがう,,,,"Sep 6, 2025 10:27 pm",https://twitter.com/kootarogo,藤瀬こうたろー,
かなしみはなつのゆうぐれたいようとこどものじかんがすぎていくこと,,,,"Aug 15, 2025 2:35 pm",https://twitter.com/tatsuyananasino,七篠龍也,
この世界タイムマシーン無いけれどもしあったなら戦争止めるぜ,もちろん無い夢のアイテム『タイムマシーン』あったら乗って世界大戦の元凶を断ち全てが平和な未来になれるように少しでもしたいと思ってます,,,"Sep 6, 2025 10:06 pm",,,
涙って嬉しい時も出るでしょう決め手は本人だけじゃないわ,,,,"Sep 7, 2025 10:58 pm",https://twitter.com/36aoRu1Re4K4AbR,空虚 シガイ,
ぷつんときれた青い午後　残骸のきみの散らばるアンドロメダ座,多くの星座の中でも、この歌ではアンドロメダ座じゃないといけないんです　,,,"Sep 9, 2025 1:03 am",https://twitter.com/HaL7sg,青兎,
両の手で闇をつくって閉じこめた鈴はそれでも黄昏に泣く,,,,"Sep 9, 2025 12:41 am",https://twitter.com/okukasumi,奥　かすみ,
かなしくてかなしくてとてもやりきれない　つまりは月の世界において,,,,"Sep 8, 2025 11:59 pm",,yohei,
かなしみを水に溶かして火にかけて冷まし固めたものがこれです,,,,"Aug 31, 2025 7:06 pm",https://twitter.com/tenran_harugiri,せんぱい,
かなしみに飢えてんのかなヒロインが死ぬ映画とか観ちゃって俺は,,,,"Aug 31, 2025 8:38 pm",https://twitter.com/OkadaDouitsu,岡田道一,
戦記書ののどよりしみ出す残照をひとつの夏に蝉の死が告ぐ,,,,"Aug 31, 2025 5:46 am",https://twitter.com/ukey.d,田 幸樹枝,
大切な時に泣けないひとひらの言葉を掬い海へと返す,,,,"Aug 30, 2025 5:13 pm",https://twitter.com/cotori_rin,琴里梨央,
たゆたゆと湯船に放つ入浴剤あなたの骨の色だったから,,,,"Sep 8, 2025 6:20 pm",https://twitter.com/saharurara,早春,
なんとなく水着も持って来たんだよ　なんとなくだから泣いてないから,,,,"Sep 2, 2025 9:11 pm",https://twitter.com/Itsuki_Mao,しみず,
短夜のブラックホールのなかにいる人たちだってすこしかなしい,,,,"Sep 8, 2025 10:01 pm",https://twitter.com/ttmx6,畳川鷺々,
かなしみに暮れた波打つ砂浜に浮かんだ月は海を星へと,,,,"Aug 19, 2025 12:29 am",https://twitter.com/Amamiyaamaki,雨宮雨霧,
ブラジルの人聞こえますか さびしい時はサンバを踊るんですか,,,,"Sep 7, 2025 9:52 pm",https://twitter.com/suimitudou16,睡密堂,
なくさないように握ったコスモスが萎れる様をじっと見ている,,,,"Sep 7, 2025 1:00 pm",https://twitter.com/teto_starlight,てと,
わたし由来の宇宙ごみにさえなる未読のままでただようことば,,,,"Sep 1, 2025 8:33 pm",https://twitter.com/yuruyuruohagi,おはぎ,
泣きたくて曲をかけたら間違えて流れるうどんうどんうどんスープ,,,,"Aug 27, 2025 1:47 am",https://twitter.com/RCodome,汐留ライス,
食べかけのヨーグルトにはスプーンが刺さったままで君がいるよう,不慮の事故で家人など身近な人を亡くすと、こういうことが起こり得るということを、事故で家族を亡くしているパートナーから聞きました。自分の経験ではありませんが、「ぽっかり穴が」というのはこういうことなのだろうと思っています。,,,"Aug 27, 2025 8:40 pm",https://twitter.com/Silbernekatze_,北乃銀猫,
飲み込んだかなしみの分体重が増えゆく母はミニマツコになり,,,,"Aug 28, 2025 10:19 pm",https://twitter.com/morning__calm,朝凪たまご,
横たわる子猫の毛並みふわふわと動いて鳴けと無意味に祈る,,,,"Sep 7, 2025 9:34 am",https://twitter.com/yutonocamera,くぼたむすぶ,
一晩の花の白さと引きかへに手折らるるほどか弱くなりぬ,,,,"Sep 9, 2025 1:02 am",https://twitter.com/6r2Nh,納戸青,
恋愛を禁じられてるわけじゃないただ報われぬ恋をしただけ,,,,"Aug 31, 2025 11:35 am",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,
悲しみを知る人だから暖かく人の痛みを優しくかばう,,,,"Sep 3, 2025 6:03 pm",https://twitter.com/daigakuimo3717,山野たみ,
悲しみは知らないうちにやってきて背後からぴったりとくっつく,独り身の淋しさです。,,,"Aug 21, 2025 2:40 pm",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,
忘れずに記憶に残る青のりと紅く染まった君の割り箸,,,,"Aug 20, 2025 8:17 am",https://twitter.com/3404_g_,稲井亮太,
こんな時あなたを抱きしめられなくて一体なんのための両腕,,,,"Sep 8, 2025 5:56 pm",https://twitter.com/autumn_o_tcbn,橘　亜季,
じゃくじゃくと突き崩してくかき氷しゃべる相手がいない代わりに,,,,"Sep 8, 2025 11:31 pm",https://twitter.com/RAGE0406,紅生姜天ひやむぎっ,
私だけ真っ赤な傘をさしていて枯れてしまうよ生け花の雨,,,,"Aug 27, 2025 11:37 pm",https://twitter.com/@Tamonokidesu,戸倉田面木,
"汚れつちまつた悲しみの
悲しみの取り分ケーキにする","円グラフ。
悲しみは美味しく食べてしまう。",,,"Sep 4, 2025 6:24 pm",https://twitter.com/iFb77WoIcv87418,青海波,
悲しくてもおなかはすくし焼きそばを食べたら歯には青のりがつく,,,,"Aug 27, 2025 1:47 am",https://twitter.com/RCodome,汐留ライス,
あなたとは同じ波形の悲しみを持っていたから長い共鳴り,,,,"Sep 7, 2025 5:36 pm",https://twitter.com/rebelxduck,木ノ宮むじな,
失って四キロ減った夏に知る私のこの感情の比重,,,,"Sep 5, 2025 11:43 am",https://twitter.com/Umi1146295,Umi.,
君はずっと　産まれる前から　そばにいて　日を追うごとに　複雑化する,,,,"Aug 29, 2025 11:46 am",https://twitter.com/oto_wo_kanadete,岡本　律,
リアル・ブルー　室内遊園地の壁に閉じ込められた虚ろな空は,,,,"Sep 7, 2025 4:00 pm",https://twitter.com/iam_yukarigohan,ゆかりごはん,
"悲しみが寒色ならば燃えるよう
高温を孕む胸と眦は",青い炎の方が高温。,,,"Sep 4, 2025 6:22 pm",https://twitter.com/iFb77WoIcv87418,青海波,
【まだ認証されていません】知ってるよ、認められない日々だってこと,,,,"Sep 2, 2025 7:54 pm",https://twitter.com/l0vemash,真朱,
"朝がきて　かなしみごともポケットに
新しいシャツ　光まとって",,,,"Aug 28, 2025 5:03 pm",https://twitter.com/mikinokobeya,mikiの小部屋,
玄関に張りたる蜘蛛の巣にトンボ私が掃除しなかったから,,,,"Sep 8, 2025 11:22 pm",https://twitter.com/RAGE0406,紅生姜天ひやむぎっ,
かなしみを指で拭った星空に描く想いは海へと溶ける,,,,"Aug 17, 2025 12:16 pm",https://twitter.com/Amamiyaamaki,雨宮雨霧,
じわじわと滲み出るようにかなしみが全身巡りうみとなって / 瀧,,,,"Sep 5, 2025 9:30 pm",https://twitter.com/prune0s,瀧,
祖父の手で剥く梨どれもみずみずしいぼくらのしらない戦争のはなし,,,,"Aug 22, 2025 9:49 pm",https://twitter.com/peak_0623,ホワイトアスパラ,
夏休み『人間失格』読み終わり私まだ生きていてもいいですか,,,,"Sep 3, 2025 11:12 pm",https://twitter.com/saku_furui,古井　朔,
悲しみを喩えてなんかやるもんか悲しみはわたしだけのもんだ,,,,"Aug 28, 2025 10:18 pm",https://twitter.com/morning__calm,朝凪たまご,
かなしみが溢れきったら人はなぜ笑ってしまうの？生きてるからか,,,,"Sep 2, 2025 5:47 am",https://twitter.com/umi_tsukitokage,ツキミサキ,
悲しみは人の数だけあるけれど悲しみ方はほぼ決まってる,,,,"Sep 7, 2025 10:54 pm",https://twitter.com/36aoRu1Re4K4AbR,空虚 シガイ,
実体を伴うことなき恋なれば ただかなしみに精を放ちて,そのままの意味です。【短歌今週の自選】2025.8.9(土）締切分の改作です。,,,"Aug 27, 2025 1:22 pm",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,
かなしみを速度に変えて走る時その時かなしみの距離を知る,,,,"Sep 7, 2025 6:09 am",https://twitter.com/seiji_skywalker,まつのせいじ,
「悲しみと言えば？」「中原中也！」って返す彼女の汚れてない目,,,,"Aug 31, 2025 8:37 pm",https://twitter.com/OkadaDouitsu,岡田道一,
市場価値を言外に比べ合っている人の瞳がきらきら煌めく,,,,"Aug 20, 2025 8:19 am",https://twitter.com/osorakukajin,奈路 侃,
交通量調査のひととすれ違うその時なぜかいつも無音だ,,,,"Sep 7, 2025 6:13 pm",https://twitter.com/nekoimu,松たかコンヌ,
世の中のつらみかなしみマジだるみ有象無象をなお慈しみ,AI：ChatGPTを使用しました。「つらみ」「だるみ」等のかつてのスラングの時代感の考証にのみ利用しました。作品は自著であり、生成AIによるものではありません。,,,"Aug 29, 2025 1:21 am",https://twitter.com/setozayucox,瀬戸ざゆこ,
さつまいもにバター乗せるとすぐ溶けて流れて落ちていくその速度,,,,"Sep 4, 2025 8:57 pm",https://twitter.com/shiromi_sh,軽井める,
この夏の悲しみ全て丸洗い洗濯ばさみが少し足りない,,,,"Aug 15, 2025 3:02 pm",https://twitter.com/Toshizo2017,歳三,
ゆれうごく夏、夜の風そっと吹く終わりを待っているだけの僕,,,,"Sep 8, 2025 8:24 pm",https://twitter.com/m_iya_o,水也,
日本国世界大戦敗北をもし違う形皆幸せか,自分は歴史も好きで過去を振り返ったときもしあの時戦争に参加しなかったら、早く降参してたらこんようなキツい人がいる未来もなかったのではと思い書きました,,,"Sep 6, 2025 10:03 pm",,,
また夏は断りもなく終わろうとして、見て、空に、雲、いわし雲,,,,"Aug 29, 2025 7:32 pm",https://twitter.com/l0vemash,真朱,
輪郭を与えられずにいつまでも箱にしまったままの感情,,,,"Sep 7, 2025 11:20 pm",https://twitter.com/okanocoelacanth,みぎひと,
ただここにあなたがいないそれだけで大好きだった曲が弾けない,,,,"Sep 2, 2025 11:54 pm",https://twitter.com/rebelxduck,木ノ宮むじな,
かなしみも忘れて生きて遺された写真の裏に走る筆先,,,,"Aug 20, 2025 12:20 am",https://twitter.com/Amamiyaamaki,雨宮雨霧,
孤独に慣れない　雨降る　つま先が　鼻が　目玉が　滲む　溶けてく,,,,"Sep 4, 2025 8:41 am",https://twitter.com/yoshiharumichi,吉晴　路,
ぎんいろの雨がさらさらみずうみに飲みこまれゆく　かなしい夜に,,,,"Sep 3, 2025 4:31 pm",https://twitter.com/tanankatoru,田仲トオル,
記憶には哀しみばかりが積もりゆき喜怒哀哀哀哀哀哀楽,楽しかったこともあるはずなのに、嫌なことばかり思い出してしまうのはどうしてなんでしょうか。,,,"Sep 8, 2025 9:00 pm",https://twitter.com/mizuki_kizumi_,来住瑞貴,
くったりと床に広がるぬいぐるみかつてはたぶんクマだったもの,,,,"Sep 8, 2025 11:27 pm",https://twitter.com/RAGE0406,紅生姜天ひやむぎっ,
なぜ花はいつもつまれてしまうのか人にきいても人はこたえず,,,,"Sep 3, 2025 11:12 pm",https://twitter.com/saku_furui,古井　朔,
家々の温もりを吐く室外機　僕の代わりに咽び泣くぶおん,,,,"Sep 3, 2025 10:37 pm",https://twitter.com/MishinOga,大賀ミシン,
どのレシピ見ても二人の分量で　大さじのかなしみじゃしょっぱい,,,,"Sep 3, 2025 5:56 pm",https://twitter.com/Umi1146295,Umi.,
頑張った頑張ったねと死後硬直している体を何度も撫でる,闘病の末亡くなった猫を見送った実体験から詠みました。,,,"Aug 15, 2025 3:20 pm",https://twitter.com/lumina_hatarake,ルミナ,
悲しみの仕組みはテトリス  お鍋からそのまま食べる卵雑炊,,,,"Sep 3, 2025 10:01 pm",https://twitter.com/_05_maryo,井山カナ,
抱きしめた魂に傷一閃は過去の悲しみトリガーとなる,,,,"Sep 8, 2025 4:51 am",https://twitter.com/yui_oribe,織部ゆい,
その男、繊細につき帰路につき途中で空を見上げたら月,,,,"Aug 16, 2025 2:17 am",,yohei,
笑いながら義父の話をする夜フレームの中つられる笑顔,,,,"Sep 8, 2025 1:34 pm",,kozen-ta,
シリカゲル。涙ももらってくれたのね水晶にしてあげるごめんね。,,,,"Sep 4, 2025 9:18 pm",https://twitter.com/Ns4HhpKEzA10870,サ行,
浴槽にぶくぶく沈む 生きもののすべては水から始まっている,,,,"Sep 7, 2025 10:18 pm",https://twitter.com/buumekonbutya,ume,
薬指じくじく痛む今日だけはなにもしなくていいよって言う,,,,"Sep 8, 2025 8:24 pm",https://twitter.com/m_iya_o,水也,
割れていることに気づかぬギヤマンの花瓶はひとり声もなく泣く,,,,"Aug 31, 2025 8:40 pm",https://twitter.com/OkadaDouitsu,岡田道一,
かなしみに普通と特別とがあって今の場合は特別寄りだ,,,,"Sep 4, 2025 9:26 pm",https://twitter.com/shiromi_sh,軽井める,
だれひとり九月一日来ることを悲しいなんて思わぬように,,,,"Sep 1, 2025 8:32 pm",https://twitter.com/kiriyamatouta31,桐谷やまと,
"かなしみも
ポイント還元されたらいい
つらくなったらパフェを頼むの",,,,"Sep 8, 2025 12:15 am",https://twitter.com/ukorogussonota,凄六,
"泣いた
そう立てなくなるほど泣いた
ただ一人喪う程度の些事に",,,,"Sep 8, 2025 12:30 am",https://twitter.com/ukorogussonota,凄六,
死ぬ時にちゃんと「幸せでした」って笑えるように今を生きるよ,,,,"Sep 7, 2025 10:50 pm",https://twitter.com/36aoRu1Re4K4AbR,空虚 シガイ,
かなしみは濡れたガーゼでトントンと叩いて落とす水性だから,,,,"Sep 7, 2025 11:26 pm",https://twitter.com/kitakitsune77,北狐,
夏の背はCDプレイヤーにのこされたノクターン集の裏のキラキラ,,,,"Aug 31, 2025 5:34 am",https://twitter.com/ukey.d,田 幸樹枝,
"平常心ココロは萎縮これでヨシ
あなたのそれって
笑えないのよ",愛が足りないかも。。（ごめんなさい）,,,"Sep 7, 2025 4:27 pm",https://twitter.com/ユカワ菜青,ユカワ菜青,
かなしみを一旦保留するための引き出しあけるときがまたくる,,,,"Sep 8, 2025 9:10 am",https://twitter.com/blue_navy_color,青色紺色,
