content,title,author_comment,eiso_count,editor_memo,dummy,create_datetime,author_url,author,license
"灰かぶり姫はチョークの粉を受け眼鏡を折って「死ね」と殴った

積み上がる机と椅子を観客にワックス浴びて鳴らせエレキを

オフィーリア嗤われ嗚咽すらできず下水道、そして濡れた制服",青春かぶり姫,映画「リリィ・シュシュのすべて」より着想を得て。,3,,,"Aug 27, 2025 10:45 pm",https://twitter.com/Re_I_0114,一文字零,
"バグってるBluetoothのイヤホンがなかなかconnectedしなくて
罵倒され凄く落ち込む日もあって励ます歌がなんだか重い
大好きなライブも花の十代に囲まれ熱で息ができない",connectedしない,,3,,,"Sep 4, 2025 8:16 pm",https://twitter.com/tanimanon258x,谷まのん,
"ゆうれいになってもきみは杞憂する花瓶の水は僕が換えます

人用の延命剤は無いのかよ　茎の切り口ななめにパチン

にじんでく花も葉っぱも低体温ハグのかたちで花瓶に触れた",14℃,,3,,,"Aug 31, 2025 11:10 pm",https://twitter.com/Ns4HhpKEzA10870,サ行,
"アボカドは吟味するもの 最後まで負けてくやしいはないちもんめ
チケットの当選通知 養分としてのわたしは選ばれもする
あなたにも役割があるコンビニのレジでふくろを3円で買う",ふくろ、ください,,3,,,"Sep 6, 2025 9:43 pm",https://twitter.com/rebelxduck,木ノ宮むじな,
"絶望の姿勢で起立する向日葵　夜更けに響きはじめる跫音

「おまえなど産むんじゃなかった」反芻が癖になってる羊何匹？

藤蔓に制空権を奪われてもう故郷には戻れぬつぐみ",つぐみ,,3,,,"Sep 9, 2025 2:45 am",https://twitter.com/OnakaSuiTanka,小仲翠太,
"少しずつあいだができて分かること　だっこや自我や初恋だとか
太陽と心で呼んであなたとの距離を測ったうつむきながら
初恋の声思い出す夢のあと少し目を伏せ合わす指先",あたたかい距離,,3,,,"Aug 17, 2025 9:49 pm",https://twitter.com/toDazaihu,片切枝香,
"納豆を混ぜるどの豆もコロコロとジゼルを踊るように　哀しみ

納豆をよそう冷たいご飯の上遺骸を横たえるように　静寂

納豆を食べる一気に一思いに怖がらせないように　暗闇",納豆を食べる,,3,,,"Aug 28, 2025 8:13 pm",https://twitter.com/rara_wcat_tanka,アサコル,
"石炭の炎で作る電力でひどく涼しいコンビニの中
内臓にゆっくり沁みるクーリッシュ　ガラスの向こうはいつまでも夏
肉まんを蒸し器に並べマニュアルのとおりに夏を終わらせてゆく",暑さちょちょぎれる,,3,,,"Aug 31, 2025 8:13 pm",https://twitter.com/mouse_not_mouth,ねずみ,
"赤ペンで白いページを埋め尽くし検印欄が薄く汚れる

シャーペンを持つ感触が消えてゆき乱れた文字を書き連ねてゆく

ネクタイを締めた顧問の真っ黒な顔が真夏の終わりを告げる",夏休み最終日,,3,,,"Aug 29, 2025 11:59 pm",https://twitter.com/short_poem0505,あだむ,
"ブランコと滑り台以外撤去され はしゃぐ子どもも今はもういない
客からの注文が多すぎて 回らなくなっている首と社会
腹の中吐きたいことも吐けぬまま 消化不良で夜も眠れず
",この世の不条理,"１首目：「子供𠮟るな来た道じゃ」を忘れた大人たちの愚行の結果。
２首目：思いあがった「お客様神様論」に振り回される社会の萎縮
３首目：社会の萎縮が進むなかで何もできなく苦しむだけの個人。",3,,,"Aug 27, 2025 1:54 pm",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,
"フットバス　ぶっ飛ばすって聞こえるね　気持ちがいいので会社辞めます

傷跡を見せびらかして宣伝に走り回ったおれが嫌いだ

「想い」では飯は食えないけれどまだ君も「いたい」と叫ぶと思う",デフォルメされた私の現実と形容しがたい思想について,,3,,,"Sep 7, 2025 6:36 pm",https://twitter.com/nekoimu,松たかコンヌ,
"快速の白い光が五号玉みたいに私を照らしてひとり

お前らはいつも一緒でずるいよな、醤油、胡椒にラー油とぬめり

ビル風が背中を押したと思ったらリュックの紐を引っ張る木漏れ日",眩しい都市,,3,,,"Sep 8, 2025 12:12 am",https://twitter.com/mi1s4am,横井のの,
"白シャツのすみっこにつく赤いしみミートソースの夏の失点

作業所の手作りパンはやわらかく連休がもう終わってしまう

さっきまでお喋りだった四歳とサンドイッチのかたちで眠る",夏の失点,,3,,,"Aug 31, 2025 7:50 pm",https://twitter.com/hiyorin0224,春ひより,
"白血病ウイルスあなたが憎いですあんなに生きて生きていたのに

鳴き声が聞こえた気して飛び起きる 君の好きなもの散らばった部屋

骨壷の前の首輪をひとなでし｢おはよう｣言って朝がはじまる",別れ,,3,,,"Aug 15, 2025 2:33 pm",https://twitter.com/lumina_hatarake,ルミナ,
"定年の夫(つま)の侵略ゆるすまじ主婦の誇りに用心なされ


主婦たるや一朝一夕にはならず先を考え無駄なく動く


会社しか知らぬあなたはナメてるわ主婦妻母を積み上げたこと",にわか主夫を狙うあなたへ,,3,,,"Sep 6, 2025 9:48 pm",https://twitter.com/daigakuimo3717,山野たみ,
"（ごおんおんここはうみだよ。）わなないて雨がわたしをとおせんぼする

むかしいたいきもの達の息に触れあたたまる部屋だけど暗くて

チンアナゴひとりの夜はさみしいね砂の下では手を繋ごっか
",「こいんらんどりー」,,3,,,"Aug 30, 2025 9:13 pm",https://twitter.com/kiroi_iorik,きいろい,
"もくとう、を子が知る夏の図書館で特集棚の本燃えさかる
噴水に中止の紙は旗めいて陽の独裁が始まる広場
千円をこえる氷菓はフルーツで埋め尽くされて霞む平和よ",八月,,3,,,"Sep 1, 2025 12:23 pm",https://twitter.com/spring_bird_gr,はるかぜ,
"量産のメガネフレーム 飼い主の値踏みしながら斜めに光る

バルーンが未来のように乱視してこれは個性と言えない場所だ

液晶のドットが落ちることもある ブリッジ上げて褒めてみようか",フレーム問題,,3,,,"Aug 29, 2025 11:59 am",https://twitter.com/spring_bird_gr,はるかぜ,
"夕焼けは夏の終わりの葉野菜にどこまでも脚光を浴びせた

暦では夏が移ろい秋が来てトマトの横で茄子ひかりだす

茄子は問う　世界の空は青いかと　ぼくは黒いと答えるだろう",野菜たちの移ろい,,3,,,"Sep 7, 2025 10:24 am",https://twitter.com/kikura_ge,キクラゲ,
"熱中症警戒アラート言い訳にアイス食べよう映画を見よう
熱中症警戒アラート明日こそ卵とモヤシ買いに行かねば
熱中症警戒アラートぬいぐるみさえもだらけて見える猛暑日",熱中症警戒アラート,,3,,,"Sep 8, 2025 11:17 pm",https://twitter.com/RAGE0406,紅生姜天ひやむぎっ,
"カーナビに不満を漏らす友人の声に揺らめくぬるい珈琲

名物じゃない牛串を頬張って旅人などを演じてみてる

人生の速度も変動するかなアナタと走る深夜高速",サービスエリアで会いましょう,,3,,,"Sep 7, 2025 11:29 pm",https://twitter.com/36aoRu1Re4K4AbR,空虚 シガイ,
"請ひ乞ふて恋しきひとを求むれど結ばれるはずなき徒花《いたずらばな》と
手折られた花は花瓶に生けられて生首だらけのショーウィンドウ
黒だとか白だとかには意味がなく匂ふことなくただ咲き落つる",生け花,,3,,,"Sep 3, 2025 11:17 pm",https://twitter.com/saku_furui,古井　朔,
"珈琲に金平糖を落としたい無糖ブラックばかり飲むけど
成分は変わらないでもささやかなロマンは欲しい星のかたちに
ねえ長い旅の話を聞かせてよ見てきた星に生命《せいめい》はいた？",着地,,3,,,"Aug 29, 2025 9:56 pm",https://twitter.com/tenran_harugiri,せんぱい,
"なにもかもやりっぱなしの生活にピザ用チーズをかけて焼きたい
グラタンを信じるように八月の使い切れない痛みも入れる
あれもこれも切り刻んだらアイスじゃない紅茶に映るわたしの泣けなさ",グラタンを信じる,,3,,,"Aug 17, 2025 11:45 pm",https://twitter.com/tsujinokika_2,辻野葵果,
"
月遅れ七夕祭りの笹飾り夏の夜の風サラサラ鳴らす

提灯の白熱灯の仄赤き光を見る目揺れていたよね

浴衣着た君の姿を真っ直ぐに見れずにどもる「とても綺麗だ」",夏祭り,,3,,,"Aug 28, 2025 10:52 pm",https://twitter.com/kazeki_mori,森風輝,
"方舟はボクたちをのせどこへゆくきみにだけ見えてるユートピア
薔薇星雲いっかくじゅうの寄り添いて我が唯一の望みとは何？
バラの噓やさしさ気づけず旅立つ王子　薔薇星雲にバラは咲かない",薔薇星雲,,3,,,"Sep 3, 2025 11:15 pm",https://twitter.com/saku_furui,古井　朔,
"トンネルを抜けいでて開く田園のはるかかなたに海を見たかも
田園を鎮めかへりぬ青天に騎馬隊のごと白雲のわく
一本の青き木叢が田園で膝枕してきみ仰ぐ大地",田園,,3,,,"Aug 31, 2025 6:00 am",https://twitter.com/ukey.d,田 幸樹枝,
"山車に乗り鉦の音鳴らす横顔を花火のように見上げた夏だ
喧騒の中で顔寄せ声を聴くその時だけが青春だった
青い花散ったことにも気付けずにひとり花火を見つめ彷徨う",晩夏に憂う,,3,,,"Aug 21, 2025 12:22 pm",https://twitter.com/KASA_NORI_,傘糊,
"会社では頑張って褒めている下り電車は夕飯の時間
副菜は切り干し大根台風が許してくれた在宅勤務
教室の笑い話を聞く食卓あすの天気は快晴らしい",いっか,,3,,,"Sep 8, 2025 12:00 am",https://twitter.com/okanocoelacanth,みぎひと,
"冷暖房完備の部屋で見る汗で今にも雪崩れそうなアルプス
「高校野球ってここじゃなきゃダメなの札幌ドームはどう？」と妻
伝統は時に不可解義実家の甘い麦茶が今だ慣れない",伝統,,3,,,"Aug 24, 2025 3:20 pm",https://twitter.com/mskpompomfuwa23,まさけ,
"空だけは余るくらいにある街の窓がひとつもない部屋にいて

ポイントが３倍だから買いましたみたいに息をつないでそして

ゆるされて空をとぶとき順番に麦わらぼうし、わたし、たましい
",「空が余って」,,3,,,"Sep 7, 2025 7:45 am",https://twitter.com/kiroi_iorik,きいろい,
"泣き声を聞かせ続けて止めどなく夢を忘れるウレタンフォーム

最後だと思えば崩せる甘い日を一角として食むかき氷

壊すたび美しい音が降りしきる女体だらけの夏がつめたい
",夏の内臓,"暑さと湿度、泣き声と記憶、すり減る身体。
夏はいつも私を一度壊してしまう。
それでも冷たく甘いものを口にしながら、崩れていく感情を受け止めていた。夏の断章。",3,,,"Aug 28, 2025 12:09 am",https://twitter.com/azplanetaz,tanaka azusa,
"思い出の菜の花はなく概念の菜の花または菜の花のいま
ひまわりのように求めるひとはみなクソリプ・オブ・ザ・イヤーがほしい
寒椿　雪しか知らないなら雪にすべてをかけて失うでしょう",菜の花・オブ・ザ・イヤーにすべてをかけて,,3,,,"Sep 8, 2025 1:02 pm",https://twitter.com/hakootokobook,白雨冬子,
"ミジンコになりたい三週間ほどで終われる生と死の軽やかさ

ミジンコになりたい迫る死の影も知らず独りで卵を産みたい

ミジンコになりたい小さなはらわたがまろび出ても綺麗な死骸",ミジンコになりたい,,3,,,"Aug 28, 2025 8:11 pm",https://twitter.com/rara_wcat_tanka,アサコル,
"千代紙を貼った小箱の内側の錆びの形は糸切鋏
座敷から人の気配が消えていく食べかけのヨーグルトの容器
ぬいぐるみ一つ一つに別々の匂いがあってそれが悲しい",暮れなずむ,,3,,,"Sep 6, 2025 5:06 pm",,,
"くさむらを映した川は縮緬に浴衣姿にバッタの緑
区切られた踏んだセミの目に一人ずつ映る逆さまの僕が見ている
カブトムシ夏の記憶にしがみつく皮膚ごとむしり取って秋の風",夏と虫,,3,,,"Aug 16, 2025 10:05 pm",https://twitter.com/mukadeyakata,新井宗彦,
"つむじ風膨らむ夏のサンシェード　幼子、トンボ、みんな掴まれ
天井に揺らめく光お昼寝のビニールプールは明るい座礁
夏の日は泡沫のようサイダーの気泡ぱちぱち空に弾けて",夏のぱちぱち,,3,,,"Sep 7, 2025 11:24 am",https://twitter.com/nagikawase,川瀬十萠子,
"黄色とはいうべきじゃないキッチンのレモンはたしかに檸檬色なり

ただ青とおもえば青なり青空は浅青ならば花弁にもみえ

灰桜僅かにピンク残ってて白黒はっきりしない世界は",大和色の春,,3,,,"Aug 28, 2025 12:52 am",https://twitter.com/@Tamonokidesu,戸倉田面木,
