content,title,author_comment,eiso_count,editor_memo,dummy,create_datetime,author_url,author,license
"さびしさを混ぜた炎色反応でごらんひときわ赤い夕焼け
事の端《ことのは》を記述してゆく言の葉の積分だろう僕も世界も
感情のすべてでできたナトリウム水溶液の別名が海",コトノハの積分,,3,,,"Aug 4, 2025 9:36 pm",https://x.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
"絵日記のネタにもならぬうだる陽が大あくびして溶けゆく氷菓

抜け駆けはだめと言ったの君なのに先に買われてエアコン事変

高画素に奇々怪々もネタバレしところで後ろのその子はだぁれ",「冷暑ざわめく夏の日の」,,3,,,"Aug 1, 2025 11:56 pm",https://x.com/irusousaku,アリタ別館,CC BY-NC-ND 4.0
"（リモートの説明会は苦手でSho）承知しました。は登録単語

質問を受け付けますと言ったあと無風の空間膨らんでゆく

つぎつぎに新人たちが掻き消えて録画にのこる猫の伸び声",無風リモート,,3,,,"Jul 29, 2025 9:35 pm",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
"幼子の浴衣の帯はくしゅくしゅの金魚の尾びれ　はじまる夏の

ヨーヨーがはじけて泣いたあの夜のあの子のお手々もいっしょに握る

シャリシャリのいちごの氷は半分こすればひんやりあったかほっぺ",お祭り、あの夏の,,3,,,"Aug 5, 2025 12:25 am",https://x.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
"手術終え　床に伏したる　我が母が
味噌汁贈られ　固形物摂る

五十年　母が私に　くれたもの
いくら逆立ち　しても返せぬ

副作用　何度も母は　苦しむも
神は越え得ぬ　試練与えず",贈り物(7/26のテーマ)+病床の母,"母が乳ガンにかかり、Stage 2なる段階であると父からLINEで知らされた。
治験をかねた抗ガン剤治療を行うも、副作用が重く投薬中止となり、患部の切除手術のスケジュールが繰り上げとなり、退院した。
まだ動くのも大変と思われ、食事もどうしているか考えた結果、具がくたくたに煮てあるフリーズドライの味噌汁なら噛まなくても食べられ、簡単に作れると考え、楽天をぽちっとしました。
今私は49ですが、母の胎内に居る期間を含めると50年お世話になっています。
",3,,,"Aug 4, 2025 3:29 am",https://x.com/tondai0201,トドロッキー,CC BY-NC-ND 4.0
"自他境界光に溶けてきらきらと嫌いな誰かの言葉を拾う
易怒性　炊飯器から白い湯気　デジャブのような大学の日々
月にだけ吠える間抜けにすらなれず自意識過剰が蠢いている",逃げたい月光,,3,,,"Aug 1, 2025 12:36 am",https://x.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
"心象とされれば病んだ声を見る黒一面のクレヨン画など
スクラッチ爪と指の間籠る黒削れることであらわれる色
あざやかな爪痕ばかりくらやみはすべての色を抱くふくらみ",スクラッチアート,「スクラッチアート」とは、偶然にできる形や色を利用して表現する絵画の技法であるモダンテクニックを使ったアートの一つです。クレヨンなどで色を塗った上から別の色を重ねて塗り潰し、さらにその部分を削って下の色を出して描く、「スクラッチ」という技法を使って制作します。「ひっかき絵」や「削り絵」などの呼称でも知られています。,3,,,"Jul 27, 2025 7:03 pm",https://x.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
"めいっぱい背筋を伸ばし鍵を閉めやっと女も人もやめれる
1Kのクッションフロアに溶けながら知らない家具の跡を眺めて
防犯の御旗のもとにトランクス履いてもないのにくたびれゆく",駅から歩いて十五分,,3,,,"Aug 3, 2025 3:19 pm",https://x.com/TEN_57577,てん,CC BY-NC-ND 4.0
"透明な優しさがいい 先輩はガムシロップを多めに入れる
紙製のストローの先 唇に触れずに終わる恋だと思う
溶けていく氷と地球 出口などはじめからない夏のドトール",終末のドトール,,3,,,"Aug 4, 2025 11:50 pm",https://x.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
"本革のコンバース黒履いていた春のビールの泡はあかるい
靴紐がほどけた黒いコンバース日々をこのまま生きるよカート
コンバース復権しないかなぁ　くるぶしに星を一ぴき連れてゆこうよ ",黒のコンバース,,3,,,"Jul 30, 2025 6:47 am",https://x.com/matsuqing,沙々キハム,CC BY-NC-ND 4.0
"いんげんの筋の緑を取りながら母になること君に告げた日
手のひらで潰した虫をそっと捨て母とは何か考えており
おめでとう　言われるたびに二つめの心臓のあるあたりが疼く",孕む,,3,,,"Aug 1, 2025 11:53 am",https://x.com/tanankatoru,田仲トオル,CC BY-NC-ND 4.0
"明日には迎えにいくよ軽やかな約束ひとつ空へと溶けた
星の川渡るお舟はすーすーと甘いアイスを一緒にたべる
過ぎ去った時は一瞬ぷかぷかと浮かび上がるの息が苦しい",こゆびとこゆび,,3,,,"Aug 4, 2025 7:24 am",https://x.com/m_iya_o,水也,CC BY-NC-ND 4.0
"ショートケーキなんでショートかわからないぼくにはおおきくかんじるケーキ

兄弟にはさまれているスポンジが僕ならきっとおいしいケーキ

誕生日きた弟を眺めてる今日だけ歳をとってもいい日",ケーキ,,3,,,"Aug 2, 2025 12:09 am",https://x.com/Tamonokidesu,林　田面木,CC BY-NC-ND 4.0
"ハンバーグパフェハンバーグハンバーグにこにこ顔のあの子のもとへ

好きなものだけが流れる満ち足りたはずのレーンのさみしい隙間

コーヒーとお茶を交互に飲みながらこんな大人になってしまった",きみと回転寿司,,3,,,"Aug 4, 2025 10:31 pm",https://x.com/chaba_tea1,茶葉,CC BY-NC-ND 4.0
"一言がいえないままに過ぎてゆく許してほしかっただけだって
あざやかな青に花咲く黄色いのキラキラ追ってわたしも君を
駆け寄った軒に夕立ぱらぱらと濡れぬ体を舞わせた蝶よ",空想,,3,,,"Aug 4, 2025 7:22 am",https://x.com/m_iya_o,水也,CC BY-NC-ND 4.0
"鈴の音に腰を抜かしてメモをとる住所氏名と喚くかみさま
かあさんの独り言は二人言かみさまに出す紅茶を入れる
かみさまの仮の姿と気付かずに「あたしこのパイ嫌いなのよね」",かみさまの概念,,3,,,"Aug 1, 2025 1:07 am",https://x.com/mahounomahou,まほう野まほう,CC BY-NC-ND 4.0
"各駅で浴衣を見るのが悲しくて寝てる人として都会に向かう

そこの君、人いっぱいだしめんどくさいとかいう理由を私に貸して

紙パックのジュースを片手に持つだけで「闊歩」って感じ、丸い三日月",lost summer,,3,,,"Aug 4, 2025 12:09 am",https://x.com/mi1s4am,横井のの,CC BY-NC-ND 4.0
"終わりなど考えなかった青空と君の笑顔を見る喜びで
振り返れば季節とともに去った恋ラムネの瓶がカランと鳴った
夏の日の陽炎のよう立ちのぼる君のまぼろし目逸らさずに見る",夏の日と恋,,3,,,"Aug 4, 2025 10:19 pm",https://x.com/kootarogo,藤瀬こうたろー,CC BY-NC-ND 4.0
"咲きながら色褪せながら干からびた紫陽花へそっと日傘さしかけ
うつむいて咲く軒下の同類をうらやみ褪せる赤の紫陽花
紫陽花のように色みが変わってく紫色の髪の毛ゆらす",褪せなば褪せね,"音調とリズムの整え、確認にAIを使用しました。他は自作です。
紫陽花は多彩かつ強くて好きな花。
今年は暑さに翻弄されたけれど、それでもしっかり咲いてくれました。
",3,,,"Aug 3, 2025 2:27 am",https://x.com/@aca_tabby,眠る金魚,CC BY-NC-ND 4.0
"今日食べる飴の味まで母という神さまに聞く神さまのせい
二位だった二位だったからライターで燃やしたかった紙を、誰を
母が寝る部屋へマッチかライターで　放つ！神さまの言うとおりに",神さまは人間じゃない。柿の種はじめて買った。母は人間。,,3,,,"Jul 30, 2025 6:20 pm",https://x.com/yoikonoayumi,よいこのあゆみ,CC BY-NC-ND 4.0
"燃えまさる影のない道　網膜の動画の傷に川とんぼ飛ぶ
風立てば風に逆らい風はらむ翼つばめの様々に飛ぶ
金網に留まるまでにはからすにも思うことあり　おもむろに飛ぶ",飛ぶもの,,3,,,"Jul 12, 2025 12:19 am",https://x.com/katka_yg,香月董花,CC BY-NC-ND 4.0
"避難指示出ている町の見慣れない坂をのぼってのぼってのぼる
停止した港の町を高台で観光客として眺めれば
なにごともなくてよかった昨日見た景色をいつかまた見たいから",2025.7.30函館,,3,,,"Aug 3, 2025 3:02 pm",https://x.com/l0vemash,真朱,CC BY-NC-ND 4.0
"子が母に淡々と訳す燃えるごみ燃えないごみ町内のお祭り
故郷はどんな匂いがしましたかどんな匂いがするものですか
この町の睫毛くらいの存在になりたい青信号を待つ風",住まう,,3,,,"Jul 29, 2025 9:14 pm",https://x.com/iam_yukarigohan,ゆかりごはん,CC BY-NC-ND 4.0
