content,title,author_comment,eiso_count,editor_memo,dummy,create_datetime,author_url,author,license
"望んでも望まなくても幕は開き君は舞台に送り込まれる

監督で脚本家兼演出家そしていつでも主演俳優

こんなにもあらゆる役を託されてスマイルなんて続けられない

命令をしてあげようか振り上げた拳は下ろさずゆっくりひらけ

その胸の痛み悲しみ苦しみを磨き続けて光らせてやれ",舞台にて,,5,,,"Jul 31, 2025 8:54 pm",https://x.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
"ロータリー五割の人が焼けていてすぐにわかったアウェーねここは

歩いても歩いても五時エンドレスファイブが何故か始まっている

潮風がゆくスタジアム材木座　ビジターサイドを探して座る

あぁ波よ持ってかないでいておくれその藻と仲良くなったところだ

眩しいよ、意外と遅い終電とフローリングに残る砂つぶ",鎌倉逃避行録,,5,,,"Aug 3, 2025 11:57 pm",https://x.com/mi1s4am,横井のの,CC BY-NC-ND 4.0
"ワイングラスに私自身をつぎながら声帯の話をしたりする
「快楽をもたらすものと関係のない恋愛をしてきたつもり」
小学生の初恋みたいに真っ白なコンタクトレンズのパッケージ
こわいほど綺麗な瞳で鏡をみていれば殺せるかなと思って
ごめんなさいが乱反射するシャワー室で手加減なしの私の裸
ひきがねを石臼でひくすさまじい、すさまじい音　あなたから出る
泣くときにピアスがみえる金色の　それで付き合うことに決めたの――",快楽をもたらすもの,,7,,,"Aug 4, 2025 7:26 pm",https://x.com/@umi915uta,海,CC BY-NC-ND 4.0
"ゆるやかにきみの翼のほどければ音楽室に四月のざわめき
夏休み体育館にしのびこみ スリーポイントを競ったりして
鱗雲きみの学ランなぜか着て    大嫌いだった傷などなくて
轟いた花火のフィナーレ    静寂の石段ラムネの空瓶ふたつ
チャイム背に鼓動をおさえペダルこぐ約束の駅    花のなかにきみ
",限りなくε的な,,5,,,"Aug 4, 2025 11:59 pm",https://x.com/HaL7sg,青兎,CC BY-NC-ND 4.0
"ありんこをじっとながめた一日は今よりとても長い一日

母の背を追い越しながら似たのだろう声も仕草も弱いところも

憎んではいないし憎まれたくもない呼吸を楽にしたい　解散

モスキート音聴こえなくなった夜あなたの胸のリズムを拾う

海を出て海へ還ってゆくのだね誰にも見えぬ青を纏って",青の一生,,5,,,"Aug 1, 2025 9:23 pm",https://x.com/sorapoky,山口絢子,CC BY-NC-ND 4.0
"早熟な苺をふたつ置くように判子を押した書類一通

逆向きに産毛を撫でるしろい夢自らすっと転がり落ちて

透明なナイフをひとつ手にとって何を断つかは委ねられてる

しんとした冬瓜スープスプーンの底は抜け落ち藻掻いても無駄

ビクターのフォックス・テリアになぞらえて首を傾け指輪を置くと

音のない世界を廻るレコードの針がしなってわたしを穿つ

累々と折り重なった多面体グラスの中にベタは砕けて

宵闇の天気予報についた嘘ハイビスカスの赤がかなしい

黒点がすべてのものを呑み込んでずっと続いた雨はおしまい

捕食者になれないならばこの星をでていきなさいわたしと共に
",「ハイビスカス」,,10,,,"Jul 29, 2025 12:29 am",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
"耐圧のガラスにエイが縦になり巻き込む鰯を捕食している
かわいそう、と正しく起こる動揺よ倫理はひとの世界の酸素
餌やりのイベントショーは行列で鰯はエサと呼ばれ直して
このエリア水掛かります。から埋まる席 乱視の右目にイルカは跳ねる
うっすらと呼び覚まされる海水の匂いに依存している欠片
水底は光の網を遊ばせて美化くりかえす記憶のように
母親は車に毛布を積み込んで小５のわたしは薄く勘付く
家出した先でピンクの貝殻を拾い集める少女の母で
波音に終わりはなくて車中泊だから朝まで泣いては止んで
潮風と夜明けを感じた日のことは改行のない詩のきらめきの
弱さゆえ出せない声があることを強さは知っているのだろうか
喝采は手を振るイルカへまっすぐに わたしは弱さを恥じないでゆく",依存記憶（Sea）,,12,,,"Aug 1, 2025 7:38 pm",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
"猛暑日の頂点あたりで照りかえす横断歩道が人を飲みこむ
セイレーンにも体温はある？暖かい南の海で声も生まれた
スパンコール　日差しに傘を傾けて乱反射とはまばゆい誤解
ピンホールカメラでうつすまひるまの向日葵畑に夏の残像
炭酸の泡のすべてをつぶしても元の水には戻らないよね
みんな好きみんなが嫌い　夏休みレゴのお城を更地に戻す
いい意味で夏は暴力　反対に悪い意味でも夏は暴力
白人は肌を出すのが好き　道の向こうからくるでかい赤鬼
クーラーの効いた部屋から見る花火　きれい　終われば電気をつけて
車中では西日に目つぶしされている　君の記憶は白いシャツだけ",白いシャツだけ,久々に出しました。,10,,,"Aug 4, 2025 12:13 pm",https://x.com/PzSh9qgg,ぐりこ,CC BY-NC-ND 4.0
"ここじゃないどっかを未来と呼んだだけ別にシェルターとかだっていい
「望月が欠ける不安の歌」と書き答案用紙についたバッテン
初恋の人はお花でいっぱいの未来だらけのあの家に住む
オスメスを分ける生存戦略でたぶんエラーの方のロールだ
黄信号、突っ込んでいく路線バス　正しさの陰、狂ってゆく針
レイヤード全身鎧の内側で明日を探すNOT FOUND
明け方の少しばかりは透明な空気をせめて思い切り吸う
コンティニューしますか？なんてご一緒にポテトはいかがみたいに言うな",いまの延長,,8,,,"Aug 4, 2025 9:32 am",https://x.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
"朝焼けと飛行機雲を見上げてた睦月のソーダは御《み》空のお色

まだ冬は終わっていない如月のカルピスソーダの雪のよな白

春先の喜び達をかき集め絞って飲めば弥生のソーダ

さよならの涙は君に似合わない卯月のソーダと桜吹雪

レモン色のソーダ一気に飲み干せば囁くような皐月のそよ風

雨粒が歌を歌えば水無月の水色のソーダはシュワシュワと鳴る

クーラーは文月の匂い涼風とメロンソーダと花火の音と

表情がすぐ変わる君バタフライピーのソーダと葉月の太陽

「月が綺麗ですね」なんて言えなくてジンジャーソーダと長月の月

鮮やかなもみじの色よ神無月のソーダを山の赤にかざして

少しずつ冬になってく霜月のソーダの氷は固くて冷たい

独りきりの師走の終わりの夜だからホットソーダをちびちびと飲む",十二ヶ月のソーダ,,12,,,"Jul 31, 2025 2:10 am",https://x.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
"タリーズの隅っこにあるソファー席丸テーブルにまるい水滴
この中できっと綺麗に澄んでいる 紙のカップに氷と紅茶
製氷用スコップだけが店内で自己主張してる東京駅店
飲みのこし捨てるところでゆっくりと溶ける氷は透明なまま
さっきまでガラスのあちらで眺めてた人の流れに混ざりホームへ
タリーズの隅っこにあるソファー席へこんだまんまもう戻らない",水出しアイスティー,,6,,,"Aug 4, 2025 11:38 pm",https://x.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
"ベランダに白いＴシャツはためいて蟻が一匹しがみついてる
駅前のマクド二階の窓際の席を見上げる癖が抜けない
夕立が来たと同時に駆け出した人たちのまだ濡れてない靴
君からの手紙を帰り道に読む必然的に西日が透ける
「虹が出ています」と声をかけている　涙が乾くまで外にいる
アボカドをわさび醤油で和えながら世界でわたしだけだと思う",この星のさみしいだけのオムニバス　スポティファイからおすすめされて,,6,,,"Aug 2, 2025 12:15 pm",https://x.com/Shinnsyutu2020,宇祖田都子,CC BY-NC-ND 4.0
"歩いたね鎌倉駅から若宮大路鳥居くぐって由比ヶ浜へと

砂浜で夕暮れを背に聴くギター爪弾く音に砂も跳ねたね

海の中きみと内緒の恋バナをして｢えー！｣と同時に波をかぶった

ビーチクリーンごみに紛れてシーグラスポケットに入れ夏陽に翳す

あの夏を思い出したら帰っておいで海は変わらず友も変わらず",あの夏の海,初めての連作です。毎年友と訪れた由比ヶ浜の思い出を詠みました。,5,,,"Jul 28, 2025 12:07 pm",https://x.com/mizuochi_tanka,水落,CC BY-NC-ND 4.0
"既読にもならない言葉そっと消す　しぼみゆく朝顔を横目に
灼熱の梅雨に焦げゆく紫陽花に手を伸ばすふりだけしてやめる
やさしさの裏にひそんだかなしみも見透かされてた　恋ト幻
思い出の残る静かなこの部屋で陽炎ゆれて　私を攫って
通り雨過ぎ去りし後アスファルトから立ち上る甘い死の匂い
人はみなひとりで死んでいくんだよ　パピコも結局ふたつになるし
スペクトル揺れてはねたる水しぶき　君かもしれぬ魂の影
この雨が全てを洗い流したら僕らは生まれ変われるか、夏？
逃げ水を追いかけ続けるような日々　あなたのいない夏がまた来る
「大丈夫、君なら一人でやっていける。」失夏園より愛を込めて",失夏園より愛を込めて,,10,,,"Aug 2, 2025 2:12 pm",https://x.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
"朝焼けを見上げひっそり咲いているちいさな花とふと目が合った
名を持たぬ花はないこと私にもわたしを表す名のあること
涼やかな風がさらりと吹き抜けてちいさな花はちいさく踊る
花言葉をいくつも持つ花もある　わたしも一言では示せない
朝焼けは青へと移る　足元の花も私も等しい存在
誰に媚びることもなくただ花は咲く命そのものを誇るように
深呼吸　しずかな風に溶け込んだ花の香りを胸に満たせば
名もなき花に見えても何も問題ない私がわたしを知っているから
花として微笑んでみる誰のためでもなくただわたしだけのために
この胸にちいさな花を咲かせつつこの空の下を歩いてゆく",ちいさな花と,,10,,,"Aug 1, 2025 7:30 am",https://x.com/shienkotonoha,佐竹紫円,CC BY-NC-ND 4.0
"蝉時雨めっきり聞かず子もおらず開拓された家々の中
倒れ伏すときのかたちは人類と対比されたる鯨みたいに
七月の暑さではない英Ⅰの教科書残る自室に溶ける
側頭に床の固さを感じつつ眼鏡のネジはちいさく緩み
クーラーを点けて涼んでロンドンの鯨をみんなとうに忘れて
海溝の暗きに浮かぶマネキンの生首の白閉じた眼《め》過《よ》ぎる
昔から言われてたよな温暖化　ツケを回した部屋の惨状
頬につく冷たさやがてぬるまってフローリングのへこみに気づく
生活が三角折りのビニールが開かれぬまま転がっている
いつもより深くまで刺す白くまのアイスのゴミが溢れぬように",床に溶けつつ,,10,,,"Aug 3, 2025 4:20 pm",https://x.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
"桜ばな吐息のように降る道を手も繋がずにあなたと歩く

どう言えば届くのだろう後ろには耳たぶよりもしろい三日月

こんなことさえ妬ましい君の手に外されてゆく秋刀魚の背骨

お互いに渡るつもりのないものをいつまで橋と呼ぶのだろうか

灯火もいつかは消える迷い子のように止まった蛍を放つ

ひと息で葬るように鍵をさすドアの向こうはもう過去になる

閉じてゆく夜にしおりをはさむようナイトランプのチェーンを引けば
",蛍を放つ,,7,,,"Jul 11, 2025 10:10 pm",https://x.com/Koharu_kura,くらたか湖春,CC BY-NC-ND 4.0
"春過ぎて離れた君の残り香を早く忘れて嫌いになりたい

食器棚お皿の枚数二人分片割れだけは埃を被り

街中で目が合う君は知らん顔取り残された僕の気持ちは

幸せを誓った指輪は箱の中湿った心に紫陽花散って

今もまだ肌身離さず持つリップ貴方が褒めたローズのままで",残り香,,5,,,"Jul 8, 2025 7:07 am",https://x.com/falleaves__,渡愛奈,CC BY-NC-ND 4.0
"母ベストJ-POP拒むかのように握りしめてたMDプレイヤー
夏フェスもコミケも遠く置き捨てて我が身は今年も関越道へ
パーキングエリア思わず目で追った機材を積んだ白ハイエース
孫はもう庭駆けるよな歳でなく伸び切った前髪やかましき
軒先のやや高くなる所からセンター問い合わせ繰り返す
去年までバンやろ置いてた本屋だが今年はなんにもなくなって
眠れない〇時三十五分には東京でレコーダー動き出す
つやつやの蜀黍などを面白く思うにはまだ若過ぎたひと
行けたはずだったZeppのセトリをなぞるテールランプは赤く燃ゆ",05ハイウェイサマー,,9,,,"Aug 3, 2025 10:16 pm",https://x.com/TEN_57577,てん,CC BY-NC-ND 4.0
"ずっとしていたかったんだ。「地球最後の日だとして今日の夕飯なににする？」って
恒星間天体プレイ神様が分からせてくるカタストロフィ
オウムアムア星が綺麗に見えるからハワイも逆によく観られてた
何度でも忘れてしまう絶望も50回目のファーストキスも
乗せかけの方舟は行く美しく見切り発車の尾を光らせて
丸ごとの人生マジックミラー号私が失敗するとこ見てて",天体プレイ,もし縦書きでお読みいただく場合は4首目の数字を心で90°回転させていただけましたら…🙏(横書きで読んでいただく前提で応募すればいいのでしょうか💦読みにくかったらすいません),6,,,"Aug 4, 2025 11:59 pm",https://x.com/inan_erotica,インアン,CC BY-NC-ND 4.0
"探査機のカメラ眩しくアアコレハオオキナキズヲキザンダダロウ
月面に落ちていくとき天体は加速をしない加熱もしない
月面に降ってくる星は加熱せずしたがってまるで眩しくはない
星たちが抉るときにも月面は何も変わらず輝いている
星たちは影を落として蟹となり兎になって住民になる
五十個の星を一度に刺していて定住できず帰っていく人
五十個の星は無風ではためかず青い星から見えたりしない
探査機に星が墜落するときはきっと稼働の外なのだろう",月落下,,8,,,"Aug 3, 2025 6:05 am",https://x.com/alen_ires,Sand Pawns,CC BY-NC-ND 4.0
"結局はかき氷って砂糖水だし人間もわりと水だし
削られて痛くなかった？血にしてはやたら可愛い色のシロップ
なんか活き活きとしてるねついさっき死んだばかりの氷の山は
舌を出し「クリスマス」って見せてきて赤と緑はもう夏の色
死んでからしばらく経った氷ならアイスコーナーとかで見れるよ
虹色の氷を作ると息巻いて子らが生み出す美しい黒
ハワイにはあなたはいないでもあなたの中にはいまハワイがいます",あなたの中にハワイがいます,,7,,,"Aug 4, 2025 8:59 pm",https://x.com/hisakatanote,久方リンネ,CC BY-NC-ND 4.0
"満開の桜に気づかず俯いた夢見る少女を諦めた日に
空まもる航空灯に惑わされ絨毯乗って会いに行きたい
チェシャ猫が嗤うみたいな月を見て笑ってみても迷子のままで
Bless you, まだかみさまのいる町でうわさ話もフィクションでした
(鐘が鳴る)青いドレスの似合わないヒロインにさえ終電が来る
歌声も愛する人も選べずに泡となるから六月は雨
この夜に一番星となれるなら毒林檎さえいただきましょう
しあわせの行き着く先を探すので山手線も銀河へ飛べる
色欲の打ち上げ花火見下ろして摩天楼ごと消し去る贖罪
眠そうで読みかけの本閉じるときハッピーエンドがありますように",Lucid Dream(明晰夢),,10,,,"Jul 31, 2025 10:19 pm",https://x.com/FN7rh,みなせ　あさ,CC BY-NC-ND 4.0
"はりつめた空気を一つ吸い込んで筋トーヌスはよくわからない
しゃっくりを100回しました(嘘です)(本当は気を引きたいだけです)
羊羹を切り分けないでガブガブとまるまるいっこ食べ切る暮らし
メゾネット　メとゾの間が光ってる　小っちゃいッは無視されている
眩しくて何も見えないくらいにはあなたはなにもわからないまま
意地悪な気持ち全部あげたくて　夜の公園にどかっと寝そべる
理想郷はあってもなくても良いのです　辿り着けないことを知ったら
天空のカフェからひらり食べこぼし　今夜の雨です　お味はいかが？
可視不可視蟹は可視ではありますが菓子にならない場合もあります
目と目と目　合っても照れないようにする　余裕ありげなエボシカメレオン
真っ白なカイコはやがて交尾をし卵を産んで斃死を待った
冷静に癇癪を起こす幼児期に投げたティッシュのふわふわなこと
積雲はふかふかとした質量でゆったり空を泳いで遊ぶ
愛されていたかどうかはわからない　蹴り倒された日に出る夕食
朝顔をちらりとも見ず眠る朝　幼子だった日々も偲べず",夜の公園　眠る朝顔,,15,,,"Aug 1, 2025 2:10 am",https://x.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
"焦がれて不安で翻弄されて
やっとあなたに供されるというの？

ミルク砂糖混ぜても飲めぬと言うならば
さよならだねわたしは苦いの

禁断の果実と同じ色の実を二人で飲んで失楽園

日常をただ一度損なえば戻れないの？バタフライピー

花言葉花占いじゃ足りないから言葉を下さいハーブティー

紅茶にはフレッシュは要りません
じっくり深く煮出した関係になろう

致死量の蜜が含まれていて食べられない幼くて初戀

どの色も味は同じで特権は赤だけのものじゃない嘘で染めた

儚さをぎゅとして漠色はこの関係の行く末でメロンソーダ

フォークだけで器用に絡め取られた其れに重なる何時かの私

旨味だけじゃ味気ない酸いも甘いも苦味も噛み締め血潮にする

白のブラウスに散ったトマトケチャップ
パスタと飲み込んだ言葉の痛み

銀の器でも彎曲して鏡面
その姿はまことであるか

やわやわのプリンのようで君は揺れても揺らがず私を振り回す

どろり焦がれた心カラメルにしてあなたに手ずから食べさせたい",喫茶コトノハ,喫茶店のメニューを題に詠んだ連作です。上から三首ずつ「珈琲」「紅茶」「メロンソーダ」「ナポリタン」「プリン」となっております。お好みの詩はございましたか？,15,,,"Aug 4, 2025 8:59 pm",https://x.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
"持たぬ血を雪がせていく喝采を土砂降りのように受けて貴方は
水銀を吸う管として散りやまぬ老いた桜に永遠ばかり
光 溺れる水に射し込んであなたは息と引き換えに悪魔と
一対の羽根を裂いても分かたれぬ魂で去るか蒼き半神
憎いかと問われて致死に狂おしく陽炎が立つ無人の昼に
人の身に宝とは世の不在、在らざらぬものばかり見つめて
最果ての約束をして何度でも千にも億にも紙吹雪降る",喝采,映画｢国宝｣に感銘を受けて詠みました。七首なのは喜びの旧字体｢㐂｣から着想を得ました。,7,,,"Aug 3, 2025 11:42 am",https://x.com/nagikawase,川瀬十萠子,CC BY-NC-ND 4.0
"午前中仕事で午後はお見舞いへ　毎晩シャワー浴びながら泣き

朦朧な父が私を私だと思って話してくれたあの夜

「父危篤」報せを受けて病室へ　グニャリ波打つリノリウムの床

ついさっきまで生きていた父の身の熱い部分と冷たい部分

季節とか気にせず好きな服着てね　追伸：母と再会できた？",父との別れを思う,9年前の7月に亡くなった父の最後の2ヶ月間を詠みました。2年前に亡くなった母と再会できてたら嬉しいです。,5,,,"Aug 3, 2025 2:20 pm",https://x.com/yoimane_57577,よいまね,CC BY-NC-ND 4.0
"「母さんに一人暮らしは無理だから」ごちそうさまと同じ温度で
親孝行できる息子とほめられて父から子どもに夫は変わる
ひとりっ子、それで良いのと飲み込んで赤ちゃん部屋をきれいに空ける
こないだろう赤ちゃんよりも越してくる義母を待ってる夫が正しい
弟か妹が寝るはずだったベットに貼られたゴミシール
夢だったマイホームには始めから間取りに妻の部屋は無かった
貴方だけ夢を見ている私だけいつかの別れを見つけてしまう
福祉科の支援サービス一覧にないかな無いよね人生相談
きっぱりと役所の白い蛍光灯 離婚届は予備に一枚",家族が増える,,9,,,"Aug 3, 2025 4:39 pm",https://x.com/buumekonbutya,ume,CC BY-NC-ND 4.0
"７月はナイトゲームと信じてた世界が10度ほどずれている
今日だけは肉が多いと聞きできる行列がまず焼けこげてゆく
眼裏に涼よ届けと紫陽花は青鮮やかにまだ咲いていて
太陽は日焼け止めなど瞬殺しアームカバーはどこまで耐える
ショップ内人口密度は指し示すヒーローでなく冷風口を
暑い日はアイスを食べる　度を過ぎて暑い日ならばかき氷になる
燻ったチャンステーマを抱いたまま昇華できない熱を溜めこむ
天然の電子レンジか日陰でもアクエリアスはホットに変わる
気化熱が濡れた腕から立ち昇る歓声だけをこの身に遺し
祝杯で頭を冷やす幟には氷点下の字が眩しいビール",ホットゲーム,,10,,,"Aug 4, 2025 12:20 pm",https://x.com/Linon_non,りのん,CC BY-NC-ND 4.0
"ねえ世界　晴れた朝にはなにもかもすてきに見える　おはよう世界
ねえ世界　背伸びはとてもイージーな冒険だって　知ってた？世界
ねえ世界　今日はほんとにイヤなことあったんだから　聞いてよ世界
ねえ世界　この世の人の何割がいま泣いてるか　知ってる？世界
ねえ世界　うまくいかないことばかり失敗しても　許して世界
ねえ世界　なんだかいつもなぐさめてもらってばかり　ありがと世界
ねえ世界　信じることができるって素晴らしいよね　大好き世界
ねえ世界　人の心の美しさを伝えきれずに　ごめんね世界
ねえ世界　明日が来るのがヤな人が今日を作ってる　おやすみ世界
ねえ世界　僕らはいつも青空を探してたんだ　さよなら世界",Hello World!,一度こういう形式で連作を作ってみたいと思い、挑戦しました。現在の世のもやもや感や閉塞感、だけど希望を捨てたくないという感情がないまぜになっている状態を表現できていればいいのですが。,10,,,"Aug 3, 2025 2:00 am",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
"一礼を体育館に捧げれば神降り立って道場になる
右左迷って左前にした基本の構え間違っていた
摺り足を煙出るまで続けろと言われて足の裏を確認
実演の輪に入れずになんとなく隙間から見てなんとか凌ぐ
壁際に皆吹っ飛ばされている私だけ手加減されている
体力が続かず男の子に負ける掛かり稽古がまだ終わらない
心技体どれが欠けてもダメなのにどれも未熟で試合に負ける
私でも剣道日誌書いてたらもっと上手になれたのかもな
歪んでる劣等感が成長を止めていること知っていたなら
大嫌いだった稽古が懐かしい今思い切り素振りがしたい",基本の構え,,10,,,"Aug 2, 2025 9:07 pm",https://x.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
"モニターに揺らめく君の言の葉に透ける孤独は同じ海の底
夢のなか迷子の果てに目が覚めるシャワーで流す夜の残骸
昼の月グラスの中に予感溶けすこし不幸なぼくが尊い
通り雨空回りして傘回し君を想ってレモネードを飲む
水たまり映った君が楽しそうそれが何よりぼくのしあわせ
夜の底同じ夢よりその先へ湯船の中で生まれ変わってく",夜の底、夢,,6,,,"Aug 4, 2025 6:35 pm",https://x.com/minto_wakana,和叶眠隣,CC BY-NC-ND 4.0
