content,author_comment,editor_memo,dummy,create_datetime,author_url,author,license
この夏もがんばったよね私たちビルの向こうで上がる祝杯,,,,"Aug 2, 2025 1:05 pm",https://x.com/peak_0623,ホワイトアスパラ,CC BY-NC-ND 4.0
ひきこもりふたりでならばこわくない花火みようよベランダからの,,,,"Aug 4, 2025 11:46 pm",https://x.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
退屈を切り裂いてくれ平日の真昼に飛ばすロケット花火,,,,"Jul 29, 2025 11:28 pm",https://x.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
瞬きのあいだに消えて行けるよう来世は花火に生まれるつもり,,,,"Aug 3, 2025 11:37 am",https://x.com/MeFuchsia,綿鍋和智子,CC BY-NC-ND 4.0
「明日告白するの」はにかむ横顔と線香花火の静かな火花,,,,"Aug 2, 2025 5:13 pm",https://x.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
強引にハッピーエンドにするような花火に頼る夜だっていい,,,,"Aug 1, 2025 7:38 pm",https://x.com/OkadaDouitsu,岡田道一,CC BY-NC-ND 4.0
亡国の花火が照らすヤンキーの作りしそばのキャベツ焦げゆく,,,,"Aug 3, 2025 12:26 am",https://x.com/https://x.com/qeiV97pW0x5342,ケムニマキコ,CC BY-NC-ND 4.0
一瞬を照らして消えてそれくらい簡単がいい息することも,,,,"Aug 1, 2025 12:39 am",https://x.com/Rw2NOgtJoBEKcBY,舞風 奏-かなで-,CC BY-NC-ND 4.0
村人は花火の散った空を見て白い煙に思いを焦がす,,,,"Jul 28, 2025 1:36 pm",https://x.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
スクリーン眺めるように遠花火切り離された世界の片隅,,,,"Aug 3, 2025 2:17 am",https://x.com/umi_tsukitokage,ツキミサキ,CC BY-NC-ND 4.0
「恋は、遠い日の花火ではない」と古いCMは言った　燠《おき》を残して,1993年のサントリーウイスキーのCMがずっと頭の中に残っています。当時の長塚京さんくらいの歳になりましたが、まだ恋は成就しません。,,,"Aug 3, 2025 11:23 pm",https://x.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
綺麗ってどこか怖いよ花火持つサンダル履きの爪は赤色,,,,"Aug 2, 2025 5:03 pm",https://x.com/SdkyvYNyii36997,たな,CC BY-NC-ND 4.0
もういっそ割ってくれたら　真空の窓をふるわす打ち上げ花火,,,,"Jul 29, 2025 1:40 pm",https://x.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
舞い踊る炎の花に紛れ込み 千もの虫が命を燃した,,,,"Aug 3, 2025 1:43 pm",https://x.com/fukamachi_zange,残夏,CC BY-NC-ND 4.0
また明日、って言ったはず嘘つきは花火とともに霞む星空,,,,"Aug 4, 2025 10:24 pm",https://x.com/m_iya_o,水也,CC BY-NC-ND 4.0
缶ビール花火をアテに飲み干せば天を仰ぐよ北極星《ポラリス》きらり,情緒も何もない短歌です。花火を見ながら缶ビールを飲むと必然的に上を向くので北極星が見えました、という短歌です。歌意といえる歌意もなく、ちょっとお恥ずかしいですが、1首目と同じ花火大会のときに詠んでいるので（観覧場所は自宅前）、こんな夏の夜ももう終わりだなあ、という感情があることはあります。当地の夏は短いので（本来は）。,,,"Aug 2, 2025 2:48 am",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
花火より高いところに星はある泣けない理由と同じ数だけ,,,,"Aug 4, 2025 7:13 am",https://x.com/kijousan,宇井モナミ,CC BY-NC-ND 4.0
禁忌を犯してでも紅の花火は死を道連れに花開く,赤い花火が無かった時代に禁忌を犯してでも赤い花火を造った人間の話を扱った本から発想。,,,"Aug 4, 2025 8:32 pm",https://x.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
僕がそばにいるとは言えず分け合った手持ち花火の緑の炎,,,,"Aug 2, 2025 5:17 pm",https://x.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
君の目に映る花火が綺麗だと言ったなんにも間違えてない,,,,"Aug 1, 2025 7:35 pm",https://x.com/OkadaDouitsu,岡田道一,CC BY-NC-ND 4.0
この地球の夜空に放つ閃光と音と煙りは花だけがいい,,,,"Aug 4, 2025 10:56 am",https://x.com/okukasumi,奥　かすみ,CC BY-NC-ND 4.0
一瞬のいのちの光のさみしさを空に咲かせる死を抱く僕らは,,,,"Jul 29, 2025 2:40 pm",https://x.com/nonaga0303,のなが,CC BY-NC-ND 4.0
夕まぐれささやかに咲く白菊の空追悼込めて祈りを捧ぐ,私の故郷である長岡花火を詠んだ連作です。,,,"Aug 1, 2025 7:40 pm",https://x.com/mizuochi_tanka,水落,CC BY-NC-ND 4.0
打ち上がる花火眺る高架上混雑しらぬ新幹線にて,,,,"Aug 1, 2025 11:14 pm",https://x.com/kazeki_mori,森風輝,CC BY-NC-ND 4.0
ヒューーーーアウフタクトでシンバルを鳴らしたような花のうた聴く,,,,"Jul 31, 2025 12:53 pm",https://x.com/Ns4HhpKEzA10870,サ行,CC BY-NC-ND 4.0
レーザーも音楽もない田んぼ道百も咲かないうちらの花火,,,,"Jul 27, 2025 4:45 pm",https://x.com/mintozuku,辰野音子,CC BY-NC-ND 4.0
爆発をあとは待つだけわたし達咲けなくってもわらってようね,,,,"Jul 28, 2025 8:49 pm",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
落ちるまでには伝えたいこの想い線香花火すでに散り菊,,,,"Jul 30, 2025 7:44 am",https://x.com/utoka15_,うとか,CC BY-NC-ND 4.0
翌朝のピンクの水には溶けている昨晩散った花火と愛と,,,,"Aug 3, 2025 10:22 am",https://x.com/Itsuki_Mao,しみず,CC BY-NC-ND 4.0
宇宙より地球を覗く大きな目と地上より花火見上げる目の間,,,,"Aug 3, 2025 7:14 pm",https://x.com/shintuisy,,CC BY-NC-ND 4.0
打ち上げて夜に還ったわたしなら綺麗でしょうか、忘れていいよ、,,,,"Jul 29, 2025 11:22 pm",https://x.com/hntj__66__,ひなつじ羊,CC BY-NC-ND 4.0
三日間つかない既読心臓の花火玉しわしわに湿気った,,,,"Jul 27, 2025 6:35 pm",https://x.com/mintozuku,辰野音子,CC BY-NC-ND 4.0
花火から少し視線を下げたなら花火師の優しい眼差しが,,,,"Aug 3, 2025 11:39 pm",https://x.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
かけたまま寝ている眼鏡引きぬいて遠くきこえる花火を淡く,,,,"Jul 31, 2025 12:58 pm",https://x.com/Ns4HhpKEzA10870,サ行,CC BY-NC-ND 4.0
あなたから手持ち花火に火をもらう あと10センチいけいけ心,,,,"Aug 2, 2025 7:20 am",https://x.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
かむろ菊　渡せなかったどの花も燃えてしまえばあたたかな灰,,,,"Aug 3, 2025 12:27 am",https://x.com/https://x.com/qeiV97pW0x5342,ケムニマキコ,CC BY-NC-ND 4.0
そのまちが花火の脚光浴びるよる祖母の背骨は誇らしく伸びる,,,,"Aug 4, 2025 10:57 am",https://x.com/okukasumi,奥　かすみ,CC BY-NC-ND 4.0
花火師の熱き想いよ弾け散れ見上げる顔に幸が降りゆき,,,,"Aug 4, 2025 10:18 pm",https://x.com/short_poem0505,あだむ,CC BY-NC-ND 4.0
蝶の瞳で線香花火を見ていなよ上や下から真横からでも,,,,"Aug 4, 2025 11:46 pm",https://x.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
尺玉を待つ人々の目を盗み 手を繋ぐひと、おなか満たす蚊,,,,"Aug 4, 2025 9:44 pm",https://x.com/awanashi_beer,T800ml,CC BY-NC-ND 4.0
美しく見える世界を焼き付けて秒で終わるな君といた夏,,,,"Aug 4, 2025 6:18 pm",https://x.com/minto_wakana,和叶眠隣,CC BY-NC-ND 4.0
供給と需要の曲線が今まさにぶつかったように花火が上がる,,,,"Jul 27, 2025 11:33 pm",https://x.com/mukadeyakata,新井宗彦,CC BY-NC-ND 4.0
窓のそと夏がゆくのをとめるよう散った花火を追いかける音,,,,"Aug 4, 2025 4:24 am",https://x.com/okukasumi,奥　かすみ,CC BY-NC-ND 4.0
国道までちょっと歩いて母と見る花火は変わらず半分欠けて,,,,"Aug 3, 2025 3:06 pm",https://x.com/cotori_rin,琴里梨央,CC BY-NC-ND 4.0
夜空へと咲いた徒花　君の横　このまま夏に置いていかれたい,,,,"Aug 1, 2025 9:35 pm",https://x.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
集まって花火をしてる予感する　多分最後だ　シャッターを切る,みんなで揃って花火したあの日、なんだか最後だって思ったし、今この写真をみていても、それが最後だったって、確かにそうだって、よくわかる【運営さんへ】すみません、一首目文語にチェックいれてしまったんですが口語です。よろしくお願いします。,,,"Aug 4, 2025 8:49 am",https://x.com/switchon_frt,夜凪のろ,CC BY-NC-ND 4.0
見上げてた　夢がはじけたそのあとに静けさのなか　歩みつづける,,,,"Aug 3, 2025 2:21 am",https://x.com/yutaka_aoi1234,あおい　豊,CC BY-NC-ND 4.0
ひと花火ひとの間で繋ぐ手の痛いくらいに君だけだった,,,,"Jul 28, 2025 12:46 pm",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
君の声　聞こえぬままに空が咲くなにも言わずに指がふれあう,,,,"Jul 31, 2025 10:25 pm",https://x.com/mikinokobeya,mikiの小部屋,CC BY-NC-ND 4.0
遠花火　そこで誰かが泣いています　私はハローワークにいます,,,,"Aug 2, 2025 8:23 pm",https://x.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
夢ひとつ　かなうも散るも束の間ののちに続くは　終わりなき旅,,,,"Aug 3, 2025 2:16 am",https://x.com/yutaka_aoi1234,あおい　豊,CC BY-NC-ND 4.0
あの音が嫌いだったな　泣きじゃくる吾子抱きしめる打ち上げ花火,自分が花火嫌いだったことを忘れてました。,,,"Aug 1, 2025 7:37 pm",https://x.com/OkadaDouitsu,岡田道一,CC BY-NC-ND 4.0
さよならを夏の夜空にかき消して咲いた刹那に散りゆく命,花火の一瞬の美しさを切り取りました。咲いた瞬間に散るような刹那的な様子を描いたつもりです。,,,"Aug 1, 2025 11:10 am",https://x.com/Blue_Sky_SsViWe,千陽,CC BY-NC-ND 4.0
ただ家を出るためだけの進学だ ねずみ花火の光くるって,,,,"Jul 28, 2025 12:46 pm",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
君が持つ線香花火のゆらめきに火種がぽとり心に灯る,,,,"Jul 31, 2025 10:59 pm",https://x.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
こんなとこまでもおまえはいるのかよ　きらめくついでに分け合う種火,,,,"Jul 30, 2025 9:35 pm",https://x.com/uuwa1234,我妻ううわ,CC BY-NC-ND 4.0
満天の銀河に咲いた花なれば遥かな君も見てるだろうか,,,,"Aug 4, 2025 5:40 am",https://x.com/tatsuyananasino,七篠龍也,CC BY-NC-ND 4.0
天井を見つめる君の目の端に写る花火を上から見てる,,,,"Aug 4, 2025 7:03 am",https://x.com/Shinnsyutu2020,宇祖田都子,CC BY-NC-ND 4.0
燃やされて燃やされぬものは朽ち果てる萎れたひまわりと燃えつきる花火,,,,"Aug 3, 2025 10:40 pm",https://x.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
角度は45度でという横顔ばかり見てた線香花火,,,,"Aug 4, 2025 1:18 pm",https://x.com/9i4daHOFMa7202,アイオライト,CC BY-NC-ND 4.0
メガネ中きっと花火でいっぱいだ　ぼくは世界を生で見れない,,,,"Aug 1, 2025 8:44 am",https://x.com/murasameshinco,ムラサメシンコ,CC BY-NC-ND 4.0
簡単に言えないことが増えていく(好きだ)花火ができない海で,,,,"Aug 3, 2025 11:08 am",https://x.com/teto_starlight,てと,CC BY-NC-ND 4.0
燃え尽きてしまう前に花ひらいてかがやく様と呑み込んでゆく,,,,"Aug 4, 2025 10:23 pm",https://x.com/m_iya_o,水也,CC BY-NC-ND 4.0
音のない花火をきみに見せたくてわたしは今日もうまく泣けない,,,,"Jul 29, 2025 11:21 pm",https://x.com/hntj__66__,ひなつじ羊,CC BY-NC-ND 4.0
コンビニで買った合羽に透けている浴衣の柄の線香花火,,,,"Aug 4, 2025 7:05 am",https://x.com/Shinnsyutu2020,宇祖田都子,CC BY-NC-ND 4.0
花火よりきみとは月を見ていたい　朝が来るまで話をしよう,,,,"Aug 1, 2025 7:44 pm",https://x.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
おととしのしけた花火が吐くけむり好きでくすぶるやつなどいない,,,,"Jul 29, 2025 11:28 pm",https://x.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
綺麗だと微笑む人が怖い夜花の形に焼かれた空は,,,,"Aug 3, 2025 2:13 am",https://x.com/umi_tsukitokage,ツキミサキ,CC BY-NC-ND 4.0
静寂に君は何かを躊躇った冬の花火が水面に映る,,,,"Jul 30, 2025 7:58 pm",https://x.com/Linon_non,りのん,CC BY-NC-ND 4.0
ナイアガラ・ツインスターマイン・ベスビアスどうせ散るなら派手に散りたい,「ベスビアス」は新潟の長岡花火でよく打ち上がる複合型のスターマイン花火です。,,,"Aug 3, 2025 10:30 am",https://x.com/Itsuki_Mao,しみず,CC BY-NC-ND 4.0
三尺が夜空轟く花火の郷に生まれし誉れドンと咲きおり,,,,"Aug 1, 2025 7:42 pm",https://x.com/mizuochi_tanka,水落,CC BY-NC-ND 4.0
夜空には大輪の花咲かす夏ボクのココロに影を落として,,,,"Jul 30, 2025 12:53 am",https://x.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
一瞬のはかなさを背に蛇玉は人生観を語り続ける,,,,"Jul 30, 2025 9:43 pm",,yohei,CC BY-NC-ND 4.0
星ひとつ夜の始まりは群青で遠くで花火がぷかりぷかりと,,,,"Aug 3, 2025 3:07 pm",https://x.com/cotori_rin,琴里梨央,CC BY-NC-ND 4.0
数年花火を見ぬ生活で吾子はどおんと鳴るものを花火だと思っている,何年ものコロナ禍と猛暑で夜も暑く外に出るのがめっきり減りました。親としては美しい花火を見せたいのですが、なかなか子連れでは大変で今に至ります。,,,"Aug 3, 2025 6:16 am",https://x.com/FyOj742,フラ子,CC BY-NC-ND 4.0
夜の空大輪の花が咲くたびに浮かぶ横顔夏の陰影,,,,"Aug 3, 2025 9:34 pm",https://x.com/kootarogo,藤瀬こうたろー,CC BY-NC-ND 4.0
迫り来るきみは笑顔で武器みたくすすき花火をこちらに向けて,,,,"Jul 29, 2025 3:52 pm",https://x.com/hisakatanote,久方リンネ,CC BY-NC-ND 4.0
音のみの花火を愛でて外あるく　夜を拒んで赤みさす空,花火の音がするのでどこかで見られないかしらと夜道をひとり歩くも、東京の空は狭くどこにも見当たらない。ただ家々の隙間に夕焼けの名残か赤い筋が夜の帳を割くように走っていて、夏の昼の抵抗のように思えた。,,,"Aug 3, 2025 2:30 am",https://x.com/@aca_tabby,眠る金魚,CC BY-NC-ND 4.0
向日葵のようには生きられなくて 線香花火を夜の余白にしている,,,,"Aug 4, 2025 11:57 pm",https://x.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
こんなにも君の涙に届かない打ち上げ花火は遠雷のごと,,,,"Aug 2, 2025 5:14 pm",https://x.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
音だけで花火と分かる１ＤＫアパートの夜に氷は溶けて,,,,"Aug 4, 2025 7:00 am",https://x.com/Shinnsyutu2020,宇祖田都子,CC BY-NC-ND 4.0
シガーキスみたいに火種もらうとき線香花火は一瞬爆ぜる,,,,"Jul 30, 2025 5:07 pm",https://x.com/KINOSHITA_Asahi,木ノ下 朝陽,CC BY-NC-ND 4.0
どよめきが雑踏になる瞬間は春の桜の散るに似ていて,,,,"Aug 4, 2025 5:42 am",https://x.com/tatsuyananasino,七篠龍也,CC BY-NC-ND 4.0
化学の花に今日だけ集う蝶撓む歩道橋と背骨,浴衣の作り帯を見ていて。ショッピングモールで売られる少しチープな浴衣も、花火も蝶も、短い命ゆえに強く印象を残すのだと感じています。読み:ばけがくのはなにきょうだけつどうちょうたわむほどうきょうとせぼね,,,"Jul 28, 2025 9:24 pm",https://x.com/25per_ghost,青森幽,CC BY-NC-ND 4.0
打ち上げて散らねどどうせならボロボロになるまで鮮やかに熱帯魚,西川貴教氏「HOT LIMIT」を参考にしている。熱帯魚は、同じ水槽に入れると尾鰭がボロボロになるまで闘う「ベタ」。,,,"Aug 4, 2025 8:26 pm",https://x.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
手花火は爆ぜる　私の体内に灯せなかった火のあったこと,,,,"Jul 31, 2025 5:20 pm",https://x.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
数千の花火を全て前座とし君への「好き」を成就させたい,,,,"Aug 3, 2025 11:38 pm",https://x.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
この夏の最後の花火を見てしまい達郎を聴き夏を見送る,昨年の夏の終わりに詠んだものです。毎年9月第1土曜日に近隣で最後の花火大会があり、地元FM局の土曜日の番組では、山下達郎氏の「さよなら夏の日」がかかるのが恒例です。この土曜日の花火が終わると、「ああ夏が終わるなあ」と感じます．．．　が、昨今は9月になっても暑さが続くんですよね。当地、積雪地方なのですが。,,,"Aug 2, 2025 2:43 am",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
前世は夏祭りの金魚だったろう　錦冠にふるえる心,,,,"Aug 3, 2025 8:58 pm",https://x.com/yoshiharumichi,吉晴,CC BY-NC-ND 4.0
ないあがらみたくなりますないあがらさいごはかわのながれのように,,,,"Aug 2, 2025 9:03 pm",,yohei,CC BY-NC-ND 4.0
えび天もケーキのいちごもとっておくきみの最後の線香花火,,,,"Aug 1, 2025 1:30 pm",https://x.com/taicho_ahiru_tw,あひる隊長,CC BY-NC-ND 4.0
ふれられず綺麗に散った花火にはたくさんの嘘かくしたままで,,,,"Jul 29, 2025 11:21 pm",https://x.com/hntj__66__,ひなつじ羊,CC BY-NC-ND 4.0
単色の花火が空にひろがって夏の行事がひとつ終わった,,,,"Aug 3, 2025 3:21 am",https://x.com/blue_navy_color,青色紺色,CC BY-NC-ND 4.0
楽しげに花火見つめていた君のその笑顔はもう過去形になる,,,,"Aug 3, 2025 9:37 pm",https://x.com/kootarogo,藤瀬こうたろー,CC BY-NC-ND 4.0
花火がアナタの横顔照らす度 楽しそうかを確認してた,,,,"Aug 3, 2025 11:45 pm",https://x.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
ふざけんな　線香花火対決で毎年きみは勝ってきただろ,,,,"Jul 31, 2025 12:59 pm",https://x.com/Ns4HhpKEzA10870,サ行,CC BY-NC-ND 4.0
絶滅は夏と決めてた　銀河系さいごの花火だったとしても,,,,"Jul 30, 2025 11:07 pm",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
まるで、ほら、線香花火の先っぽの光が消える水平線に,夏には、よく浜辺に夕陽を見に行くのですが、夏の夕陽の色は線香花火の先っぽの色に似ているなあ、と、常々思っています。あんなに小さなものがあんなに大きなものに似ているというのも不思議な感じがして、この感情を短歌にして残そうと思い詠みました。,,,"Aug 2, 2025 2:50 am",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
爆弾の音を花火と間違えることが無い世で夏を迎える,,,,"Aug 4, 2025 10:23 pm",https://x.com/short_poem0505,あだむ,CC BY-NC-ND 4.0
四散した火花がこのまま燃え上がり共に逝けたら最後の逢瀬,,,,"Aug 4, 2025 8:20 pm",https://x.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
見送りたい花火のように散る母星　射手座の弦にぶらさがってね,,,,"Aug 3, 2025 12:28 am",https://x.com/https://x.com/qeiV97pW0x5342,ケムニマキコ,CC BY-NC-ND 4.0
同じ場所くるりくるりと爆ぜてゆく　ねずみ花火のような日常,,,,"Aug 1, 2025 9:34 pm",https://x.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
たくさんの星を並べた玉に火を着け花束をプロメテウスに,,,,"Aug 1, 2025 10:17 pm",https://x.com/Yuma_Yuma___,有馬由馬,CC BY-NC-ND 4.0
赤色はストロンチウム とりどりの思いの種子《たね》を星と名づけて,,,,"Aug 2, 2025 7:19 am",https://x.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
ベランダで水のバケツを置いてする線香花火は君がくれた,線香花火をもらったけど、私は私の一人の家で線香花火をする　あなたはどうなのかな,,,"Aug 4, 2025 8:42 am",https://x.com/switchon_frt,夜凪のろ,CC BY-NC-ND 4.0
あの夏はずっと騒がしかったっけ　花火と君と僕と　雷鳴,,,,"Aug 1, 2025 6:47 am",https://x.com/tanankatoru,田仲トオル,CC BY-NC-ND 4.0
夢ひとつ　夜空に咲いて束の間ののちに続くは　終わりなき旅,,,,"Aug 3, 2025 2:18 am",https://x.com/yutaka_aoi1234,あおい　豊,CC BY-NC-ND 4.0
闇の中から声がする残響がいいねまぶたの裏まで光あふれて,,,,"Jul 29, 2025 11:03 pm",https://x.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
夜空散る花の片鱗身を焦がし月から見える地球は青い,,,,"Jul 28, 2025 1:41 pm",https://x.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
かき消された君の言葉は何処へいく燃える菊花か闇の中へか,花火の音で告白が聞こえないの、今時の漫画でもあるんでしょうか,,,"Jul 31, 2025 12:09 pm",https://x.com/Shirosaki78,白咲,CC BY-NC-ND 4.0
暗闇に花火の粒は打ちひらき消えゆくまでのあいだ光れり,,,,"Jul 29, 2025 1:42 pm",https://x.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
内側であがる花火のある夏だイヤフォンを導火線とすれば,,,,"Aug 1, 2025 12:58 pm",https://x.com/iam_yukarigohan,ゆかりごはん,CC BY-NC-ND 4.0
メデューサを見たかのように石化する猫　打ち上がる花火の音に,,,,"Aug 4, 2025 9:47 pm",https://x.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
持ち手まで燃える線香花火なら火傷したって離さないから,,,,"Jul 31, 2025 2:05 pm",https://x.com/d23705,北野白熊,CC BY-NC-ND 4.0
ほんとうはわざとみんなとはぐれたの小さな門出を花火が祝う,,,,"Jul 29, 2025 3:51 pm",https://x.com/hisakatanote,久方リンネ,CC BY-NC-ND 4.0
梅田まで花火の余韻が眩しくて地下で見かけた君に似たひと,,,,"Jul 28, 2025 12:47 pm",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
花盛り夜空に散ったきらきら星すくって君にぜんぶあげたい,,,,"Aug 4, 2025 6:19 pm",https://x.com/minto_wakana,和叶眠隣,CC BY-NC-ND 4.0
打ち上がることなく散った恋がある雨天中止の花火大会,,,,"Jul 29, 2025 11:27 pm",https://x.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
六階に引っ越してからもベランダで重ねた指はしだれ花火に,,,,"Aug 3, 2025 5:29 pm",https://x.com/ASAHINOMI29,ひのき あさみ,CC BY-NC-ND 4.0
束の間の競演 花火の儚さに夢中になれる人になりたい,,,,"Jul 28, 2025 7:44 pm",https://x.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
花火しか見ていなかった夏の夜もっと見るべき人が居たのに,,,,"Aug 3, 2025 10:40 pm",https://x.com/kootarogo,藤瀬こうたろー,CC BY-NC-ND 4.0
投票の帰り道で知る花火の中止咲かない花火と当確の花,,,,"Aug 3, 2025 10:39 pm",https://x.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
画面からはみ出るくらいオレンジで消えゆく愛だよこれも見ててね,,,,"Aug 3, 2025 10:34 pm",https://x.com/mi1s4am,横井のの,CC BY-NC-ND 4.0
身を寄せて線香花火が爆ぜるたび火薬の匂いに混じる汗の香,,,,"Jul 30, 2025 5:08 pm",https://x.com/KINOSHITA_Asahi,木ノ下 朝陽,CC BY-NC-ND 4.0
だってもう花火もこんなに色褪せてあなたを好きなままがよかった,,,,"Jul 30, 2025 7:19 pm",https://x.com/uuwa1234,我妻ううわ,CC BY-NC-ND 4.0
どの夏の栞もずっときみとする手持ち花火のレシートがいい,,,,"Jul 27, 2025 9:24 pm",https://x.com/yorune_45,よるね,CC BY-NC-ND 4.0
火の色を花にたとえし感性の美しきかな　うつくしいよな,,,,"Jul 27, 2025 9:35 pm",,yohei,CC BY-NC-ND 4.0
利き手とか口癖とかの記憶ごとバケツに入れてじゅうってさせて,,,,"Aug 3, 2025 10:29 pm",https://x.com/mi1s4am,横井のの,CC BY-NC-ND 4.0
帰る家なんてなかった　公園のねずみ花火は転げまわって,,,,"Jul 29, 2025 1:41 pm",https://x.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
朗らかな光の束を少しだけ離れた場所で眺める花火,,,,"Jul 30, 2025 12:24 pm",https://x.com/chaba_tea1,茶葉,CC BY-NC-ND 4.0
こんなにも花火の消える瞬間がせつない、それは経験のせい。,,,,"Jul 29, 2025 9:44 pm",https://x.com/l0vemash,真朱,CC BY-NC-ND 4.0
咲いて散るだけで終わってしまうなら残り滓の花びらは落ちて,,,,"Aug 4, 2025 10:23 pm",https://x.com/m_iya_o,水也,CC BY-NC-ND 4.0
菊の花ビルに映して会場と同じ感じでプルタブ開ける,,,,"Aug 2, 2025 10:54 pm",https://x.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
降り注ぐ爆弾を花火に変える清がいたらと思う世の中,,,,"Aug 4, 2025 10:43 pm",https://x.com/short_poem0505,あだむ,CC BY-NC-ND 4.0
