content,author_comment,editor_memo,dummy,create_datetime,author_url,author,license
レモンレモンレモンの黄色が眩しくて眩しくてかじる透明な罰,,,,"Oct 31, 2025 2:20 am",https://twitter.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
片方だけ手袋なくす悲しさは彼女を想うつらさににてる,これからの落とし物の定番は手袋。それもなぜか片方だけが落ちている。そんなふうに恋の相手とはなかなか引き合えない。,,,"Oct 31, 2025 7:29 am",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
鳩尾に君の育てた蝶がいて目があえば舞う羽がこそばい,,,,"Nov 4, 2025 8:33 pm",https://twitter.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
ふかふかで発芽しそうなティラミスが受けとめているため息の種,,,,"Nov 4, 2025 6:01 pm",https://twitter.com/utoka15_,うとか,CC BY-NC-ND 4.0
鼻面が黄色い花粉まみれだよ楽しかったね今日のお散歩,,,,"Nov 4, 2025 11:48 am",https://twitter.com/Chiku_tanka,知久,CC BY-NC-ND 4.0
息をすう　あさの散歩はとかげのようによるの散歩は海藻のように,,,,"Nov 2, 2025 6:05 pm",https://twitter.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
柏手をするかしないか揉めている学生たちに幸多かれと,,,,"Nov 2, 2025 1:04 am",https://twitter.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
1番と2番の歌詞が混ざっててわたしだけが余白の夜に,,,,"Nov 4, 2025 10:29 pm",https://twitter.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
初恋のニガさも知らず歌ってた　宇多田ヒカルのFirst Loveを,,,,"Nov 1, 2025 6:14 pm",https://twitter.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
アシンメトリーあなたと抱き締め合う夜に互いの心臓だけすれ違う,,,,"Oct 30, 2025 2:12 am",https://twitter.com/kijousan,宇井モナミ,CC BY-NC-ND 4.0
残月に吠えて浮世の軛解きわたしはむしろ虎になりたい,,,,"Oct 25, 2025 5:48 pm",https://twitter.com/YuzukiSakurai,桜井弓月,CC BY-NC-ND 4.0
秋の暮ルーティンの散歩見方変え我はドットだグーグルアース,いつも歩いている散歩道。自分の視点ではなく、上から見たらドットという情報でしかないことに気が付き詠んでみました。,,,"Nov 2, 2025 6:31 pm",https://twitter.com/fromshino,篠崎彦斎,CC BY-NC-ND 4.0
絵に描いた机の鳥が一羽から増えて教室外へ飛び立つ,,,,"Nov 1, 2025 6:57 pm",https://twitter.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
これ以上うたにしないでおこうねと金平糖をいっぱい食べる,,,,"Nov 1, 2025 9:14 am",https://twitter.com/_05_maryo,井山カナ,CC BY-NC-ND 4.0
来世ではわたしと影は入れ替わり踏んだぶんだけ踏み返される,,,,"Nov 4, 2025 2:19 pm",https://twitter.com/hisakatanote,久方リンネ,CC BY-NC-ND 4.0
欠けたまま泳ぎ続けた後悔と自己陶酔の汽水域にて,,,,"Oct 31, 2025 9:47 pm",https://twitter.com/@hijyouguchi_dot,非常口ドット,CC BY-NC-ND 4.0
100年になった昭和が本編で令和のスピンオフも素敵だ,,,,"Oct 31, 2025 5:08 pm",https://twitter.com/l0vemash,真朱,CC BY-NC-ND 4.0
バイト中缶コーヒーをくれた人あなたみたいになれなくて冬,,,,"Nov 1, 2025 8:49 pm",https://twitter.com/nuts722,natsuko,CC BY-NC-ND 4.0
何もかも洗い流してほしかったそんな夜ほど輝く月夜,,,,"Nov 1, 2025 10:57 pm",https://twitter.com/prune0s,瀧,CC BY-NC-ND 4.0
稜線を眺め仲間と掻き込んだコッヘルのカレー旨き青空,10月25日NHKラジオ文芸選評　梅内美華子選「カレー」イチオシ作品,,,"Oct 31, 2025 5:38 pm",https://twitter.com/tsubaki4321,椿泰文,CC BY-NC-ND 4.0
消したいと願えば痛む傷口にそっと手を寄す時の神様,,,,"Oct 29, 2025 11:29 pm",https://twitter.com/aoiaoi0143,あおい,CC BY-NC-ND 4.0
コスモスの背骨をなぞる母の背も細く大きくしなやかだった,,,,"Nov 1, 2025 1:06 pm",https://twitter.com/mintozuku,辰野音子,CC BY-NC-ND 4.0
窮屈な輪郭線を持っていてはみ出して塗る塗るはみ出して,,,,"Oct 31, 2025 7:39 am",https://twitter.com/takosan_kcr,たこの粥,CC BY-NC-ND 4.0
鳴き砂は今でもちゃんと鳴けますか諦めたりはしていませんか,『旅』NHK短歌テキスト掲載,,,"Nov 2, 2025 6:38 am",https://twitter.com/umi_tsukitokage,ツキミサキ,CC BY-NC-ND 4.0
玉ねぎの芯をひっそり手で落としまるい空虚な円だけだった,,,,"Nov 1, 2025 2:08 pm",https://twitter.com/nuttarifan,乃木ひかり,CC BY-NC-ND 4.0
正直に生きていたなら今頃は職場目がけて放つミサイル,それくらい職場が嫌だということを歌にしてみました。,,,"Nov 5, 2025 1:17 am",https://twitter.com/tyrannos818181,さに。,CC BY-NC-ND 4.0
枕木で寝て（大丈夫）朝日降る頃にゃ帰るよ（たぶん）ああ音,,,,"Nov 2, 2025 6:15 pm",https://twitter.com/AisaiNyawo,藍彩にゃを,CC BY-NC-ND 4.0
割り切って前を向いてる友の手の割れない胡桃そっと受け取る,うたの庭10月22日「胡桃」,,,"Oct 31, 2025 5:46 pm",https://twitter.com/tsubaki4321,椿泰文,CC BY-NC-ND 4.0
フラスコの中で小さな雲を生む神様修行２限目のこと,,,,"Oct 31, 2025 10:58 pm",https://twitter.com/cotori_rin,琴里梨央,CC BY-NC-ND 4.0
いつかはと思い描いただけだったことばの野原にいま立っている,,,,"Nov 5, 2025 12:06 am",https://twitter.com/noni_tatsu_hako,野に立つ,CC BY-NC-ND 4.0
背表紙の高さ比べをする前のジェットコースタ魅力的なの,,,,"Oct 26, 2025 9:44 pm",https://twitter.com/kurui_kururu,不燃ゴミ,CC BY-NC-ND 4.0
天使っぽい女だったよ色白でヤニが切れたが口癖だった,,,,"Nov 1, 2025 8:19 pm",https://twitter.com/TEN_57577,てん,CC BY-NC-ND 4.0
えんえんと続くリノリウムの床で蛍光灯がぼくを誘う,,,,"Nov 1, 2025 2:08 pm",https://twitter.com/nuttarifan,乃木ひかり,CC BY-NC-ND 4.0
なせだろう 下一桁が９になるだけで世界がちょい焦りだす,◯９歳になっただけなのになぜか次のボーダーを意識してしまう。あと一年をどう過ごそうと焦り出すこの感じを歌にしてました。,,,"Nov 5, 2025 1:09 am",https://twitter.com/tyrannos818181,さに。,CC BY-NC-ND 4.0
おさな子は湯気を知らないからすべて煙と呼んで世界を燃やす,,,,"Nov 2, 2025 6:13 pm",https://twitter.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
鉛筆で書けていたなら このLINEたとえ跡でも「好き」を送りたい,「消しゴム」の題詠です。,,,"Nov 5, 2025 12:04 am",https://twitter.com/noni_tatsu_hako,野に立つ,CC BY-NC-ND 4.0
XLガラスの靴は履けなくて王子の元へはナイキで駆けてく,「かぼちゃ」の題詠です。,,,"Nov 5, 2025 12:05 am",https://twitter.com/noni_tatsu_hako,野に立つ,CC BY-NC-ND 4.0
見切り品熟した柿を凍らせる二十一時に鐘は鳴らない,,,,"Nov 2, 2025 10:55 pm",https://twitter.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
幸せはもっともっともっと欲しい青い小鳥は食い散らかされて,,,,"Oct 31, 2025 2:22 am",https://twitter.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
足もとがゆれるぐらつく雲の上たらった踊る体幹がある,,,,"Nov 4, 2025 8:51 pm",https://twitter.com/m_iya_o,水也,CC BY-NC-ND 4.0
さすがです　なにからなにまで　ありがたし　活きのいい海苔クリームパスタ,,,,"Nov 4, 2025 10:28 pm",https://twitter.com/finalkanidoumei,土佐ｱｳﾞｧﾝﾁｭｰﾙぱす汰,CC BY-NC-ND 4.0
こんなにも空気が軽いさんぽみち二歳になったきみが歩けば,,,,"Nov 5, 2025 1:54 am",https://twitter.com/okukasumi,奥　かすみ,CC BY-NC-ND 4.0
LED暖炉にフェイクの火は燃えて火傷をしない恋を選んだ,,,,"Oct 30, 2025 2:14 am",https://twitter.com/kijousan,宇井モナミ,CC BY-NC-ND 4.0
途切れない君の話を聞いている僕は肉屋のコロッケを手に,ラジオ石巻　第159回たんたか短歌(10月21日)　秀歌佳作,,,"Oct 31, 2025 5:48 pm",https://twitter.com/tsubaki4321,椿泰文,CC BY-NC-ND 4.0
ここにいてほしかっただけおばけにも都合があるよ星が鳴る夜,,,,"Nov 4, 2025 8:56 pm",https://twitter.com/m_iya_o,水也,CC BY-NC-ND 4.0
本当は帰りたかった二次会は「ハイ！」だけ参加ウルトラソウル,カラオケお題より。某グループのファンを公言しておきながら、別グループのネタで過去最高いいねをいただいてしまい、申し訳ないやらありがたいやら…。,,,"Oct 31, 2025 11:33 pm",https://twitter.com/irusousaku,アリタ別館,CC BY-NC-ND 4.0
サボテンは棘を落として食べるもの無傷のままで愛したかった,,,,"Nov 3, 2025 11:51 pm",https://twitter.com/d23705,北野白熊,CC BY-NC-ND 4.0
焼き肉で好きな部位はタンと言う君が私の舌をやわく食む,,,,"Nov 4, 2025 11:47 pm",https://twitter.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
清澄白河が恋敵じゃなくてよかったと白い手を繋ぐ,,,,"Nov 4, 2025 9:43 pm",https://twitter.com/@Tamonokidesu,戸倉田面木,CC BY-NC-ND 4.0
プリン・ア・ラ・モードを崩すそのときに背筋を駆けてく征服欲,,,,"Nov 1, 2025 8:20 pm",https://twitter.com/TEN_57577,てん,CC BY-NC-ND 4.0
生む痛みここにもありてサボテンの生え出す新芽肉から突然,,,,"Oct 31, 2025 5:30 pm",https://twitter.com/777gonuki,777,CC BY-NC-ND 4.0
ひび割れた青い絵の具はパレットで海になるのをただ待っている,,,,"Nov 5, 2025 12:55 am",https://twitter.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
だんだんとにぎやかになる旅ノート月末もまたふえる足跡,,,,"Oct 30, 2025 11:38 pm",https://twitter.com/blue_navy_color,青色紺色,CC BY-NC-ND 4.0
ああ、そうか。認知症って理が異なるだけで皺は同じだ,,,,"Oct 31, 2025 9:47 pm",https://twitter.com/@hijyouguchi_dot,非常口ドット,CC BY-NC-ND 4.0
異動する部下を誰より褒めているレモンのタネがグラスに沈む,,,,"Nov 5, 2025 12:56 am",https://twitter.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
夕暮れが海とかさなり平面で灯台　僕をみつけられない,,,,"Nov 4, 2025 9:43 pm",https://twitter.com/@Tamonokidesu,戸倉田面木,CC BY-NC-ND 4.0
すぐそばにいるはずですと占われそばにはいないあなたを想う,,,,"Nov 2, 2025 9:31 pm",https://twitter.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
ほどけないままがいいな知恵の輪もこの手のぬくみも次の季節も,,,,"Nov 3, 2025 10:11 pm",https://twitter.com/peak_0623,ﾎﾜｲﾄｱｽﾊﾟﾗ,CC BY-NC-ND 4.0
クリオネの群れ　わたしたちの心臓は透けて見えないからさわりたい,,,,"Nov 2, 2025 7:07 pm",https://twitter.com/sinachiku_no_yo,萎竹,CC BY-NC-ND 4.0
ドトールに朝も夜もいる人が街ゆく人をかき混ぜている,,,,"Nov 4, 2025 12:27 am",https://twitter.com/buumekonbutya,ume,CC BY-NC-ND 4.0
新聞を雑に可燃にぶち込んで臓器移植のカードに丸つけ,｢リサイクル｣のお題で詠んだ歌です。,,,"Nov 1, 2025 5:30 pm",https://twitter.com/mizuochi_tanka,水落 瑛,CC BY-NC-ND 4.0
ゴロゴロの癒しの波間漂って凪いだ水面を見届けて寝る,,,,"Nov 1, 2025 9:00 pm",https://twitter.com/yoimane_57577,よいまね,CC BY-NC-ND 4.0
愛情の押しつけだよな太陽にポカポカポカと殴られている,,,,"Nov 2, 2025 10:53 pm",https://twitter.com/teto_starlight,てと,CC BY-NC-ND 4.0
まだ悲しくなるのかどうかわからない話だからそこに座って,,,,"Nov 4, 2025 10:27 pm",https://twitter.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
因数に分解されて同じではないとこばかり際立っていく,,,,"Nov 1, 2025 8:17 am",https://twitter.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
見下ろした君のつむじにいつか見た桜の旋風を重ねる,,,,"Nov 3, 2025 9:44 am",https://twitter.com/SdkyvYNyii36997,たな,CC BY-NC-ND 4.0
怖いんだ あの熱狂も絶叫もいつか忘れて「過去」と呼ぶのが,熱狂たちを散々「過去」にしてしまった経験があり、今の熱狂もふと冷静になった時冷めた目で見る自分がいるかと思うと寂しくもなり怖くなる感覚を歌にしました,,,"Nov 5, 2025 1:13 am",https://twitter.com/tyrannos818181,さに。,CC BY-NC-ND 4.0
気持ち良くなるためだけに踏みつけた　放課後にひそむ大義名分,,,,"Nov 1, 2025 6:29 pm",https://twitter.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
テレビ前シャツ拾いして時まわす　上がる音量　揺れる洗濯機,,,,"Nov 4, 2025 2:44 pm",https://twitter.com/plympull,ぷりんぷる,CC BY-NC-ND 4.0
「ヘリウムに拐かされた風船の亡骸をまだ探しています」,,,,"Nov 3, 2025 5:03 pm",https://twitter.com/VxAkb34397,ぽかるぽかり,CC BY-NC-ND 4.0
検眼の気球に乗ってどこまでもいきたい視力0.02,,,,"Nov 4, 2025 6:19 pm",https://twitter.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
満月の夜は自分を褒めてみる空に大きな丸があるから,子どもを褒めない家庭育ちなもので、あまり褒められたことがなく自己肯定感が低めで大人になりました。ですから、自分で自分を褒めるようにしています。FM狛江「短歌と占いラジオ」という番組で、ご紹介いただきました。,,,"Nov 2, 2025 3:57 pm",https://twitter.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
目玉焼きこげあと少し箸でよせ不滅の朝を二人で分ける,,,,"Nov 4, 2025 2:43 pm",https://twitter.com/plympull,ぷりんぷる,CC BY-NC-ND 4.0
天使ならその角曲がり行きました意外と天国近いんですね,,,,"Nov 2, 2025 1:04 am",https://twitter.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
ぷすぷすと穴をあけられ落っこちたぼくらのふるさととしての夜空,,,,"Nov 2, 2025 3:28 pm",https://twitter.com/tsu6gi_hoshi,星つむぎ,CC BY-NC-ND 4.0
薄く開かれた扉の此方へ落ち切れない斜陽を犬が嗅ぐ,,,,"Nov 4, 2025 11:48 pm",https://twitter.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
9パーの缶チューハイで溺れたい夜の深さよおれをころせよ,,,,"Nov 1, 2025 1:48 am",https://twitter.com/nashiorringo,にいたかりんご,CC BY-NC-ND 4.0
リサイクルされずにいまだ竜のままであるいは人のままでいる骨,,,,"Nov 2, 2025 2:37 am",https://twitter.com/alen_ires,Sand Pawns,CC BY-NC-ND 4.0
どの花も国ごとに違う花言葉　私　どこでも咲けると思う,,,,"Nov 4, 2025 8:11 pm",https://twitter.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
ラーメンをトマトと注文するように初めてよんだ友の新姓,,,,"Nov 5, 2025 1:54 am",https://twitter.com/okukasumi,奥　かすみ,CC BY-NC-ND 4.0
日常は笑えぬコントばかりあり効果音すら鳴らずに終わる,ドリフのコントのようにオチがつくわけでも無く笑えない悲しい現実もコントのように見えてしまったという一首です,,,"Nov 5, 2025 1:15 am",https://twitter.com/tyrannos818181,さに。,CC BY-NC-ND 4.0
一日の終わりに皿は呆気なく割れて明日のゴングを鳴らす,,,,"Nov 2, 2025 4:09 pm",https://twitter.com/Linon_non,りのん,CC BY-NC-ND 4.0
妊活がうまくいかない真夜中に剥いた種無しブドウの赤み,,,,"Nov 2, 2025 9:32 am",https://twitter.com/mskpompomfuwa23,まさけ,CC BY-NC-ND 4.0
白鳥のみずうみ踊る指先でつまんでティッシュを鼻へ丸める,,,,"Nov 1, 2025 8:54 pm",https://twitter.com/nuts722,natsuko,CC BY-NC-ND 4.0
こどものころからあんまり長生きをしない気がして洗濯機、渦,,,,"Oct 29, 2025 9:13 pm",https://twitter.com/MeFuchsia,綿鍋和智子,CC BY-NC-ND 4.0
熱心なウサギに勧誘されましてお餅をつきに来たんですけど,,,,"Nov 4, 2025 5:50 pm",https://twitter.com/umefufum,梅ふふむ,CC BY-NC-ND 4.0
大きめの犬がわたしに駆け寄って愛はけっこう激しめにくる,,,,"Nov 1, 2025 5:37 pm",https://twitter.com/kikura_ge,キクラゲ,CC BY-NC-ND 4.0
雨になる雨となみだになる雨とどうせ混ざってしまう日だった,,,,"Nov 4, 2025 11:31 pm",https://twitter.com/aonosaku31,青野 朔,CC BY-NC-ND 4.0
寄生する言葉は人の脆弱な心に座り日々を蝕む,,,,"Oct 31, 2025 1:26 pm",https://twitter.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
金継ぎの皿を母さん慈しむ私の欠けは認めぬままに,,,,"Nov 1, 2025 8:21 pm",https://twitter.com/TEN_57577,てん,CC BY-NC-ND 4.0
線を引く場所が1本違ったねゴールに君の姿はなくて,あみだくじお題より。あみだくじ始める前に、1本線を書き加えてから始めるのは共通ルールなのでしょうか…？,,,"Oct 31, 2025 11:27 pm",https://twitter.com/irusousaku,アリタ別館,CC BY-NC-ND 4.0
金木犀やさしいままでいたかった小さな星を掬うみたいに,,,,"Nov 2, 2025 7:05 pm",https://twitter.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
母鳥に抱かれたように目を閉じた路上の雛をタイヤが潰す,,,,"Nov 3, 2025 5:00 pm",https://twitter.com/VxAkb34397,ぽかるぽかり,CC BY-NC-ND 4.0
カーテンを閉めれば朝も夜もなく私の繭となるワンルーム,,,,"Nov 2, 2025 4:08 pm",https://twitter.com/Linon_non,りのん,CC BY-NC-ND 4.0
ひとりでもちゃんと泣いててほしいからたまには雨を送っておくね,,,,"Nov 2, 2025 9:30 pm",https://twitter.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
無染みゆえ双翼と笑み美しく傍にある骸となりて,,,,"Nov 2, 2025 7:34 am",https://twitter.com/sizuru_ishi,石川静流,CC BY-NC-ND 4.0
狐火と九つの尾に魅せられて君も拐かされてみないか？,,,,"Nov 4, 2025 10:53 pm",https://twitter.com/junki_poem,須藤純貴,CC BY-NC-ND 4.0
この恋が私を不幸にしていてもポラリスみたく通知はひかる,,,,"Nov 1, 2025 1:48 am",https://twitter.com/nashiorringo,にいたかりんご,CC BY-NC-ND 4.0
勉強は大変ですか　食べられる星を在中させときますね,,,,"Nov 1, 2025 12:26 am",https://twitter.com/awoi_up20,あをい,CC BY-NC-ND 4.0
エクステをした少女の睫毛反りあがるピンクのリコリスハートの形,,,,"Nov 2, 2025 11:40 pm",https://twitter.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
ないものをねだらなかった幸福に気づいてしまうことの幸福,,,,"Nov 4, 2025 11:29 pm",https://twitter.com/inan_erotica,インアン,CC BY-NC-ND 4.0
爪も歯も持たぬ魚の声は泡　世界で一番やさしい音の,,,,"Nov 2, 2025 3:26 pm",https://twitter.com/tsu6gi_hoshi,星つむぎ,CC BY-NC-ND 4.0
やさしさと正しさの差が分からずにガンジス川はただそこにある,,,,"Nov 4, 2025 12:29 am",https://twitter.com/buumekonbutya,ume,CC BY-NC-ND 4.0
くちびるの赤をあなたに移す時暗闇に深く深く潜った,,,,"Oct 31, 2025 10:58 pm",https://twitter.com/cotori_rin,琴里梨央,CC BY-NC-ND 4.0
温もりが沁みて涙あふれ出しおでん今宵はいただけません,,,,"Oct 31, 2025 5:34 pm",https://twitter.com/777gonuki,777,CC BY-NC-ND 4.0
排煙の筒の向こうで恋人がたぶん笑顔で焼いている肉,,,,"Oct 31, 2025 11:30 am",https://twitter.com/kamedatakumi,亀田巧,CC BY-NC-ND 4.0
公園が枯れるシーンに降るひかり　いびつな螺旋を描いて羽根は,,,,"Nov 2, 2025 6:06 pm",https://twitter.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
あの町の片隅にある雑貨屋に失くした恋が売られているよ,,,,"Oct 31, 2025 7:53 pm",https://twitter.com/morning__calm,朝凪たまご,CC BY-NC-ND 4.0
掌と掌の隙間の小部屋　愛と平和の神様は住む,,,,"Nov 2, 2025 10:47 am",https://twitter.com/OkadaDouitsu,岡田道一,CC BY-NC-ND 4.0
落下傘おちてゆくのを留めます飛べなくなった蚕の糸で,,,,"Oct 31, 2025 7:41 am",https://twitter.com/takosan_kcr,たこの粥,CC BY-NC-ND 4.0
ポケットに胡桃をひとつ　春からは縁もゆかりも無いとこに住む,,,,"Nov 1, 2025 12:22 am",https://twitter.com/awoi_up20,あをい,CC BY-NC-ND 4.0
山羊の額短くすべらかなその場所に白墨で小さく✕を描く,,,,"Nov 4, 2025 11:37 pm",https://twitter.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
一寸先どころかここが闇だけどもやしのつもりで伸びてやるから,,,,"Nov 4, 2025 11:25 pm",https://twitter.com/aonosaku31,青野 朔,CC BY-NC-ND 4.0
おやすみを言える相手がいなくなり私は私に花束を買う,,,,"Oct 31, 2025 2:22 am",https://twitter.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
窓になりたかった　きみを連れ出さずきみに季節をおしえたかった,,,,"Oct 31, 2025 5:56 pm",https://twitter.com/iam_yukarigohan,ゆかりごはん,CC BY-NC-ND 4.0
わたくしの生まれる前のドラえもんまつりを録画していた父だ,,,,"Nov 1, 2025 6:39 am",https://twitter.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
目に見えて削れる月のわびしさを胸のあたりに棲まわせている,,,,"Nov 2, 2025 10:56 pm",https://twitter.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
形而下のあの子をいつも目で追ってた「好きだ」の三文字《みもじ》伝えられぬまま,形而下の初恋だったので、告白すればよかったと今でも後悔しています。,,,"Oct 31, 2025 7:02 am",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
滑舌が悪くコーラと言ったのにココア出てきた冬のマクドで,,,,"Nov 1, 2025 6:56 pm",https://twitter.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
さっき天国から還ってきたみたいな人を好きになるうたかたの夜,,,,"Nov 4, 2025 10:26 pm",https://twitter.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
段ボールしかない部屋で床に座り2人で食べた緑のたぬき,,,,"Nov 1, 2025 7:44 am",https://twitter.com/tanankatoru,田仲トオル,CC BY-NC-ND 4.0
君がまた電話で泣いてる自転車を臨時列車の代わりに出すよ,,,,"Nov 2, 2025 1:03 am",https://twitter.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
もういっかウサギは月と去ったけどホットケーキはうまく焼けたし,,,,"Oct 31, 2025 11:30 pm",https://twitter.com/irusousaku,アリタ別館,CC BY-NC-ND 4.0
陽だまりのベンチに腰かけお気に入りの本を開いてのんびり過ごす,,,,"Nov 2, 2025 10:01 pm",https://twitter.com/kazeki_mori,森風輝,CC BY-NC-ND 4.0
折り紙の手裏剣みたいに飛んできてシャツにとまったオオルリアゲハ,,,,"Oct 31, 2025 12:00 pm",https://twitter.com/kamedatakumi,亀田巧,CC BY-NC-ND 4.0
手首にはあなたの指が回されて右心室まで覗かれている,,,,"Nov 2, 2025 6:14 pm",https://twitter.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
植え込みに葛と藤とは絡みつき散歩の足をもつれさす雨,,,,"Oct 31, 2025 7:41 am",https://twitter.com/takosan_kcr,たこの粥,CC BY-NC-ND 4.0
発明の対価がなくて神さまはアップデートを放棄しました,,,,"Oct 31, 2025 12:35 pm",https://twitter.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
落とされた落ちた落としたどれなのか分からずシャツはベランダにいる,,,,"Nov 1, 2025 9:14 am",https://twitter.com/_05_maryo,井山カナ,CC BY-NC-ND 4.0
よろしくね、一夜限りの思い出に感謝を伝えホテル出発,ビジネスホテルを利用して帰る前に感謝の気持ちを言うようにしてるためそれを詠みました,,,"Nov 2, 2025 9:09 am",https://twitter.com/https://x.com/sta6251,すた6251,CC BY-NC-ND 4.0
眠らなきゃ　氷河期来るし風呂出たし遠い未来でまた会いましょう,,,,"Nov 1, 2025 5:39 pm",https://twitter.com/kikura_ge,キクラゲ,CC BY-NC-ND 4.0
ああ熱い　「救い」に定義され死んだ子に刺したピンスポットライト ,,,,"Nov 2, 2025 6:15 pm",https://twitter.com/AisaiNyawo,藍彩にゃを,CC BY-NC-ND 4.0
