content,title,author_comment,eiso_count,editor_memo,dummy,create_datetime,author_url,author,license
"纏ってる空気がそっと動いたらいつもの甘いにおいがわかる
だんだんと小さな点になってゆく振り向かないね僕はそのまま
君の名を呼べないくらい息切らし追いかけた空死にかけた僕
全力で五〇〇メートル走っても鼓動は平気なのにどうして
向かい合い君に口づけ割り込んで中に入れば絡ませてくる
ごめん汗ついちゃったよね半袖で腕を組んでも解かないんだ
手をつなぐ思ってたより大きくて何をされてもいい気にされる
どうしても抑えられない食べててももっともっとと餓鬼になってく
今日いい日だっだんだよねご機嫌なリズムで軽いステップ踏んで
忘れろと言われても無理君のことすべてが刻み込まれた記憶",僕はカラダで恋をする II,先月の「僕はカラダで恋をする」を、オノマトペなしで詠んだものです。要素の順番もそれぞれの歌の内容も違いますが、カラダの要素（部位）は同一の１０のパーツをモチーフにし、今回も自分の経験を交えた若い恋の経過のつもりです。,10,,,"Nov 1, 2025 1:46 am",https://twitter.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
"一、
はらはらと落つる銀杏に指を触れ君の不在を風が教へる

二、
マフラーをほどくしぐさに日のぬくみ少し残して君は笑へり

三、
林檎割る音のかなたに雪が降る言葉より先に寒さ届きぬ

四、
駅の灯の遠くに滲むきみの影いま会へぬこと花のやうな嘘

五、
秋雨の止み間に立てば息白く手紙の文字がにじむ夕暮れ

六、
金木犀もう匂はずに眠りたり触れずに君を思ふ夜長よ

七、
落葉踏むその音までも愛しけり忘れたくても季節はくるね

八、
指先に君のぬくもり残りたる湯気のむこうで冬がはじまる

九、
雪明かり窓に映りし二つ影もう片方は夢のほうにも

十、
春待てば君の手のひら思ひ出す霜の手紙はまだ胸の中",霜の手紙,,10,,,"Oct 30, 2025 11:28 am",https://twitter.com/azumino_marco,あづみのマルコ,CC BY-NC-ND 4.0
"天気雨みたいな蹉跌ベランダで洗濯バサミが粉々になる

出口などあるわけないと知っている　遠くで冷えていく券売機

たえまなく叫んでいるが真っ暗な裂け目が聲を吸い込んでいる　

さあ狂え、そして誰かの哀しみを引き受けられる下生えとなれ

またあした世界がずれたまま眠る　おやすみなさい告げる爆音",おやすみ世界,,5,,,"Oct 28, 2025 11:05 pm",https://twitter.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
"羊水を味わっていたころ僕はきっと誰にも負けやしなかった

夜行バス サービスエリアが楽しくて 次から新幹線に乗ろうか

月でなら十重跳びもできるかな？ 何秒おでこ、見えちゃうんだろ

花束に祝福される夢を見た そのとき私は花が咲いてた

何にでもなれる何でもない僕は無敵 第二次モラトリアム期

nevertheless ヘッドライトは頼りなくテールランプに溺れてしまう

オリオン座が見えると知った もう冬が、冬が僕らを引っ張っていく

さっき、ふと、宇宙人になりたくなって引きずり出した扇風機(強)

ワレワレハ ジツハ ユウメイジン ナノダ！ ヘクチッ ほらね、噂されてる

父親が免許を返納したらしい こどものままでこのままいたい",第二次モラトリアム期,,10,,,"Nov 4, 2025 9:16 pm",https://twitter.com/Fumi_Myoi,明井ふみ,CC BY-NC-ND 4.0
"滑走路固く広がる人工の隙間縁取る枯れ草に風
滑走路染み入る夕闇振り切って雲の上まだ秋の夕暮れ
高き雲低き雲とのその隙間 夕陽薄切り 西へ飛行機
一面の赤く広がる雲海へ飛行機とぷんと沈み込みゆく
街の灯の何百万と窓の外 何百万の生活の色
夕暮れを雲より上に置き去って街の光へ滑り込みゆく",フライト,帰省からの戻り、飛行機の窓から見えた光景です。夕方の時間帯で、窓からの夕暮れがきれいなフライトでした。機内でスマホに残したメモを骨格に、あとから推敲しました。,6,,,"Oct 30, 2025 11:31 pm",https://twitter.com/mizba,みずば,CC BY-NC-ND 4.0
"白積みの空がたわんで沈むとき底の青だけ息をはじめる
ミント味わたくしのふち噛みつぶしよそゆきの夜剥がして朝へ
なんだって点滅すれば駆けてゆく白い括弧へ横断歩道
if(auth)《イフオース》真なら{open}　分岐なし改札タッチ青を連れ込む
庫内灯つけっぱなしで扉しめタンザナイトの卵ふくらむ
飲みかけの缶が集める雫たち　冷静のみが流せる涙
ルーターの不整点滅静脈をふくらませてるキープアライブ
痕跡の青肉体の藍リバースやらかした夜既読確認
霧雨の灰を纏えばデニム色　納得しない「はい」も時には
縮尺は1：未来 (暫定値) 意義はなくともブループリント
保冷剤舌触りまでなめらかで食べられません食べられません
泣くなって言われてブルースクリーン白文字だけで般若心経
アイシテル三度を寝かせ憂い音ベンドの果てで愛こぼれだす", syoudou ,,13,,,"Oct 31, 2025 1:06 pm",https://twitter.com/plympull,ぷりんぷる,CC BY-NC-ND 4.0
"衝撃は何度も走る　夏の日の狙撃事件の映像見れば
スケジュール変更だとか色々と気になる点を繋ぎ合わせて
犯人は背後から撃つ、発砲の音と煙で騒然となる
正面の襟が大きく揺れ動き倒れる背後からではなくて
死に至る経緯が県警発表と病院とでは異なっていた
報道はオオカミ少年なんだけど、SNSも怪しすぎるし
陰謀と言われればそう、算数のようにすっきりしていないから
犯人が犯人役をさせられていたらどうする？そのままにする？
この世には見えない力が蠢いて、この事件とは無関係でも
わからないことだらけでも真相は息をしている息をしている",真相は息をしている,この連作は現実の出来事を題材にした疑問や想像の中でのフィクションです,10,,,"Nov 3, 2025 5:45 pm",https://twitter.com/l0vemash,真朱,CC BY-NC-ND 4.0
"下り坂チャリのブレーキ壊れてて進行形のメメントモリじゃあ
あきらめたつもりはなくて午前二時急に腕立て始めてみたり
現実を見ろよだなんて言うやつの脳天パイプ椅子でバゴーン
はちゃめちゃが押し寄せてきてさあ大変それよりぼくと踊りませんか
欲望をフルスイングでたれ流すまるで札束風呂の広告
負けイベの確定してるゲームならテーブルひっくり返しちゃおうぜ
ああこれが走馬燈なら逆向きに回して何度でもポリリズム
現実がクソすぎるからキャンバスにドラマティックな夢を描くよ
ハンドルがえぐい角度に曲がっても覚悟しとけよおれは生きてる",ドラマティックドリーム,,9,,,"Nov 4, 2025 11:40 pm",https://twitter.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
"電車にて忍者みたいにビルを飛ぶ　車窓の夢想しゃがれた車掌

見やへん子　この子どこの子　まいごの子　けっこいこの子　のこのここねこ

もちづきを　もちづきさんと　もちあげる　もちつきしては　もちかえるもち

ふくよかと脂肪を志望でごまかし欲望暴走野望の亡霊

蛍光の毛糸軽快　警察の携帯時計　形式八景",車庫もち忘形,韻を踏みました。,5,,,"Nov 4, 2025 9:55 pm",https://twitter.com/finalkanidoumei,土佐ｱｳﾞｧﾝﾁｭｰﾙぱす汰,CC BY-NC-ND 4.0
"「ごらん、あれが世界三大がっかり」と指をさすひとを見ぬ人魚姫

海風に体感温度は氷点下６度はざらですほぼ全裸です

泡と銅、どっちがましかと聞かれたら迷わず泡って答えてたけど

声を捨て男に捨てられ全身を真っ赤に塗られて罰ゲームかよ

買い取って欲しかったのにディズニーにハッピーエンドで終わりたいのに

小一女児並の体躯の人魚姫今日もぼっちで海を見つめる",人魚姫,人魚姫の像、可哀想だな〜と思って詠んだ連作です。,6,,,"Nov 4, 2025 1:57 am",https://twitter.com/OnakaSuiTanka,小仲翠太,CC BY-NC-ND 4.0
"神鳴りを鳴らすは誰とがらんどう覗けば嗤う神無月の夜

天の父大地の母が見つめ合う触れもできぬが爆ぜるシナプス

真っ黒な紙に光をちりばめて思い出してる雷の音

光っても私の姿写せない影も雨との境界捨てた

明け方の雷雲をひとかじり　微睡み　薄い　コークハイ　ぱちっ

木星の雷の色知りたいか？グリーンバックの神がのたまう

悪役になるしかなかったそのかわり手にしたスキル雷・竜化

喉鳴らし天の檻から品定め落ちた光に　アァミツカッタ

光ったね音届くまで2秒弱そろそろ打つか終止符ひとつ

カミサマになれなかったモノたちの一夜の宴　雷・la・雷・lala
",らいららいらら,,10,,,"Oct 27, 2025 11:38 pm",https://twitter.com/irusousaku,アリタ別館,CC BY-NC-ND 4.0
"やめるなら今が潮時いつもいつもそう囁いてうつむくトーキョー
ペルソナはもういらないと突きつけてあなたが去った最後のトーキョー
唱えれば帰れるのかなトーキョーにジャイロコンパス壊れて彷徨う
トーキョーが東京だった頃この星は地球と呼ばれヒト族がいた
キュビズムのトーキョーいつしか嗄《しわが》れて世界の無意識貪る晩鴉《ばんあ》
暮れなずむトーキョーのソラあやふくてワタシもそろそろ限界ですね",トーキョー,,6,,,"Nov 2, 2025 11:45 pm",https://twitter.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
"疲れかな梨を噛むたび毛先までいや冥王星まで染みわたる
原色を取り戻すまでドアのないモンドリアンの間取りに暮らす
ほんとうにいつものことかな出世魚いつものことがつみかさなれば
アーモンドフィッシュもぐってアーモンドフィッシュわたしの銃弾になれ
天井にたまった泡に泡を吐く転覆病の金魚のように
録音をすると違うしほんとうのわたしの声はわたしだけ聴く
顔があるのは変だよな木枯らしにしばらく顔をなでまわされる
歩くなら靴の左右を固結びしていた紐を結び直そう
傷はなくただ水がある湖をまわるみたいに長く話した
カントリーマアムの小さいやつは海？山？川？空？に放してあげて
手を握りかえさずきみの喉を打つダイヤモンドが輝く手刀
さよならがひらひら落ちてベランダにカラスの羽根が読点を打つ",ふたつでひとつならばほどいて,,12,,,"Oct 28, 2025 4:13 am",https://twitter.com/hakootokobook,白雨冬子,CC BY-NC-ND 4.0
"信長を討ち取りに行くゲーム挑み死ぬほど辛く即返り討ち
上顎へ金具埋め込む麻酔なき口腔外科の神の采配
知り合いが親銃で撃つ光景に三日はカウンセラーだけ見る
酷な目に遭うのが趣味のバンドから酷を煮詰めたビデオ見せられ
学校で子供らの出す算数が解けず心と教室壊す
田舎まで武装組織が乱入し撃退されてめでたしめでたし
大統領、競馬見ようとアメリカへ！行ったんだけど帰れないけど
温泉行きサスペンス物の背景の人役要は何もしてない",十月に見た夢,十月に見た夢を順不同に羅列したもの,8,,,"Nov 2, 2025 4:26 pm",https://twitter.com/mujowkan800,無常観装置,CC BY-NC-ND 4.0
"逆光がわぁとはじける昼休みたし算よりもひき算がすき

まっすぐに進めば視聴覚室でそこはひかりがささない湿地

リノリウムひんやりとする友達はあかるい方へ走っていった

幾千の蛹の呼吸音に触れ記憶の底へ置いてきた春

巻き戻す/早送りする/巻き戻す　ぜんぶわたしの手のひらにある

ポップコーンみたいなにおいのするひかり　みんな揃って笑ってよ　ねえ

湧き上がるように予鈴は鳴り響き気泡に戻る手順で次の

心臓のとびらを開けておとをきく　さざなみ　たぶん戻れないよね

階段の踊り場するりとすり抜ける風に混じってかすかにごめん
",ポップコーンみたいな,,9,,,"Nov 3, 2025 5:13 pm",https://twitter.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
"「ちきゅう」ってわたしが声に出すときの奇跡みたいな震えみたいな
空は空でも逆さまにひらかれた空ってなーんだ？　予感のはじまり
はるなつあきふゆ、はるなつあきふゆ、次にくる言葉にびっくりするよ、たとえば
dazzling scribbling　夢の中で誰かに髪を切ってもらった
かたちのないものを探して飛行船ゆらゆらゆらりてらてらりうむ
わたしの国へ帰っておいで　手のひらにオレンジ・パラシュートが降り注ぐ
そうやって巡り巡ってあしたには曇りのち晴れ、のち、なんだっけ？
漢字でできた花畑には花かんむりの漢字がたくさんあってうれしい
ふれればひかりになる　泡　つなぎとめておければいいなって思ってる
郵便しよう　わたしがここにいることを伝えたいなあってただそれだけで",flower dance,,10,,,"Oct 25, 2025 6:37 pm",https://twitter.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
"さんずいの漢字を拾いノートへと涙を全て蒐集するよう

温もりを貪り合った夜更けには吸血鬼にもなれた気がした

想い合うことも権利の濫用と言われてしまう日がくるかもね

日曜の別れ話をしたあとの「あったか〜い」を押す指は濡れてて

淋しさは共通言語のようでいてそれでも朝は皆それぞれで

常闇のシーラカンスは海底で時をせき止め続けたってさ、

三叉路の行く先をまだ決めきれず金木犀のすべて落ちるまで

公園の泥を握った無垢な手を挿げ替えて今パソコンを打つ

港では係留された船が揺れ　柄杓星にはなれない僕ら

憧れを憧れのまま終わらせる　白湯が水へと戻る瞬間",さんずい集め,"さんずいの漢字を一つずつ使って連作を作りました。
よろしくお願いします。",10,,,"Oct 15, 2025 12:27 am",https://twitter.com/smyd654,そうま,CC BY-NC-ND 4.0
"どれだけの人、足止めたかな朝の通勤ラッシュにかかった虹

ズレたままの時計すこし遅れてもいいときみが言うならそうする

残骸はビールとタバコ　コンビニで愛を求めて彷徨い歩く

朝になる数秒前の焼け落ちた世界は暗い　薄い赤と青

眩しくて太陽僕はヴァンパイアさっき飲んでたバーへ帰りたい

するするとベルトコンベアに飲まれて何気ない顔で仕事をこなす

西の空ノスタルジック地平線一番星を見つけて帰る",still go on,それでも日々は続いてくというものを自分なりに短歌にしてみました,7,,,"Nov 1, 2025 1:42 am",https://twitter.com/txT121omOV33333,美波有希,CC BY-NC-ND 4.0
"動けない時もあるからそうだよねたまには水を飲んでみようか
柔らかい意志にて今日も生存を続けてしまう絹ごし豆腐
柚子胡椒一生辛い気がしてる一生辛いはずがないのに
始まりがあって終わりがあったとて最期を想像できない食事
【臨時ニュース】本日の午後3時から漠然とした諦念が【デカい】
世の中にまともとまともじゃないという紐が伸びてて首とかしめてる
横たわり続ける部屋から見えるものあまりないから布団の匂い
サテライトオフィス「おさぼり満喫BAR」働かないという強い意志
タロットが反省しなくて良しと告げたので反省しないこととす",絹ごし豆腐は働かない,,9,,,"Nov 1, 2025 10:06 pm",https://twitter.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
"ドナドナのリズムで揺れる中央線　もしも翼があったのならば
世を忍ぶ仮の姿で朝八時　デーモン閣下の顔で出勤
明日には笑えるのかな？Ctrl + Zが効かない今を
箸のないコンビニ弁当開くときガンジーだったらキレないだろう
ついてないほんと最近ついてない　ここで一発ほん怖五字切り
舞い降りた銀のエンジェル4枚目　あと1枚で会社を辞める
モブキャラのスピンオフ回みたいな日　沈む夕陽はまるで涙目
グレープとグレープフルーツ　華金の僕は普段と全然違う
本物のビール片手に帰宅する足取りはあの満月のよう
ミニモニ。の「。」の部分を担当しカスタネットを打ち鳴らす夜",モブキャラのスピンオフ,,10,,,"Nov 2, 2025 3:36 pm",https://twitter.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
"上巻に続きがあると知らぬまま妹がゆくラジオ体操

空蝉のブローチ付けて揚々と進む歩幅に向日葵は咲く

宿題をせずに乗り切る方法を考えている自由研究

遠くから来たひと夏の友達は汚れるからと土に触れない

金魚ってこんなにでかくなるんだね　十三の時止まった背丈",ひと夏,,5,,,"Nov 3, 2025 11:55 pm",https://twitter.com/d23705,北野白熊,CC BY-NC-ND 4.0
"初めての ライヴにて知るゴスロリに 落雷を受け ロリィタ目指す
「かわいくない」私を服で「かわいい」に 無理矢理上げる 自己肯定感
月日経ち 老いた私は「かわいくない」 「綺麗」を目指す アラフィフ間近
「ロリ服は乙女の為の戦闘服」かつての敵は何だったのか
今の敵 ロリィタ服の為の外見 歳には勝てず美容に課金
もう少し 遅く生まれていたらとも これで良いともどちらも本音
自己評価 常にマイナス値の私でも ロリ服が好きロリ服着たい
結局は「何を言われても折れぬ心」自分に恥じぬ自分になりたい",ロリィタ短歌,私は可愛くなく、自己肯定できない中、ロリ服に出会い、これを着たら「かわいい私」になって自分を好きになれるのではないかと思ってロリ服を着始めました。すぐに、服そのものが好きで仕方が無くなりましたが、40歳を超えて、50歳が見えて来て、「年相応」「着たい作品」「引退」などに悩まされる日々となりました。可愛いor格好いいオバちゃんお婆ちゃんを目指して日々頑張っています。ロリィタの短歌の本を出してみたいです。,8,,,"Nov 4, 2025 11:06 am",https://twitter.com/@felicid_no_moon,真言,CC BY-NC-ND 4.0
"むらさきの雲のむこうに熟れすぎた柿を浮かべて開くサードアイ
もぎとる　ひとつになろう今がその時だってときにそっと教えて
ゆうれいの尻尾ねじれて夜明けまで猛犬注意みたいなかんじ
ゆめおきば　小学校のとき遊んでたねりけしにまだヴァニラが香る
隣人のベッドの匂いをえいえんに知れないだろうぼくらの船出
感情が動いてないと知っているときの涙のきみどりいろは
絡みあう煙のむこう秋空は超自然的にねばついてゆく
家並みにへこむようにある公園と道の境い目ただ枯れてゆく
美術的おばさんにたゆたう時間によりそうように暮れる街並み
しぐるるやあのおそろしい犬たちの骨まで濡らせ　秋のまたたき",秋は通りすぎるように,,10,,,"Nov 4, 2025 6:43 pm",https://twitter.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
"ああいやだ みぎもひだりも 声がでかい 誰もが正義を 名乗りやがる
あたらしい あさをしずかに むかえたい わめくテレビを そっと消したよ
さくばんの LINEのよいん のこる朝 きょうもかのじょが 笑えますように
文字じゃなく 声がききたい 会ってみたい はやるこころを おさえこむ朝
形而上の いまのおもいを つたえたい そして形而下の れんあいをしたい
けいじじょうの あの子はおとなび はかなげで いきいそいだか いまはもういない
けいじかの あの子をいつも 目でおってた 「すきだ」の三文字《みもじ》 つたえられぬまま
だれそれが そうしそうあいだ そんなうわさが あるともしらずに すごした中学
昔ぼくは あるおんがくかに 恋をした 彼女は拒絶 ぼくはこわれた
ふあんでも かすかな光 見つけたよ せいいっぱいの かのじょのつぶやき
けさもまた かのじょのつぶやき 気にしてる ほんとうはじかに ささえたいのに
はんせいする かのじょをみてると つらくなる できなかったじゃ なくて決めたんだよ
どこまでも かのじょは自分を せめてしまう 僕をなじって くれてもいいのに
つきものが 落ちたかのように じょうぜつに かのじょはむりを してはいないか
かたほうだけ てぶくろなくす 悲しさは かのじょを想う つらさににてる
かのじょのこと 考えるだけで ふあんになる ぼくにはぼくの もんだいあるのに
おとこなんて そんだと思う ときもある おとこはそんなに つよくはないよ
すきという かんじょうばかり 押しつけて きずつけてしまう しっぱいはするまい
せかいへと 数多のまど《Windows》が ひらかれた けれどもかのじょの まどはいずこに
すこしだけ かのじょのまどが ひらいたよ 明るいひざし さしこめといのる
けいじかの 子とおなじ名の かのじょに恋 ぐうぜんにしては できすぎている ",かのじょのまどをさがして,"かのじょのまどを、ただ見つめてきた。
ときどき閉じ、ときどき光がさす。
その明暗のなかでも、僕もまた変わっていった。
ほんの少しでも、あたたかい風が届けばと思う。
※AIとは主に推敲と構成について協働しました。",21,,,"Oct 30, 2025 7:01 am",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
"金を出せ！ってバイキングのコントかよまたスベってる本部指示

なだめるも遠慮知らずの十時前パート四名の愚痴は止まらず

空きフックナイフに見立て突き出せばいつも通りの「少々お待ちください」

「本当に押さないでよ」と念押すも「それは押せってことですか？」

「臨場感足りないわね」と引ったくる西山くんのフルフェイス

「ナイフよりピストルでしょ」槇さんまでラックに揺れる茶色いハンガー

もはやこれ強盗犯というよりも下着泥棒なんて日だ！

「金を出せ！」「えっ何ですか？聞こえない」そういうことね勉強になる

「パーン！」「ひいっ！」空調切り裂く破裂音ハンガー先に煙は立たぬ

モールからひょこっと覗くサンタ帽ハンドポンプを軽くかかげて

ポコポコと反撃開始「撃ったわね！」ならばこちらも腹くくるまで

「金渡せ！」「聞こえないわね！」「早くしろ！」「警備押して！」「絶対押すなよ！」

息切らし駆け込む新入り栞ちゃんポトリこぼれるナイキのトート

こだまする絶叫の果てこだまする館内彩る十時のしらべ

これがKOコントならたぶん準決敗退濃厚さあ働こう
",防犯訓練,,15,,,"Oct 19, 2025 12:43 am",https://twitter.com/suu_0421,すぅ,CC BY-NC-ND 4.0
"帰りたい家にいるのに叫ぶ声杖もないまま歩き続ける
「はよはよ」と急かし続ける声がする「早く助けて」心の声が
食べることを忘れたいつまでも「ありがとう」を欠かさないおばあさん
美味しいと喜んだその五分後に食べてないぞと怒鳴り散らされ
言葉だと通じ合えないそれならば心で話す心は通じる
ああそうか認知症って理が異なるだけで皺は同じだ",認知症と人間,,6,,,"Nov 1, 2025 9:04 pm",https://twitter.com/@hijyouguchi_dot,非常口ドット,CC BY-NC-ND 4.0
