content,author_comment,editor_memo,dummy,create_datetime,author_url,author,license
冬空をコバルトブルーで描く君は小さな傷を刈り上げに持つ,,,,"Sep 30, 2025 5:26 am",https://x.com/sonatine_yuki,村川愉季,CC BY-NC-ND 4.0
アクリルの向こうのイルカこちら側君のおでこも遠い空色,,,,"Oct 4, 2025 7:19 pm",https://x.com/SdkyvYNyii36997,たな,CC BY-NC-ND 4.0
目に見えぬ双子の星の片割れが死んでいるかもしれない夜空,,,,"Oct 3, 2025 8:47 pm",https://x.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
下弦でも隠れる月の裏側もふちどるような紺碧の空,,,,"Oct 3, 2025 7:30 pm",https://x.com/117no_uta,シモツキナナカ,CC BY-NC-ND 4.0
絵空から切り取る「ずっと好きでいた」上あご裏でうす皮になる,,,,"Oct 6, 2025 6:49 am",https://x.com/plympull,ぷりんぷる,CC BY-NC-ND 4.0
この道で互いの熱と繋がりを確かめあった 今は空しか,,,,"Oct 6, 2025 4:30 pm",https://x.com/Aiyu_Myoi,明井愛結,CC BY-NC-ND 4.0
寄り添った空と海とに嫉妬してむくむくふくらんだ積乱雲,,,,"Oct 7, 2025 2:23 am",https://x.com/OnakaSuiTanka,小仲翠太,CC BY-NC-ND 4.0
空っぽと空と空気と空き部屋とあなたにあげる自由をあげる,,,,"Oct 1, 2025 3:05 am",https://x.com/daigakuimo3717,山野たみ,CC BY-NC-ND 4.0
でも空はこんな時でもただそこに在るだけだけどそれでいいんだ,,,,"Oct 6, 2025 1:14 am",https://x.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
晴れすぎた空は光の針を持つ雲よ私を守ってほしい,,,,"Oct 2, 2025 3:11 am",https://x.com/daigakuimo3717,山野たみ,CC BY-NC-ND 4.0
獣道すらない空に分け入って飛行機雲が直線を引く,,,,"Oct 6, 2025 12:11 am",https://x.com/mintozuku,辰野音子,CC BY-NC-ND 4.0
漆黒の空に白みが混ざりゆくまでこのスマホを手から離せず,,,,"Oct 3, 2025 10:53 pm",https://x.com/short_poem0505,あだむ,CC BY-NC-ND 4.0
空を見て不安になるの綺麗でも対称じゃない非対称なの,漢字『空』をみてて左右対称ぽくて安心できるようでよくみるとハネとかの左右非対称なのが怖い、対称なら毎日同じように変わらずに過ぎる的な感じだけど、非対称＝毎日同じではないって感じる,,,"Sep 25, 2025 6:54 pm",https://x.com/https://x.com/sta6251,すた6251,CC BY-NC-ND 4.0
空を見て特になんとも思わずに髪を切った君に少し触れる,,,,"Oct 1, 2025 9:34 pm",https://x.com/kikura_ge,キクラゲ,CC BY-NC-ND 4.0
空っぽのココロを埋めるためにまたSNSから文字を貪る,Twitter中毒です。LINEも始めてしまいました。,,,"Oct 3, 2025 2:31 pm",https://x.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
空と雲、虹まで映しそんなんじゃ海だとバレちゃうぞ水たまり,,,,"Oct 3, 2025 9:45 pm",https://x.com/hakka_kinoko,ベーグル,CC BY-NC-ND 4.0
ほんとうはなんにもなくてここからが「空」と勝手に青色を塗る,,,,"Oct 2, 2025 5:48 pm",https://x.com/l0vemash,真朱,CC BY-NC-ND 4.0
首都高と同じカーブを呈すよう夜に傾く空の三日月,,,,"Sep 26, 2025 6:04 pm",https://x.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
みづうみが映しだす青ふれられる空はいつも壊れやすいね,,,,"Sep 18, 2025 12:46 am",https://x.com/hntj__66__,ひなつじ羊,CC BY-NC-ND 4.0
広くない大きくもない青くない空を見ていたふたりはいない,,,,"Sep 19, 2025 7:55 am",https://x.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
果てしない空を眺める指先の触れ合う距離に並んでふたり,,,,"Sep 27, 2025 10:30 pm",https://x.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
沖に数多の天使のはしごが降りている今朝引き上げた魚たちのために,曇りだったのが急に裂け目が出てきて陽が当たる様子がうつくしかったです。,,,"Sep 30, 2025 8:25 am",https://x.com/FyOj742,フラ子,CC BY-NC-ND 4.0
君と僕二人の間に空いた距離宇宙としまして量子もつれ,その距離をも絶対の繋がりとする。,,,"Oct 6, 2025 11:15 pm",https://x.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
この距離であなたの空を見せられて私はそこでうまく飛びたい,,,,"Oct 4, 2025 8:02 pm",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
パーソナル・スカイ　あなたの画用紙を青い絵の具で満たし続ける,,,,"Oct 5, 2025 12:24 pm",,yohei,CC BY-NC-ND 4.0
空欄が目立つ答案用紙です人生という名のこのテスト,,,,"Oct 6, 2025 1:02 am",https://x.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
空色のワンピース着てスキップをすると虹色見える気がして,,,,"Oct 3, 2025 12:23 am",https://x.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
鍵盤がたりないくらい知ってるよそれでも空をおとに変えたい,,,,"Oct 5, 2025 12:15 am",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
青空に論破されてる雲たちが感情論で零す霧雨,,,,"Sep 27, 2025 2:17 pm",https://x.com/kitakitsune77,北狐,CC BY-NC-ND 4.0
目の奥に残り続けるさみしげな青空のこと喇叭の響く,,,,"Oct 2, 2025 9:01 pm",https://x.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
まだ遠くもっと遠くへ行けるからここはアナザースカイじゃねえぞ,,,,"Sep 29, 2025 9:54 pm",https://x.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
暦過ぎ青空昼の月は照り暮れに手渡す秋の長夜を,真昼に中天に浮かぶ月は夜には沈んでしまいます。雲ひとつない晴天の中浮かぶ真昼の月を見て、つるべ落としの暗い秋の夜を思うのでした。,,,"Oct 1, 2025 3:04 am",https://x.com/@aca_tabby,眠る金魚,CC BY-NC-ND 4.0
空っぽだ財布は空だ虚空を見、心も空にお腹も空に,漢字の空をそらとだけ読まずに作ってみました。わたしの財布は本当は空ではないので大丈夫です,,,"Sep 24, 2025 10:39 am",https://x.com/https://x.com/sta6251,すた6251,CC BY-NC-ND 4.0
ムクドリの制空権を握りをり人の子のゆく道の真白く,電線の下。,,,"Oct 6, 2025 12:22 am",https://x.com/misosarasenryu,鯖虎,CC BY-NC-ND 4.0
空見上げ愉快な雲を探しゆき好きな形にちきっては喰らう,,,,"Oct 4, 2025 10:32 pm",,悲しみ,CC BY-NC-ND 4.0
大都会回遊してる空車たちコンビニのレジあくび三回,,,,"Oct 2, 2025 9:02 am",https://x.com/3404_g_,稲井亮太,CC BY-NC-ND 4.0
何もかも浮かべる空にただひとつ沈むものあり、祖母のため息,,,,"Oct 3, 2025 2:44 pm",https://x.com/plympull,ぷりんぷる,CC BY-NC-ND 4.0
