content,title,author_comment,eiso_count,editor_memo,create_datetime,author_url,author,license
"自チームの予告先発ピッチャーは４回まではいつだって神
今日こそは勝ちをつけろと祈りこめ外野席にてラッパ鳴り出す
丸薬のシートみたいに並ぶゼロ１シート分もう出来上がる
味方さえ想像しない時にだけキャッチャーが打つソロホームラン
「ビールでは水分補給になりません」５杯目を買うおじさんと聞く
７回の表球団歌が鳴っていつもビジョンに映る友達
６番が四球を選ぶ僕たちの喉に明日の余力などない
神様は時に優しい伝説の代打満塁ホームランとか
ガラガラになる球場の片隅でヒーローの名を何回も呼ぶ
海風を背に駅まではビジターのユニフォーム着て堂々歩く",７月のデーゲーム,,10,,"Jun 15, 2025 10:50 am",https://x.com/Linon_non,りのん,CC BY-NC-ND 4.0
"初恋は中学の頃で二つあり 形而上のひとと形而下のひと
初夏《はつなつ》を駆けるあの子を捉えたり 放送室のビデオカメラは
初恋のひとは既に逝きたるを知る 同窓会は色を失った
若き日に恋い煩いし音楽家《かのひと》に贈りしLILIUM《しらゆり》の棘は抜けぬままに
恋愛成就経験のない僕は 別れも知らぬ無敵の人である
",成就せぬ恋,"恋愛が成就しないまま50をとうに越えました。失恋（こちらの一方的なものですが）してもなかなかそのひとを思い出にして手放すことができない人間の性《さが》です。
※２，3，5首目は「恋愛短歌同好会」にも投稿しています。",5,,"Jun 1, 2025 9:05 am",https://x.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
"アイラインなんのためとかではなくて引いたらそれはスタートライン
平日の午前8時の容れ物に収納されて暗転します
朝礼の号令5回聞いたってまた来週が来るエンドレス
「好きなこと仕事にしてる」この辺じゃ聞いたことない（証言者A）
見かけなくなった彼らの星だけの地球と違う時間があって
（社会とは押し付けられた役割りをこなすことだよ）有休を取る
歯車はまわりつづけて読点のように眠った、陽が昇るまで",エンドレス、,,7,,"Jun 14, 2025 6:42 am",https://x.com/l0vemash,真朱,CC BY-NC-ND 4.0
"目に見えるものが全てと教わって雲の向こうで死んだ太陽
暗闇が暖かかった記憶なら母の体に置いてきました
分かったか分からないかが分からない ブルースリーは感じろと言う
ホントウノジブンとかいう珍獣を探しにたまに飛行機に乗る
もう推しよ代わりに生きてくれまいか養育費だと思う課金は
月曜の目覚ましが鳴る 脳みそで私が選んだ正しい朝の
キャンセルのできない生に欠かさずに水をやるようコップを洗う
6割は水分というわたくしの残りの部分で心臓は鳴る",Feeeel,,8,,"Jun 1, 2025 2:25 pm",https://x.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
"前のめるパンダの騎上から見える手摺りを歩く虫たちに夏 　　　　　
バレットジャーナルの後れ毛を追いながらさらさら暮らす　逆光の糸 
特別な虫を欲しがるこどもたち資本主義下のカードゲーマーとなれ 　
屈伸に夏のみどりが対流しシロツメクサがそのたび香る 　　　　　　
我々の知らない技術　しゃぼん玉こんなに強くなってしまって 　　　
恋人をボートにのせて父親のような顔した知らない人が 　　　　　　
生きている匂いがするね池に浮く花びらたちのパズル限りなく 　　　
あおあおと知らない歌を風に撒く　類想ありそう雑草で草 　　　　　
中空で羽虫がざわり立ちどまる　信号待ちのような面持ち 　　　　　
Bluetooth　川で拾ったルーン文字ゆびでなぞって祭礼のうた　　　　 
蜘蛛の巣を透かして川を見るときのおさえきれない光について 　　　
日曜の公園こわい　ともだちを捨てて捨ててきたわたしの画角",わたしの公園,,12,,"Jun 15, 2025 11:04 pm",https://x.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
"東京と言われたときに思い出す原風景はたぶん新宿
雑踏にも暗黙の了解があって希死念慮が顔を出す
東口、東南口にルミネ口　ダンジョンには北口だけない
ホスクラに行ってみたいな　修羅の夜　きみが沼ったルキに会いたい
お伊勢丹　貸切にして外商よ　コスメフロアの空気買わせて
ゴジラ見下ろす歌舞伎町　世界の誰かの家族写真にもゴジラ
アルタがなくなり、あそこはなんて呼ばれるの？　がらんどうのビルの前
トー横に並ぶコンカフェ女子の列　若く可愛くたくましい群れ
大久保公園より遠いネイル屋は頑なに新宿を名乗ってる
バリアンてパセラ系列なんだね　ハニトーで気づくラブホ女子会",新宿,新宿の雑多な空気感を出したいと思って詠んだ歌です。どこか猥雑な景色を思い浮かべていただけたら嬉しいです。,10,,"Jun 2, 2025 12:21 pm",https://x.com/nina_minaduki27,水無月ニナ,CC BY-NC-ND 4.0
"平日の県営バスはからっぽで市役所経由ディストピア行き
死にかけの商店街で流れてるオルゴールver.久保田利伸
どうせまた使い切れないジャガイモはバラ売りで買い割高になる
夕暮れに離着陸する飛行機を眺める人の多い地域だ
この街はだいじょうぶなのと尋ねれば目を逸らす西松屋のうさぎ
梅雨空の向日葵おろおろしてるけどちゃんと咲いててほんとに偉い
子どもらに輝く明日があるといい給食袋は蹴ってよろしい",市役所経由ディストピア行き,,7,,"Jun 15, 2025 8:19 pm",https://x.com/maomurataxyz,村田真央,CC BY-NC-ND 4.0
"人間の視点でいえば海原で眠るクルミは塩味である
はじめての家にはじめて夜がきてやっとベッドがぼくのになった
ぺとぺとり顔をつくって挨拶をする同じ顔で挨拶される
しないけどドアの隙間に差し込んだ光でアレを五回刺したい
泣いたのは玉ねぎのせい玉ねぎのせい玉ねぎのせい玉ねぎの
絶許 生まれたことも本意ではない がカレーはいつでもうまい
Wi-Fiはないけど音が生えてくる 風 水 光 虫 天使 にゃあ
会社にはアレらのために紫のレモンを置いた 夢だったから
だとしても息をしている だとすれば息していたい呼吸は祈り
神様の視点でいえば人間の一生はほぼ一瞬である",まにまに,,10,,"Jun 7, 2025 10:26 am",https://x.com/teto_starlight,てと,CC BY-NC-ND 4.0
"寸前の蛇口の雫に触れてみる爪先にもある微かな痛覚
墜落という降り方で雨が降る嵐になれず真っ直ぐに降る
病的な白色灯の明るさに薄っすらずっと冷えてる躰
霧雨の向こうに見える花だけが花だけがただ青みがかって
空色を顔に掛けられこの距離で初めて泣いていいと解った
河口には鳴き交わす鳥それぞれに渇いた魂の鋭いかたち
胸の巣にわたしの抱く迷い鳥傷付いた鳥また飛べる鳥
その傷は世界に触れるための傷　重たいドアのすぐ側の海
夏雲の産声聴けば遠景に水の循環、落涙を還す
それからの全ての夏の炎天に撒かれる水の眩しいカーブ",それは世界に触れるための傷,,10,,"Jun 5, 2025 9:43 am",https://x.com/nagikawase,川瀬十萠子,CC BY-NC-ND 4.0
"目の前に手を翳しても見えぬほどべたり漆黒がまとわりつく
同じもの見て生きていけない君と僕の正義はずいぶん違う
転んでも転んでもまた立ち上がる的なの僕に期待しないで
君といる世界は声が響きすぎ僕はいるべき場所、見失う
僕が行く道を遮るものはもう赤信号だけそれだけにして
永遠にさようなら僕らはいつのまにか二度と交わらない川",スタンス,自分の中でいつまでもくすぶっている感情を視覚化したいと思い作った連作です。,6,,"Jun 14, 2025 3:53 pm",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
"まずそこのコップでうがいしましょうか、上擦る声が取れてませんよ
ゆっくりと横になります。大丈夫、ここは断頭台じゃないです
歯並びがとても良いです、本数がニホンオオカミと同じ数です
レントゲン撮っていきます、致死量の地獄は最近浴びてませんか？
親知らずまだありますね。どうします？秘密は埋めたままにしますか？
ここを治療します。毎日削られる/いなくなる　どちらがいいですか
痛ければ手を上げて下さい。過去への麻酔はこれが上限ですよ
仕上げには化石を取ります。そうですよ、貴方半分なってましたよ
自宅でのケアは夜十一時過ぎ鏡を全て割って下さい
では次回ご予約は貴方が再度ここに繋がった時にしましょう",歯科治療,はじめて作った連作のため正解が分からなく試しに投稿してみました,10,,"Jun 14, 2025 4:21 pm",https://x.com/toDazaihu,枝香,CC BY-NC-ND 4.0
"明日には世界の寿命が尽きるらしい　冷蔵庫には昨日買った味噌

これだから神など信用出来ないと姉は多めにバター切り取る

かき氷今年に入ってからはまだ 陽炎ももう見られないのか

翌日の破滅より生活信じ職場へ向かった友が愛しい

丘陵で空に嵌った星を観る ぬるい風吹く終末前夜

幕切れの暁天を渚から眺め　理由《わけ》も分からず泣いてしまって

喧騒に遥かなる時積もりゆき かつての都に蔦の隆盛",まだここに在る世界から,,7,,"Jun 2, 2025 12:39 am",https://x.com/shimamoyou0,嶌靄,CC BY-NC-ND 4.0
"烏賊の甲喰い破る程獰猛な小鳥がわたしの手のなかにいて

誰ひとり知らぬ言葉で淀みなく世界の嘘を暴き続けた

空なんかしらない癖に飛び去って灼けつくような欠落、煙
",懐かない鳥,,3,,"Jun 5, 2025 11:04 pm",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
"君に似た香りの花を見繕い束ねて作る君の幻影
凝固した愛そのものの花束に今この胸は圧し潰される
散る花は可憐な程に残酷で国道染める鮮やかな赤
逆襟の君の手元に詩と眼鏡昨日も同じ寝顔をしてた
微笑んで詩を読みながら珈琲を嗜む君も白煙になる",花束と灰,愛する人への花束と、その花束が見た悲しい時間の一連を詠みました。,5,,"May 29, 2025 1:46 pm",https://x.com/_sa_you_tanka_,稗田 白湯.,CC BY-NC-ND 4.0
"「完璧な悲しみ」だったあの人が傘をさして立ってる姿は

「レインマン」人は得てしてすれ違う帳尻合わせに観てる映画

雨なんて無責任だと思ってたアナタが傘をくれた日までは

もう君は君を赦してあげていい紙飛行機は次の空へと",After the Rain,,4,,"Jun 15, 2025 11:28 pm",https://x.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
"いつだってうまい加減にいきません　布団が夜を呼ばないように
真夜中のキッチンライト見ててよね　こまったときのホットケーキよ
ホケミって圧縮はせずフルネーム呼びするささいな抵抗じみて
たこ焼き器みたいにみんな持ってんのそんなお手軽ハッピーの粉
割りきれず隙間にのぞく蜥蜴、ではなくてきちんと卵の黄身だ
卵殻膜　保湿成分うんぬんとR.Y.U.S.E.I.ひたすら鳴ったレジ先
室温に戻す気はない牛乳は三度に分けてああ入れすぎた
こびりつく卵の輪っかすぐ拭けば何にもなかったはずだったのに
モーターが震えるときの銀色のボウルと匂いの記憶　泡立つ
逆さまの気球みたいな泡立て器　粉は溜まって重みも増して
するほどの気概はないが、好奇心、ないけど生で食う人もいる、いた。
決められた正しい手順は消え去ってたったひとりの国産みのわざ
濡れ布巾しゅうっと鳴かせふかふかでつやつやだったあの子のやつは
いくつもの陸が生まれてふつふつと地固まるまで見つめ続けた
焦げつきも愛すよひとり大仰に愛をかたるよ深夜だからね
ただ流す流されていくへばりつく生地の残りに葦舟はない
器から知らず伝った小麦粉の液が含有してたさいわい
目的と手段が違う　できたての多幸感とか知らんふりをする
やらずにはいられない日も胃を満たすことよりもただひたすらに手を
今じゃなきゃだめじゃないことだけしたくそういう意味で今がそのとき
まちがいじゃなくするための儀式めくラップをかけて冷凍室へ
永遠でなくてもいいの　ただあすのあしたの先をいきのびたいの
夜というくくりの中にかろうじて残るねむりを朝がくるまで
ふかふかのかおりに満ちたキッチンの夜をおぼえておいて　消灯",キッチンライト,,24,,"Jun 4, 2025 12:33 am",https://x.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
"流れる血　繭の記憶を辿りつつくるぶし辺りで薄くかたまる
地下鉄の気流が翅を抜けてゆくわたしは今もやわらかすぎる
信号の青に翔び立つ衝動を靴の重さで鎮めて歩く
糠雨に滲むネオンの腐り香に吸い寄せられて合わない歩幅
鱗粉の砂時計　きみの残響は幾つの夜をすかせば視える？",mothman,,5,,"Jun 14, 2025 6:20 pm",https://x.com/shiraishipoppy,白石ポピー,CC BY-NC-ND 4.0
"三角を丸で囲って疑問系数字の順番そんなに大事？
珍しく登校時間が被った日嬉しい照れる変なとこない？
好きな人と音楽の趣味が似てなくてうれしいそこがそういうところが
ねえあのさ、弛んだ糸電話みたいに近づきすぎるとわかんないね
桃味は好きでケーキの桃は嫌いとかあの子と居るきみは嫌いとか
雨粒が泣き顔誤魔化すなんて嘘トイレで鏡見て泣き腫らして
ねぇ虹が8色だからこれは夢？なら君の手を握ってもいい？
第ニボタンない子に恋して勲章も何もないけどただ好きでした",似ているところ:性別,女の子に対する女の子の恋の気持ちを連作として編んでみました。似ているからこそ違いがわかって全然違うところが好きで嫌いで　という純粋な恋愛感情を編んだつもりです。よろしくお願いします。,8,,"Jun 4, 2025 5:05 pm",https://x.com/koromo_GuwuG,照屋衣,CC BY-NC-ND 4.0
"週末は動物園が良いという我が子はまるで子犬のように
入り口の「ようこそ」の字は塗り変わり何度でも出迎えてくれてる
食事中の子豚たちを眺めてはあれ美味しい？と聞く子の瞳
引っ張られガラスに近づく僕たちの前をペンギンすーいすいすーい
ひとやすみアイスクリーム頬張ってホッキョクグマと仲良しになる
ぬいぐるみ1匹そこに浮いているカコカコカコと貝割るラッコ
きりんきりん子は肩車されながらきりんだきりん指を伸ばして
ワニは歩く這いつくばって歩いてるワニワニ僕は子を抱きしめる
帰りつつ背負う小さな暖かさ今日は本当に楽しかったね",ワニワニ僕は子を抱きしめる,,9,,"Jun 15, 2025 12:05 am",https://x.com/_the_goldfish_,折戸みおこ,CC BY-NC-ND 4.0
