content,author,author_comment,author_url,create_datetime,license
口癖のように前世は人魚だと言う君のビーサンだけ残る,北乃銀猫,静かなじわぞくっとくる恐ろしさを表現してみたいと思い詠みました。,https://x.com/Silbernekatze_,2025/07/21 1:05:59,CC BY-NC-ND 4.0
多数決だけで決まった廃線にヒマワリは土をただ見つめてる,田面木擬き(たものきもどき),,https://x.com/Tamonokidesu,2025/07/21 3:38:44,CC BY-NC-ND 4.0
雨の日の撥水の花にふれていて雫のひとつが今、赤かった,Sand Pawns,,https://x.com/alen_ires,2025/07/21 21:12:00,CC BY-NC-ND 4.0
てのひらの　薄い板　一台で 知った気になる　世界の真実,詩の音色,,https://x.com/oto_wo_kanadete,2025/07/21 5:15:58,CC BY-NC-ND 4.0
嗚呼あぁぁッ  あああああァァッッ  あ、あ、あぁぁッ！？  振り返っては 　いけな、かった、のに！！,三笠山出月,,https://x.com/W4fOum0,2025/07/21 5:44:48,CC BY-NC-ND 4.0
日記帳誰に言うでもなく書いた 「死ね」連呼ページ褪せることなく,ダニ杉,,https://x.com/DB65166,2025/07/21 6:22:00,CC BY-NC-ND 4.0
吾子の声と間違える赤子の泣き声に 甦る、乳児育児の私ひとりの孤独に,フラ子,自分がだんだん怪物になるような焦燥感,https://x.com/FyOj742,2025/07/21 6:44:26,CC BY-NC-ND 4.0
葬式後 一人で寄った 喫茶店 二つ並べて 置かれたお冷,音耳聴き美,,https://x.com/otomimikikimi,2025/07/21 6:48:56,CC BY-NC-ND 4.0
呼ばれてさ 飛んで行った君の家 別の女と寝ていたけれど,じょうさん,彼氏と会うこと約束していて、呼ばれたから行ったのに、別の女がいたっていう恐ろしいお話,https://x.com/motosetugekka,2025/07/21 7:15:28,CC BY-NC-ND 4.0
昨夜ずっと繋いでた文字　その裏で誰とあなたは笑っていたの,クェーサー,,https://x.com/quasi_stellar6,2025/07/21 7:16:25,CC BY-NC-ND 4.0
道端の黒 3歩目で息を呑む 黒というより茶色の羽だ,麻数,恐ろしきものを詠みました,https://x.com/umberhemp,2025/07/21 7:31:52,CC BY-NC-ND 4.0
上手く嘘つく人々がトップなり政治家出るとホラー番組,ミミ,,https://x.com/None,2025/07/21 8:02:37,CC BY-NC-ND 4.0
夕暮れの のびる影追い 気がついた あの子のうしろに 何もないのは,陽気なねごと,真っ暗闇ではなく、なぜか夕暮れの川辺が頭に浮かびました。,https://x.com/negoto_y,2025/07/21 8:11:34,CC BY-NC-ND 4.0
歯ブラシのつもりの右手鏡には俺がぼんやり握るカミソリ,知久,歯ブラシとカミソリを間違えちゃったーという、ありがちな（？）怪談です。今まで読んだ怪談の中でこれが一番怖かったのでさの状況を読みました。,https://x.com/Chiku_tanka,2025/07/21 8:21:52,CC BY-NC-ND 4.0
村長の娘が昨夜、死にました。母さんたちは笑ってました。,こんなところにエビチリ,,https://x.com/konna_ebichiri,2025/07/21 8:41:32,CC BY-NC-ND 4.0
ひとを刺す　その動機ならだれにでも ひとつはあると　思った夜です,mikiの小部屋,通報しないで🖤,https://x.com/mikinokobeya,2025/07/21 8:56:20,CC BY-NC-ND 4.0
好きだからずっと一緒にいたいからあれやこれやと邪魔だったから,死んでるみたいに生きてる子,,https://x.com/shinderumitaini,2025/07/21 9:06:17,CC BY-NC-ND 4.0
昼起きて 家族がいないリビングに 置かれたラブホスタンプカード,カズアキ,もう30年ほど前のことですが恐ろし過ぎてその光景はよく覚えていてもその後どうなったのかどう謝ったのか全く記憶がありません,https://x.com/mori_ichiyou,2025/07/21 9:09:56,CC BY-NC-ND 4.0
何度目だ同じ老婆とすれ違う逢魔が時はいつ終わるんだ,左馬　要,怪談が好きです。,https://x.com/samayou_tanka,2025/07/21 9:17:54,CC BY-NC-ND 4.0
鳥の死よ、種は内臓掻い出でて首折り咲けば見えるだろうな,tanaka azusa,,https://x.com/azplanetaz,2025/07/21 9:46:26,CC BY-NC-ND 4.0
本当は 知ってはいけない 事でした 大人になって 気付く言えない,こう,,https://x.com/Ren701Z,2025/07/21 9:53:29,CC BY-NC-ND 4.0
足首を拐う黒水轟いてうねりも見えず喪月の海,霧山,,https://x.com/kiriyama96,2025/07/21 10:07:16,CC BY-NC-ND 4.0
A型と同じ割合投票に行かぬ波間の海水パンツ,天祐　実,A型は血液型のことです,https://x.com/br5_jrnori,2025/07/21 10:13:58,CC BY-NC-ND 4.0
たべた...だと？ のこしておいた マイぷりん きみにくらわす バルス！のことば,わたしはぼく,,https://x.com/wataboku4,2025/07/21 10:37:49,CC BY-NC-ND 4.0
夢を見た 君が私を刺した夢 なんで？覚めないし痛い 遺体,沖田すいな,君といたい。,https://x.com/okita_suina,2025/07/21 10:52:44,CC BY-NC-ND 4.0
災害は確かに怖い それよりも この世を染める一滴の憎悪,よいしょ上手の高木さん,人の世のトラブルは大小関係なく、一滴の憎悪から始まるものです。だから怖い。,https://x.com/Precure_Yoisho,2025/07/21 10:53:31,CC BY-NC-ND 4.0
君たちが静かになるまで50分無限の青春、有限の春,ひのきあさみ,,https://x.com/ASAHINOMI29,2025/07/21 11:02:27,CC BY-NC-ND 4.0
ねぇ誰が泣き叫べって言ったかな残りの指はあと九本だ,雨宮雨霧,,https://x.com/Amamiyaamaki,2025/07/21 11:02:46,CC BY-NC-ND 4.0
海に血を混ぜても血にはなりません。から始まった授業参観,ニャハハ猫,,https://x.com/Nyah_ahaaha,2025/07/21 11:51:54,CC BY-NC-ND 4.0
薄暗い納戸に眠る化粧台　覗いては駄目と母の遺言,木ノ下 朝陽,,https://x.com/KINOSHITA_Asahi,2025/07/21 19:43:54,CC BY-NC-ND 4.0
信長の元亀弐年の叡山の焼き討ちに黒焦げの人,ＨＮＫＡＧＡ（はんどるねーむかが）,織田信長の比叡山焼き討ちを詠みました。1571年9月、3万人を動員して比叡山を包囲し、延暦寺の堂塔伽藍を焼き払い、僧侶・婦女子・老人を含む多くの人々を殺害しました。,https://x.com/Sjjt4D,2025/07/21 12:39:35,CC BY-NC-ND 4.0
階段を踏み外す先あるものを見ずに目覚めてよかっただろか,有馬由真,,https://x.com/Yuma_Yuma___,2025/07/21 12:46:09,CC BY-NC-ND 4.0
頭の中で響くアナウンス 詠まなきゃ詠m あれ？感情は何処？,ika,趣味でやってる短歌なのに強迫観念に囚われる思いからですꕤ︎︎·͜·,https://x.com/nanimonaiyo222,2025/07/21 12:48:38,CC BY-NC-ND 4.0
明晰夢鳥居と鄙びたお社が夢に見るたび近付いてくる,藤瀬こうたろー,,https://x.com/kootarogo,2025/07/21 13:14:14,CC BY-NC-ND 4.0
下書きのままで発酵し続けるあの頃詠んだ短歌の欠片,茶葉,,https://x.com/chaba_tea1,2025/07/21 14:40:02,CC BY-NC-ND 4.0
落ち着いて聞いてくださいご主人はこれからずうっとお家にいます,木ノ宮むじな,,https://x.com/rebelxduck,2025/07/21 14:27:04,CC BY-NC-ND 4.0
ここ最近 和室の日本人形とずっと目が合う きっと気のせい,わたこ,,https://x.com/watako520,2025/07/21 14:30:39,CC BY-NC-ND 4.0
コーヒーを飲んで笑った君、死んじゃった凶器はナイフ知ってるよ,そば,句を多少入れ替えると「君、死んじゃった凶器はナイフ知ってるよコーヒーを飲んで笑った」となって雰囲気が変わりますが、おそらく評価されるものではないと自身で理解しているつもりです。,https://x.com/soba_tanka,2025/07/21 14:45:29,CC BY-NC-ND 4.0
1.心臓に死なない程度に包丁で所有者名義彫ってあげるね,照屋衣,,https://x.com/koromo_GuwuGzzz,2025/07/21 14:47:00,CC BY-NC-ND 4.0
真後ろの上司がメモを取っている わたしが電話でつっかえるたび,亜麻布みゆ,,https://x.com/amanumiyu,2025/07/21 14:55:03,CC BY-NC-ND 4.0
爪楊枝噛みつつPayPay準備してふと目に入る「現金のみです」,るーく,"何回かやってしまったことがあります。
店員さんに事情を説明して、近くのコンビニにお金を下ろしに走りました。",https://x.com/Luke_NandI,2025/07/21 15:43:46,CC BY-NC-ND 4.0
全員でわたしをダマすドッキリでわたし以外が慌て始める,宇祖田都子,,https://x.com/shinnsyutu2020,2025/07/21 15:46:09,CC BY-NC-ND 4.0
名も知らぬ虫の死骸にそっと置く呪いのことば　不幸であれと,大賀ミシン,,https://x.com/MishinOga,2025/07/21 15:46:16,CC BY-NC-ND 4.0
新世紀訪れたのも束の間で いつの間やらもう四半世紀,千陽,,https://x.com/Blue_Sky_SsViWe,2025/07/21 16:05:54,CC BY-NC-ND 4.0
散歩する園児の列が 誰もいない海に向かって 手を振っている,豆打だんす,,https://x.com/zunda_dansu,2025/07/21 16:43:53,CC BY-NC-ND 4.0
酒盛りで裏返しの朝スマホには知らない歌が五首詠まれている,ぺぺいん,日常ですね…朝はLINEとSNSチェックして昨夜の自分を探します。,https://x.com/tenmeiwoshiru1,2025/07/21 16:47:11,CC BY-NC-ND 4.0
誰にでも同じこと言うくせに刺すボーカルの返り血はミファドソ,曇天,,https://x.com/Donten_dondon,2025/07/21 17:21:37,CC BY-NC-ND 4.0
漠然と日記に〃を書き込んだ何も成せないちなみに大人,河鹿,,https://x.com/kazika0124,2025/07/21 17:40:43,CC BY-NC-ND 4.0
人を殺して得たぬくもりでさえも愛おしいのはどうしてだろう,高菜嘘,流れ出る血は、生きたぬくもり。,https://x.com/deathpoemer,2025/07/21 17:51:34,CC BY-NC-ND 4.0
あの人が歌に詠みこむ風景が徐々に我が家に近づいて来る,仙田てん,,https://x.com/TEN_57577,2025/07/21 17:57:57,CC BY-NC-ND 4.0
とがなくて死す 暗号を知らずしていろはの歌を子らは陽気に,はるかぜ,,https://x.com/spring_bird_gr,2025/07/21 17:58:27,CC BY-NC-ND 4.0
寝る前に時間薬と白湯を飲む　こいごころよ　さぁ、薄まってゆけ,別木れすり,今回は恋心ですが、全ての事象においてやり過ごす方法が「意識を保ったまま時が過ぎるのを待つ」しかないというのは、仕方ないとは言えとても恐ろしいことだと思うのです。,https://x.com/leslie_bekkie,2025/07/21 18:02:52,CC BY-NC-ND 4.0
バイト先見知らぬ客から声かけられエールのつもり？「いつも見てるよ」,さちともこ,,https://x.com/wish_on_the_sun,2025/07/21 18:13:57,CC BY-NC-ND 4.0
ロイコクロリディウム　私いつからかあなたと違う色を見ている？,インアン,以前お題短歌で出題されていた時に恐ろしや…と思ったのを思い出して詠みました,https://x.com/inan_erotica,2025/07/21 18:16:23,CC BY-NC-ND 4.0
泣きながらシャワーを浴びる感覚で蝋人形の乳首を舐める,亀田巧,,https://x.com/kamedatakumi,2025/07/21 18:22:08,CC BY-NC-ND 4.0
正論を説く担任の口角は三角定規みたく鋭利で,片切枝香,,https://x.com/toDazaihu,2025/07/21 18:24:40,CC BY-NC-ND 4.0
我の顔　スマホ画面に　映ってる　ひぃ…お化けが…と　思ったら自分,ちえ（本当はイニシャルR）,,https://x.com/ZBOHM5zf9TP5wsg,2025/07/21 18:30:11,CC BY-NC-ND 4.0
幽霊も怪異も裸足で逃げていく　今日の最高気温は何度？,松本桃英,暑くて恐ろしさ（命の危険）を感じる今日この頃……,https://x.com/a7bd00_97a61e_2,2025/07/21 18:51:01,CC BY-NC-ND 4.0
たくさん人々がいた 様々な声が多過ぎて 臆病になった,加藤莉子,,https://x.com/windapple123,2025/07/21 18:52:30,CC BY-NC-ND 4.0
見覚えがあった草むら五歳までいた町だった羆のニュース,ume,テレビのニュースの向う側だった事件も何か違えば当事者になっていたのかな、と思いました。,https://x.com/buumekonbutya,2025/07/21 20:04:15,CC BY-NC-ND 4.0
友について自転車で駆け抜けるふと帰路分からなくなり彼は誰時,青海波,,https://x.com/iFb77WoIcv87418,2025/07/21 20:08:42,CC BY-NC-ND 4.0
玄関のドアを開ければ真夏日の強い陽射しと裏返る蝉,キクラゲ,,https://x.com/kikura_ge,2025/07/21 20:15:43,CC BY-NC-ND 4.0
喫煙が法律違反になる程度の大人を生きる 追い風受けて,とかげまろぅ,,https://x.com/tokagemarou,2025/07/21 20:16:43,CC BY-NC-ND 4.0
ぐらぐらと煮詰めて蕩けた無花果のジャムの落ちゆく夫の喉,Umi.,,https://x.com/Umi1146295,2025/07/21 20:18:28,CC BY-NC-ND 4.0
軍艦にこぼれるほどの命たち生きたかったと見つめないでよ,うとか,いくらの軍艦を食べる時、「命がいっぱい…」と感じる気持ちを詠いました。,https://x.com/utoka15_,2025/07/21 20:19:07,CC BY-NC-ND 4.0
九十九《つくも》ほど志怪奇談を持ち寄られ凝りし闇が爪ひそと研ぐ,一福千遥,……恐いの、あんまり得意ではありません……,https://x.com/ichihukuchiharu,2025/07/21 20:20:19,CC BY-NC-ND 4.0
悪意なき こどもの頃の過ちの 記憶を戻すと もし言われたら,本田武彦,,https://x.com/rosary702,2025/07/21 20:28:41,CC BY-NC-ND 4.0
復習の相手捉えて定めたら　成し遂げましょう　我が命かけ,かいる,,https://x.com/kaile_tanka,2025/07/21 20:46:07,CC BY-NC-ND 4.0
人知れず殺したはずの女からきたリプライに❤️(いいね)をつけ,百壁ネロ,夢野久作の猟奇歌のテイストを令和風に。,https://x.com/KINGakiko,2025/07/21 20:52:25,CC BY-NC-ND 4.0
同じ方皆で見ていた草花が太陽に焼き殺されている,乃木ひかり,ちょうど選挙があったので、恐ろしいことが起こらないことを祈りながらつくりました。,https://x.com/nuttarifan,2025/07/21 20:54:18,CC BY-NC-ND 4.0
名も花も 見た目かわいい ウサギゴケ 何を隠そう 食虫植物,みけねこ。,ウサギゴケの花は本当にウサギのようで可愛いのですがその見た目に反して食虫植物だと知った時の衝撃と怖さを誰かと共有したいです。,https://x.com/mikeneko_bunyaa,2025/07/21 21:17:06,CC BY-NC-ND 4.0
数え唄尽きるとも潜るその都度願を受けよる千本鳥居,當磨せいろ,,https://x.com/hokyouinto10,2025/07/21 21:22:14,CC BY-NC-ND 4.0
あと何回きみとごはんをたべるのか数えたくないだっていとしい,きいろい,,https://x.com/kiroi_iorik,2025/07/21 21:43:12,CC BY-NC-ND 4.0
独りの夜壁がぴしりと音を立てシンクがべコンフィギュアがバタン,紅生姜天ひやむぎっ,,https://x.com/RAGEs20406826,2025/07/21 21:44:41,CC BY-NC-ND 4.0
私だけ招待されていなくても気付かぬ群鳥　新婦は嗤う,瑞波草,いつものメンバーだと思っていた仲間の結婚式に、１人だけ呼ばれなかった心情を詠みました。結婚式って同窓会のようなものでもあるので、誰が出席していないかなんて意外と分からないものです。イヤミスのようなざらっとした読み味をめざしました。,https://x.com/mizuhaso,2025/07/21 22:11:36,CC BY-NC-ND 4.0
イヤだなあイヤだなあって気配して振り向けば上司は書類の束を,汐留ライス,,https://x.com/RCodome,2025/07/21 22:21:59,CC BY-NC-ND 4.0
目の前で友がゾンビに変はりゆくことに耐へえず逃げ出したはず,Junimond,,https://x.com/whimsin,2025/07/21 22:37:27,CC BY-NC-ND 4.0
久方のあなたの熱にとけてゆく【検閲】絞めたくさりにく【検,井上　真改(いのうえ　しんかい),"詞書「※検閲済み」
フル: 久方のあなたの熱にとけてゆく貴方が絞めたくさりにくさえ",https://x.com/meito_sk_tanka,2025/07/21 22:38:21,CC BY-NC-ND 4.0
「おわり」ってまだ来ないよね兄さんの生首抱えたあれじゃないよね,編子,,https://x.com/goodnight_amiko,2025/07/21 22:55:09,CC BY-NC-ND 4.0
今日はもうここで眠れる気がしない殺し逃した虫はどこかに,折戸みおこ,,https://x.com/_the_goldfish_,2025/07/21 22:59:41,CC BY-NC-ND 4.0
