content,author,author_comment,author_url,create_datetime,license
旅立ったあなたを想う窓辺にてゆうらり揺れるピンクのジニア,まさけ,ピンクのジニアの花言葉は「あなたの不在を悲しむ」、様々な理由から別れたひとを想って。,https://x.com/mskpompomfuwa23,2025/07/19 18:19:07,CC BY-NC-ND 4.0
わたしから最も近い窓ふたつ焦点距離を調整してる,中通りフェオ,小2からずっと眼鏡なのですが、眼鏡って窓かもなと思ったのでよみました,https://x.com/feofeo78,2025/07/19 18:33:47,CC BY-NC-ND 4.0
どーんどん花火の音が響いても私の窓は闇を切り取る,遠藤香,,https://x.com/fu_____to___,2025/07/19 18:42:59,CC BY-NC-ND 4.0
窓だけじゃなくて床とか天井もない観覧車で五周する刑,百壁ネロ,,https://x.com/KINGakiko,2025/07/19 18:45:43,CC BY-NC-ND 4.0
モルタルの壁を殴って幾度も 血と骨と開け拳に似た窓,都賀久武,,https://x.com/＠doteraya,2025/07/19 18:52:50,CC BY-NC-ND 4.0
白壁に無機質な窓映し出す　誰を待つのか　憧れの君,かいる,,https://x.com/kaile_tanka,2025/07/19 18:54:42,CC BY-NC-ND 4.0
窓の言　まどの実態　不安定 ほぼ透明で　でもそこありつつ,仁井 海夢,"窓という存在は、触れることができるのにほとんどが透明で、存在感があいまいです。
その感覚を詠みました。",https://x.com/niiimiyu,2025/07/19 19:24:01,CC BY-NC-ND 4.0
大地揺れ騒乱大過有りはせど夢の窓開く九十五年,佐治単騎庵,ウインドウズ95がリリースされた1995年を詠みました。,https://x.com/gobugari_iyada,2025/07/19 19:27:27,CC BY-NC-ND 4.0
朝の窓からの光が背を押して「会社休みます」のLINEが飛ぶ,ソース受けな可能性,唐突に休んじゃえ！って気持ちになるので、その時の光景を歌にしました,https://x.com/XyCcjqKCiZ4pwSt,2025/07/19 19:38:07,CC BY-NC-ND 4.0
雨漏りの廊下ブリキのバケツひとつ ひとつの透明な窓を覗く,セツ,"古い校舎の学校に通っていたので、よく雨漏りをしていました。
水しか入っていないことが分かりきっているのに、いちいち覗いていたあの頃の私を詠みました。",https://x.com/setsu404,2025/07/19 20:09:20,CC BY-NC-ND 4.0
プラスチックスプーンに薄いシチューのせ食堂の窓がまた割れている,とかげまろぅ,,https://x.com/tokagemarou,2025/07/19 19:52:14,CC BY-NC-ND 4.0
降る雨を防げぬ窓があるとして景色を楽しむ人でありたい,ニャハハ猫,死に際でも余裕を持って生きていたいニャ😹,https://x.com/Nyah_ahaaha,2025/07/19 19:58:36,CC BY-NC-ND 4.0
二階か花壇を慈しむようにピントをずらす覗き窓越し,与島悠介,,https://x.com/yoshimayusuke,2025/07/19 19:59:33,CC BY-NC-ND 4.0
解体日思い出詰まる能登の家窓一つずつそっと外しぬ,ＨＮＫＡＧＡ,能登半島地震で復興目指し次々と解体せざるを得なかった多くの民家。窓の内外からの数々の家々毎の想い出を追慕の気持ちを込めて詠みました。,https://x.com/Sjjt4D,2025/07/19 20:02:05,CC BY-NC-ND 4.0
疾風のようなあなたが駆け抜けて胸に新たな窓が生まれる,あきの　つき,,https://x.com/_akino_tsuki_,2025/07/19 20:10:07,CC BY-NC-ND 4.0
悲しさの帰巣本能窓を叩く寒の戻りの風が一陣,折戸みおこ,,https://x.com/_the_goldfish_,2025/07/19 20:14:46,CC BY-NC-ND 4.0
定時までぼんやり空をながめてるきょうも元気に窓際貴族,mikiの小部屋,お仕事してます風の令和の貴族です,https://x.com/mikinokobeya,2025/07/19 20:23:39,CC BY-NC-ND 4.0
窓枠があるから窓になるんだよ 窓があるから世界は広い,照屋衣,,https://x.com/koromo_GuxuGzzz,2025/07/19 20:24:29,CC BY-NC-ND 4.0
窓に寄りあの日のあの子で喫む煙草月の霞むは何の仕業か,森龍夏,,https://x.com/vgq3QPRWfS63624,2025/07/19 20:26:21,CC BY-NC-ND 4.0
窓辺にはひとひらの羽根　からつぽになつたわたしに手紙が来たの,碧乃そら,,https://x.com/hane_ao22,2025/07/19 20:26:44,CC BY-NC-ND 4.0
会議後のホワイトボード消す　いいね踏み締める高層ビルの窓,太田葵,,https://x.com/gay_pika2093,2025/07/19 20:28:37,CC BY-NC-ND 4.0
想うかた見つめるだけで秘した恋窓を隔ての言いわけにして,一福千遥,,https://x.com/ichihukuchiharu,2025/07/19 20:28:59,CC BY-NC-ND 4.0
病床の窓から見える青い海生きていたいと初めて思う,ひめか,入院中、見えるのは病室の窓から見える景色だけでした。,https://x.com/pinkyhimeka1,2025/07/19 20:29:26,CC BY-NC-ND 4.0
大げさに悪びれながら窓際で君は大人になるって言った,淡島けのび,,https://x.com/ktdmomi,2025/07/19 20:43:28,CC BY-NC-ND 4.0
寝転んで 逆さまに見る 窓の外 晴れすぎた空 これで十分,陽気なねごと,晴れすぎた空は窓ごしに見るのがちょうどいいよね、という根暗な私の歌です。,https://x.com/negoto_y,2025/07/19 20:43:37,CC BY-NC-ND 4.0
窓のふち 夢焦がす火か 白浜の 青嵐をば 思い起こさん,マルマール,砂浜で遊んだ青春の思い出とこれを焦がさんばかりの力強い陽光を表現しました。また焦がす日と青嵐で熱と涼の対比構造を意識しました。窓の表現を入れることで外で遊ぶ元気さを抑え、部屋の中にいるある程度年齢の重ねた人であることを表しています。,https://x.com/RSvfIetmEh0XDxB,2025/07/19 20:53:42,CC BY-NC-ND 4.0
窓越しのビルの隙間の僕の空　月しか見えないプラネタリウム,るーく,都会に住む僕のベッドからは、窓越しに空が見えます。ビルの隙間の小さな小さな空で、都会の明るさもあって、星はほとんど見えず、見えるのは月だけです。それをそのまま詠んでみました。,https://x.com/Luke_NandI,2025/07/19 20:57:16,CC BY-NC-ND 4.0
祖母の手を握りし娘口ずさむ窓から出でよ風星夢幻,天祐　実,,https://x.com/br5_jrnori,2025/07/19 21:11:42,CC BY-NC-ND 4.0
三人でかつて暮らしたマンションの窓に知らない誰かの明かり,木ノ宮むじな,,https://x.com/rebelxduck,2025/07/19 21:19:19,CC BY-NC-ND 4.0
透明な窓だ心は恋ほどに赤くはなくて空をうつして,豆打だんす,恋にも窓にも心があり、「恋より窓だな今の心は」と思ったので,https://x.com/zunda_dansu,2025/07/19 21:19:58,CC BY-NC-ND 4.0
「月、見てる？」 LINE届いて 開ける窓 同じ夜空を 君と繋げて,三笠山出月,,https://x.com/W4fOum0,2025/07/19 21:23:28,CC BY-NC-ND 4.0
マンションの壁が塞いだ裏窓に風鈴をかけ夏を奏でる,死んでるみたいに生きてる子,,https://x.com/shinderumitaini,2025/07/19 21:29:58,CC BY-NC-ND 4.0
たぶん窓なんだけどそれ出たいならドアだと定義してもいいです,やすらか,,https://x.com/wRit_8e,2025/07/19 21:42:34,CC BY-NC-ND 4.0
右上の窓を自ら叩き割る　次は秘密か未知になるのか,有馬由真,,https://x.com/Yuma_Yuma___,2025/07/19 21:48:32,CC BY-NC-ND 4.0
転生をご希望ですか？窓口はヒトならすぐでネコは待ちます,ume,,https://x.com/buumekonbutya,2025/07/19 21:49:18,CC BY-NC-ND 4.0
窓ガラス全部割ってく　私が失恋したことみんな分かって,四方山噂,恋が全てではないと今は知っていますが、昔はそんなことありませんでした。恋が全てだった、全てだと思っていたみなさんにお送りします。,https://x.com/tuzuru_uwasa,2025/07/19 21:49:43,CC BY-NC-ND 4.0
これまでの私の全てをさらけ出しあなたの窓になりたい夏だ,あをい,,https://x.com/awoi_20,2025/07/19 21:59:42,CC BY-NC-ND 4.0
映る車窓の中年に見つめられ「誰だお前は」「俺はお前だ」,雉白,,https://x.com/kizishiro19,2025/07/19 22:07:38,CC BY-NC-ND 4.0
ねぇってば 窓拭きくらい 手伝って 少し怒った 君も可愛い,うた,,https://x.com/wNykVExNKL32736,2025/07/19 22:26:18,CC BY-NC-ND 4.0
この夏を迎えにいくよ珈琲の 氷ぶちまけ　解き放ち、窓,らいおん𝕏,,https://x.com/LION_IPTech,2025/07/19 22:14:27,CC BY-NC-ND 4.0
くらやみと　ひとつのぼくはじゆうです　格子の窓に鳥の影、ふと,井上　真改(いのうえ　しんかい),,https://x.com/meito_sk_tanka,2025/07/19 22:22:11,CC BY-NC-ND 4.0
身仰ぐ窓猿の姫柿を手に其処に往くまで嵌め殺さないで,當磨せいろ,"犬猿の仲、猿蟹合戦、ロミオとジュリエット、、
対戦格闘ゲームをモチーフに
ましましで組み立てました。。",https://x.com/hokyouinto10,2025/07/19 22:24:18,CC BY-NC-ND 4.0
窓越しに聴こえるハ長調の音つまずかなくなるまで店にいる,満月ことみ,喫茶店で聞いていた幼い子供が弾くハ長調。つまずくところがかわいくて、でもどうにか乗り越えてほしくて、いつの間にかつまずかなくなるまで聞いていた経験を詠みました。,https://x.com/mmangetu,2025/07/19 22:25:48,CC BY-NC-ND 4.0
反射した窓に閉じ込める　右目の泣きぼくろだけ偽を訴えた,漁火いさな,,https://x.com/carda_mm,2025/07/19 22:30:00,CC BY-NC-ND 4.0
変わらない路面電車に並んでももう揃わない君の車窓と,瑞波草,かつて通学路を共にした友人と、久しぶりに母校周辺を訪れた時、乗っている電車は変わらないのに、卒業してからお互いが選んだ人生の違いで、もう話さえも合わない、見えてる景色が変わってしまったというやるせなさを詠みました。,https://x.com/mizuhaso,2025/07/19 22:30:54,CC BY-NC-ND 4.0
晴れてるの？　雨なの？　まるでわからない窓には窓の事情があつて,Junimond,,https://x.com/whimsin,2025/07/19 22:32:40,CC BY-NC-ND 4.0
窓開けて　涼しい風が　顔撫でる 二十年前の　日本の夏,平 祥盛,昔はこんなに暑かったかなぁという気持ちです,https://x.com/minipinJ,2025/07/19 22:35:00,CC BY-NC-ND 4.0
横移動し続け窓を逃れてく蜂の名前はたぶん「ああああ」,曇天,,https://x.com/Donten_dondon,2025/07/19 22:37:19,CC BY-NC-ND 4.0
この愛の処方について説明を聞ける窓口を探している,空虚 シガイ,,https://x.com/36aoRu1Re4K4AbR,2025/07/19 22:44:27,CC BY-NC-ND 4.0
病室で渇望をする窓外の短い夜を畳んでしまう,乃木ひかり,,https://x.com/nuttarifan,2025/07/19 22:57:59,CC BY-NC-ND 4.0
猫のびるどこまでのびるどこまでも伸びたらきみの窓をたたくよ,ケムニマキコ,,https://x.com/none,2025/07/19 22:58:30,CC BY-NC-ND 4.0
窓越しにひょっとこ顔をする君に泣いてもいいと口パクで言う,亜麻布みゆ,,https://x.com/amanumiyu,2025/07/19 22:58:49,CC BY-NC-ND 4.0
